Protein IDs,Majority protein IDs,Protein names,Gene names,function_annotation,Average Conc. (pmol/mg)_OLD Hippocampus,SD,Average Conc. (pmol/mg)_YOUNG Hippocampus,SD,t test OC/YC Hippocampus,rationO/Y Hippocampus,Average Conc. (pmol/mg)_OLD Cortex,SD,Average Conc. (pmol/mg)_YOUNG Cortex,SD,t test OC/YC Cortex,rationO/Y Cortex,Average Conc. (pmol/mg)_OLD Cerebellum,SD,Average Conc. (pmol/mg)_YOUNG Cerebellum,SD,t test OC/YC Cerebellum,rationO/Y Cerebellum
Q03137;Q03137-2;A0A087WRH4;A0A087WQW6,Q03137;Q03137-2,Ephrin type-A receptor 4,Epha4,adhesion-synaptic cleft,1.715694211,0.339080707,1.678883728,0.130363645,0.829459831,1.02192557,1.072064403,0.142573096,1.680720388,0.708871957,0.127580838,0.637860057,0.045480874,0.029482102,0.039876996,0.025307428,0.755524078,1.140529103
Q60629;Q6PFV6;E9PUQ4;E9PUQ2;E9PUP9;E9PUQ0,Q60629;Q6PFV6;E9PUQ4;E9PUQ2;E9PUP9;E9PUQ0,Ephrin type-A receptor 5;Receptor protein-tyrosine kinase,Epha5,adhesion-synaptic cleft,0.041407313,0.022295327,0.118505878,0.045995948,0.015865568,0.349411469,0.00964812,0.013886038,0.045455643,0.030554856,0.057442512,0.212253507,0,0,0,0,,
Q62413;G1K381;E9PUK8;P29319-3,Q62413;G1K381,Ephrin type-A receptor 6;Receptor protein-tyrosine kinase,Epha6,adhesion-synaptic cleft,0.076106153,0.013335897,0.095146584,0.033551028,0.289120113,0.799883196,0.004446328,0.004210632,0.01835782,0.02308319,0.251469828,0.242203476,0,0,0,0,,
Q61772;A2BDQ4;Q61772-3;Q61772-2;Q61772-4;Q61772-5;Q8BYG9;F6WVB0;Q8BYG9-2,Q61772;A2BDQ4;Q61772-3;Q61772-2,Ephrin type-A receptor 7;Receptor protein-tyrosine kinase,Epha7,adhesion-synaptic cleft,0.069978269,0.017184673,0.15458854,0.038972322,0.005386466,0.452674366,0.052810191,0.019268559,0.105344192,0.066047774,0.152505528,0.501310898,0,0,0.056520923,0.077858236,0.179854326,0
P54763;A3KG01;A3KG02;A3KG00;P54763-2;F6Q4H2,P54763;A3KG01;A3KG02;A3KG00;P54763-2,Ephrin type-B receptor 2;Receptor protein-tyrosine kinase,Ephb2,adhesion-synaptic cleft,0.148276998,0.018702605,0.371557735,0.038425755,3.02634E-05,0.399068527,0.112861573,0.0199321,0.48835614,0.192653914,0.011740844,0.231105055,0.254905485,0.053071886,0.391277343,0.094336002,0.028903697,0.651470087
P54754,P54754,Ephrin type-B receptor 3,Ephb3,adhesion-synaptic cleft,0.049041237,0.022024739,0.09706202,0.027259312,0.016314428,0.505256713,0.066212759,0.02546672,0.362412655,0.053919396,4.47402E-05,0.182699909,0.009181664,0.009546405,0.024065792,0.016302443,0.125102146,0.381523447
O08644;O08644-3;O08644-2,O08644;O08644-3,Ephrin type-B receptor 6,Ephb6,adhesion-synaptic cleft,0.01706531,0.005911754,0.054728795,0.046194393,0.142544735,0.311815925,0.042736571,0.015006902,0.146494155,0.039877225,0.002650907,0.291728849,0,0,0.004558223,0.010192497,0.373900966,0
Q91V35;P18052;P18052-2,Q91V35;P18052;P18052-2,Receptor-type tyrosine-protein phosphatase;Receptor-type tyrosine-protein phosphatase alpha,Ptpra,,0.477840596,0.06263333,0.488583955,0.091882899,0.835073261,0.978011232,0.527211009,0.077899502,0.82224434,0.224987492,0.03979686,0.641185331,0.288422447,0.044815412,0.382700653,0.123179334,0.16821316,0.753650261
Q64487;Q64487-5;G3UWK6;E9PVW8;B9EJA3;Q64487-12,Q64487;Q64487-5;G3UWK6;E9PVW8;B9EJA3;Q64487-12,Receptor-type tyrosine-protein phosphatase delta;Protein-tyrosine-phosphatase,Ptprd,,0.383452778,0.029822014,0.518703146,0.071108722,0.009712644,0.739252849,0.504004839,0.037383068,0.759663456,0.073237649,0.000455106,0.663458056,0.258946257,0.02475094,0.224504183,0.014423312,0.033747917,1.153413952
P49446;P49446-2;P49446-3,P49446;P49446-2;P49446-3,Receptor-type tyrosine-protein phosphatase epsilon,Ptpre,,0.234153176,0.137729899,0.402384158,0.136815007,0.088659993,0.5819145,0.176866261,0.050136888,0.366897262,0.144145391,0.039101278,0.482059364,0.222223082,0.08675115,0.184521811,0.061645699,0.453517398,1.204318776
A2A8L5,A2A8L5,Receptor-type tyrosine-protein phosphatase F,Ptprf,,0.0388756,0.010151832,0.065181906,0.009424041,0.002847558,0.596417053,0.04719563,0.015025945,0.135500087,0.058731466,0.02606857,0.348307005,0.017199802,0.012482873,0.013158901,0.004906449,0.529259068,1.307084968
Q05909;F8VQD7;D3Z2S6;D6RD11;E9Q6E7,Q05909;F8VQD7,Receptor-type tyrosine-protein phosphatase gamma;Protein-tyrosine-phosphatase,Ptprg,,0.063068785,0.027606685,0.080254349,0.008615415,0.243910476,0.785861281,0.028026519,0.021156154,0.103788512,0.143375605,0.304829062,0.270034885,0,0,0.010328611,0.010473117,0.092115707,0
Q64455;A2AWF8;A2AWF9;E9Q4S7,Q64455;A2AWF8;A2AWF9;E9Q4S7,Receptor-type tyrosine-protein phosphatase eta;Protein-tyrosine-phosphatase,Ptprj,,0.118139885,0.024297274,0.158067755,0.039047068,0.095246969,0.747400289,0.178931899,0.048261703,0.363828575,0.094139859,0.007996568,0.491802765,0.049357532,0.022944322,0.061538869,0.020956834,0.406485919,0.802054589
P28828,P28828,Receptor-type tyrosine-protein phosphatase mu,Ptprm,,0.001427642,0.003192305,0.006868357,0.006017077,0.123624425,0.20785788,0.000919014,0.000949859,0.01684674,0.016879102,0.102436745,0.054551451,0.057884006,0.02295443,0.070086423,0.02809216,0.474351718,0.825894715
Q60673;A6MDD2;A0A087WPU7;A0A087WQF2;A0A087WQ67,Q60673;A6MDD2,Receptor-type tyrosine-protein phosphatase-like N,Ptprn,,0.287316181,0.067650028,0.331722592,0.0639883,0.317483839,0.866133898,0.18324951,0.044937867,0.268795332,0.039445239,0.01290929,0.681743645,0.307338736,0.162935181,0.154119349,0.105144357,0.121603659,1.99416061
P80560;Q3UU93,P80560;Q3UU93,Receptor-type tyrosine-protein phosphatase N2,Ptprn2,,0.33477788,0.036409844,0.563543053,0.087941396,0.002467032,0.594059101,0.422157848,0.069668232,0.566796555,0.149748587,0.10087776,0.744813715,0.239001706,0.101342718,0.202089843,0.10784714,0.592353144,1.182650756
B0V2N1;B0V2N1-2;B0V2N1-6;B0V2N1-5,B0V2N1;B0V2N1-2;B0V2N1-6,Receptor-type tyrosine-protein phosphatase S,Ptprs,,1.109102378,0.188809522,1.333969496,0.128388916,0.063268533,0.83143009,0.623342057,0.224818532,0.993314718,0.558266892,0.22488881,0.627537321,0.157223378,0.041172737,0.226429409,0.051732245,0.04892849,0.694359354
Q99M80-3,Q99M80-3,Receptor-type tyrosine-protein phosphatase T,Ptprt,,0.008282593,0.004063642,0.018192918,0.005188052,0.010733059,0.455264662,0.017751889,0.013544809,0.028376816,0.019759814,0.354014768,0.625577203,0.009483861,0.00756557,0.009219263,0.010417148,0.964577457,1.028700562
B1AUH1;B1AUH1-2;Q3V360,B1AUH1;B1AUH1-2;Q3V360,Receptor-type tyrosine-protein phosphatase U,Ptpru,,0.003975325,0.003633256,0.013228914,0.004312603,0.006634273,0.300502737,0.001676734,0.002320143,0.009662382,0.006453341,0.047868886,0.173532175,0.006060562,0.006370139,0,0,0.100501522,
B9EKR1,B9EKR1,Receptor-type tyrosine-protein phosphatase zeta,Ptprz1,,2.688746645,0.167312303,4.01090515,0.459664609,0.001735951,0.67035907,2.466325085,0.507375703,2.927783061,0.684461162,0.263231991,0.842386554,2.226666487,0.443447398,2.03711246,0.439844148,0.516527628,1.09305035
P0C7M9,P0C7M9,C-type lectin domain family 2 member L,Clec2l,,0.141229492,0.128457084,0.288160937,0.214360875,0.232801853,0.490106304,0.136838682,0.126822182,0.310701213,0.239333123,0.200558891,0.440418885,0.775083722,0.376597062,0.655435916,0.475733187,0.671530164,1.182546918
Q9CS84;E0CY11;Q9CS84-4;Q9CS84-3;Q9CS84-2;Q9CS84-5;H3BK93;H3BK41;A0A0G2JES8;A0A0G2JE65,Q9CS84;E0CY11;Q9CS84-4;Q9CS84-3;Q9CS84-2;Q9CS84-5,Neurexin-1,Nrxn1,,1.056734896,0.12308223,1.6417927,0.141978391,0.000128631,0.643646969,1.0851369,0.139242835,1.853933138,0.330908224,0.00408072,0.585316092,0.784378107,0.185641196,0.987847254,0.213121577,0.146830968,0.794027724
E9PUM9;E9Q7X7;E9Q5N7;E9PUN0;F6WN33;F6Y027,E9PUM9;E9Q7X7;E9Q5N7;E9PUN0,,Nrxn2,,0.227582386,0.028542929,0.327125278,0.064972358,0.022712571,0.695704068,0.254295415,0.0672745,0.549501372,0.208407442,0.030984497,0.46277485,0.446273169,0.01883852,0.596520693,0.105724831,0.032398322,0.748126887
E9PUN2;E9PUN1,E9PUN2,,Nrxn2,,0.016469114,0.002430715,0.035344212,0.016778863,0.065019334,0.465963535,0.041482898,0.029979867,0.089085441,0.065534499,0.193542872,0.465652938,0.035176781,0.019767609,0.076628155,0.027917445,0.029398326,0.459058169
Q6P9K9;Q6P9K9-2;E9Q2X2;A0A087WPQ9,Q6P9K9;Q6P9K9-2;E9Q2X2;A0A087WPQ9,Neurexin-3,Nrxn3,,0.76256215,0.027028152,0.796524493,0.101503575,0.505018045,0.957361835,0.976385517,0.094192612,1.174172406,0.170515455,0.062010551,0.831552089,0.625114764,0.123675938,0.683152768,0.051164438,0.374145256,0.915043887
Q9WTS4;A2ANL9;Q9WTS4-2,Q9WTS4;A2ANL9,Teneurin-1;Ten-1 intracellular domain;Teneurin C-terminal-associated peptide,Tenm1,,0.009455599,0.008922763,0.030410571,0.005730727,0.003287824,0.310931332,0.012196723,0.01175822,0.039751594,0.029448185,0.106951024,0.306823498,0.011275521,0.016060638,0.030654546,0.019462512,0.125617033,0.367825417
Q9WTS5;A0A0A0MQB7;A0A0A0MQ92,Q9WTS5;A0A0A0MQB7;A0A0A0MQ92,"Teneurin-2;Ten-2, soluble form;Ten-2 intracellular domain",Tenm2,,0.142299789,0.020091955,0.19326245,0.022371524,0.0054264,0.736303349,0.109927139,0.019230216,0.169802941,0.07692755,0.158625496,0.647380653,0.008571926,0.017470544,0.008272057,0.008475954,0.973614295,1.036250833
Q9WTS6;G3X907;Q9WTS6-2;F6RJC1;D3YW49,Q9WTS6;G3X907;Q9WTS6-2;F6RJC1,Teneurin-3,Tenm3,,0.040409843,0.011233312,0.086035516,0.015572698,0.000977311,0.469687928,0.022574231,0.006958328,0.077938279,0.031598278,0.01572758,0.28964241,0.008766686,0.008465211,0.015821425,0.012325556,0.326061488,0.55410219
Q3UHK6;Q3UHK6-4;Q3UHK6-2;Q3UHK6-3;D3YVP2;F6UP10,Q3UHK6;Q3UHK6-4;Q3UHK6-2;Q3UHK6-3,Teneurin-4,Tenm4,,0.195032021,0.026644643,0.282529988,0.043400925,0.007034501,0.690305556,0.219030908,0.013929943,0.382646994,0.125300669,0.042753086,0.57240985,0.017471168,0.005290324,0.013913361,0.008667127,0.460465242,1.25571154
Q8BGT1,Q8BGT1,,Flrt3,,0.025840844,0.014100175,0.084941325,0.044472044,0.038327969,0.304219932,0.047271851,0.02959039,0.146272491,0.068255151,0.027825044,0.323176634,0.010024305,0.007469119,0.018607708,0.015253047,0.302892026,0.538717882
F8WJ51;F8WJ50;F8WJ48;Q8R4G0-6;Q8R4G0-9;Q8R4G0-8;Q8R4G0-3;Q8R4G0-5;Q8R4G0-4;Q8R4G0-2;Q8R4G0-7;Q8R4G0;F7CVQ1;Q8R4G0-10,F8WJ51;F8WJ50;F8WJ48;Q8R4G0-6;Q8R4G0-9;Q8R4G0-8;Q8R4G0-3;Q8R4G0-5;Q8R4G0-4;Q8R4G0-2;Q8R4G0-7;Q8R4G0;F7CVQ1;Q8R4G0-10,Netrin-G1,Ntng1,,0.111651725,0.020614565,0.100625794,0.055135934,0.692396015,1.109573602,0.14541911,0.046319399,0.208318542,0.21419587,0.553111212,0.698061289,0.009316627,0.017334079,0.006932016,0.009638421,0.796694037,1.343999635
A2AKX2;V9GX85;J3QNA0;Q8R4F1-2;Q8R4F1-3;Q8R4F1,A2AKX2;V9GX85;J3QNA0;Q8R4F1-2;Q8R4F1-3;Q8R4F1,Netrin-G2,Ntng2,,0.122395311,0.032054065,0.145584126,0.033288964,0.294442395,0.840718793,0.190687312,0.088222286,0.177591266,0.094244141,0.826260984,1.073742621,0.031064219,0.004785639,0.034609024,0.007368662,0.397534098,0.897575694
P97300-3,P97300-3,Neuroplastin,Nptn,,3.679220993,0.711556927,4.028277511,0.70583202,0.458536385,0.913348443,5.653008438,0.987938932,7.878766631,1.889639147,0.058072024,0.71749916,5.377948709,0.277167965,5.044320841,0.805495629,0.421739895,1.066139304
Q62443,Q62443,Neuronal pentraxin-1,Nptx1,,2.754583477,0.407379324,2.417695822,0.171877928,0.145005635,1.139342448,2.442677962,0.374564568,2.013856755,0.371929098,0.106816521,1.212935307,1.024117631,0.442369845,1.394642602,0.365156854,0.187947496,0.734322636
Q8R5M8-4,Q8R5M8-4,Cell adhesion molecule 1,Cadm1,,4.23039693,0.629985902,4.130863903,0.622909426,0.807981081,1.024094966,2.905779903,0.61505254,3.333359739,1.328838811,0.539479645,0.871727065,0.932919141,0.163805671,0.766636294,0.135937452,0.120098135,1.216899262
Q8BLQ9;G3UZM4;Q8BLQ9-3;Q8BLQ9-2;D3Z0N3,Q8BLQ9;G3UZM4;Q8BLQ9-3;Q8BLQ9-2,Cell adhesion molecule 2,Cadm2,,8.446057128,0.550109943,9.558827549,0.934745226,0.058444235,0.883587143,6.508759929,1.663329241,7.454662533,1.732666822,0.404243111,0.873112619,1.750215976,0.349278273,2.031050323,0.297592075,0.209248861,0.861729499
Q99N28;K4DI58,Q99N28;K4DI58,Cell adhesion molecule 3,Cadm3,,4.038484438,0.625415092,3.856219318,0.755142237,0.688953415,1.047265237,7.622471221,1.388190648,7.763628993,1.093535408,0.862920651,0.981818068,9.451784845,0.681298311,12.40339284,1.910660873,0.022597875,0.762032209
Q8R464,Q8R464,Cell adhesion molecule 4,Cadm4,,3.015681158,0.155859619,2.52992875,0.204097269,0.003347844,1.192002406,1.808994792,0.532701475,3.280123924,0.97880009,0.024679682,0.551501966,6.305898713,2.697815944,3.417727674,0.821771402,0.073586699,1.84505593
Q99K10;E9QK34;Q99K10-2,Q99K10;E9QK34,Neuroligin-1,Nlgn1,Neuroligin,0.119200069,0.027054238,0.1572956,0.011549776,0.030957451,0.757809305,0.133070853,0.061418433,0.208466004,0.120871037,0.260551435,0.638333592,0.063852824,0.038558271,0.050089414,0.017228924,0.495823338,1.274776826
Q69ZK9;F6VE93,Q69ZK9,Neuroligin-2,Nlgn2,,0.875937389,0.211671429,0.99185948,0.066824669,0.297723423,0.883126497,0.907626319,0.357091085,1.050333024,0.42298743,0.580598023,0.864131945,1.345821483,0.172129053,1.133717646,0.239329815,0.150132362,1.187087003
Q8BYM5;A2AGI2;A2AGI3;A2AGI0,Q8BYM5;A2AGI2;A2AGI3;A2AGI0,Neuroligin-3,Nlgn3,,0.967231556,0.158031281,1.606671592,0.203241375,0.000661891,0.602009497,0.828955699,0.106720576,1.5274071,0.370140603,0.01130842,0.542720863,0.637821826,0.132545431,0.801718659,0.09839733,0.059921621,0.795568145
B0F2B4,B0F2B4,Neuroligin 4-like,Nlgn4l,,0.155332524,0.030759526,0.231583376,0.027144105,0.003290492,0.670741255,0.181024187,0.042122285,0.405319208,0.070722972,0.000650014,0.44662129,0.106629438,0.053667634,0.110885343,0.026051228,0.878680068,0.961618868
Q80ZF8,Q80ZF8,Brain-specific angiogenesis inhibitor 3,Bai3,,0.12551563,0.012863024,0.160973781,0.017625611,0.007740131,0.779727165,0.094856433,0.067839512,0.221330415,0.034589914,0.010081499,0.428573873,0.053244598,0.035537193,0.050697411,0.007038042,0.882159728,1.050242943
Q8K1S4;Q8K1S4-2;F6TGW0;F7CVI0;Q8K1S4-3,Q8K1S4;Q8K1S4-2,Netrin receptor UNC5A,Unc5a,,0.415174354,0.111788118,0.238654696,0.032088047,0.021666798,1.739644604,0.053167613,0.02514382,0.08597164,0.04681919,0.215730855,0.618431994,0,0,0,0,,
P70211;P70211-3;P70211-2,P70211;P70211-3;P70211-2,Netrin receptor DCC,Dcc,,0.07196666,0.015321097,0.130897473,0.026322719,0.004209213,0.549794114,0.030179731,0.011175101,0.09628898,0.059220834,0.066048964,0.313428717,0.000499287,0.001116441,0.003405209,0.00590237,0.336453504,0.146624602
O08747;O08747-2;E9PVI4,O08747;O08747-2;E9PVI4,Netrin receptor UNC5C,Unc5c,,0.02804593,0.010620486,0.047328616,0.016956286,0.069722514,0.592578704,0.030586923,0.00976863,0.041958574,0.024205156,0.372545064,0.728979092,0.014950026,0.007585229,0.032393039,0.012283985,0.032042306,0.46151971
B2RQF5;P60755;F6UYI7,B2RQF5;P60755,MAM domain-containing glycosylphosphatidylinositol anchor protein 2,Mdga2,,0.059157896,0.012669228,0.085371557,0.015685678,0.020614379,0.692946203,0.085334322,0.022086902,0.231844269,0.069028756,0.00689498,0.368067419,0.073296923,0.015450104,0.03555185,0.017421169,0.006900654,2.061690801
Q9EPL2,Q9EPL2,Calsyntenin-1;Soluble Alc-alpha;CTF1-alpha,Clstn1,,0.177941952,0.044468377,0.241854096,0.053488645,0.075154175,0.735740907,0.266779993,0.142486983,0.614645012,0.282461181,0.049802743,0.434039141,0.188900429,0.033577037,0.161512045,0.045320327,0.311785177,1.169574868
Q9ER65;Q9ER65-2,Q9ER65;Q9ER65-2,Calsyntenin-2,Clstn2,,0.027198698,0.007004949,0.038190751,0.009949007,0.082090122,0.712180241,0.053118647,0.106289746,0.115956,0.190861928,0.542929957,0.458093132,0.010410299,0.00205398,0.009764539,0.001985928,0.626917865,1.066133216
Q99JH7;D3Z601,Q99JH7;D3Z601,Calsyntenin-3,Clstn3,,0.057415978,0.007921255,0.077763981,0.015971937,0.044313186,0.738336405,0.089978412,0.02984036,0.078381012,0.033023376,0.576341192,1.147961846,0.183358841,0.031433903,0.24051317,0.053477247,0.081626623,0.762365077
P15209;P15209-4;P15209-3;P15209-2,P15209;P15209-4;P15209-3,BDNF/NT-3 growth factors receptor,Ntrk2,,0.469573602,0.069590358,0.642872453,0.043798075,0.002409583,0.73043043,0.778249616,0.167483049,1.095651612,0.428152126,0.181116319,0.710307554,0.215081348,0.063255279,0.234935155,0.087704964,0.693230364,0.915492397
A0A0A6YWL7;A0A0A6YWF9;Q6VNS1-3;Q6VNS1-2;Q3UFB7,A0A0A6YWL7;A0A0A6YWF9,Tyrosine-protein kinase receptor,Ntrk3,,0.002881556,0.003947135,0.000722676,0.001615953,0.306263127,3.987341014,0,0,0.003925107,0.008776807,0.373900966,0,0,0,0,0,,
Q6VNS1,Q6VNS1,NT-3 growth factor receptor,Ntrk3,,0.318762342,0.073232617,0.432146456,0.074086746,0.040962575,0.737625723,0.039760645,0.059035164,0.162495012,0.065503763,0.014587791,0.244688401,0.115366392,0.052291808,0.219638176,0.044337858,0.0097236,0.525256557
Q2WF71;Q2WF71-3;Q2WF71-2;A0A087WRA2,Q2WF71;Q2WF71-3;Q2WF71-2,Leucine-rich repeat and fibronectin type III domain-containing protein 1,Lrfn1,,0.260378169,0.058807045,0.308412922,0.048024495,0.196340778,0.844251814,0.168377379,0.080203301,0.400008979,0.133678912,0.01402103,0.420933998,0.061035159,0.044270279,0.075036423,0.029075676,0.573268705,0.81340709
Q80TG9,Q80TG9,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,Lrfn2,,0.008786819,0.006615865,0.027810564,0.018586522,0.083619261,0.315952569,0.032021559,0.024692421,0.106487757,0.057842736,0.042149105,0.300706482,0,0,0,0,,
Q8BLY3,Q8BLY3,Leucine-rich repeat and fibronectin type-III domain-containing protein 3,Lrfn3,,0.097992947,0.066150978,0.204054571,0.058403203,0.02798031,0.480229118,0.098992297,0.084975009,0.269854307,0.241478944,0.196070726,0.366836083,0.086766245,0.029177769,0.101252092,0.018629078,0.381479102,0.856932861
Q80XU8,Q80XU8,Leucine-rich repeat and fibronectin type-III domain-containing protein 4,Lrfn4,,0.149492867,0.028833313,0.236198451,0.052836037,0.017347623,0.632912142,0.166999218,0.065880075,0.383371057,0.122266082,0.012599572,0.435607267,0.023118035,0.009881491,0.069459901,0.022159661,0.006325595,0.332825622
Q8BXA0;Q8BXA0-2,Q8BXA0;Q8BXA0-2,Leucine-rich repeat and fibronectin type-III domain-containing protein 5,Lrfn5,,0.042189903,0.007616277,0.053132319,0.011984112,0.129926689,0.794053478,0.077459002,0.025399003,0.095893539,0.061945015,0.563538269,0.807760391,0,0,0,0,,
Q810C1,Q810C1,SLIT and NTRK-like protein 1,Slitrk1,,0.064698881,0.0147161,0.076444006,0.042418329,0.584238768,0.846356493,0.158245769,0.06616532,0.291501667,0.070055741,0.014899421,0.542864026,0.010205297,0.015210767,0.031324501,0.006276065,0.032557722,0.325792794
Q810C0,Q810C0,SLIT and NTRK-like protein 2,Slitrk2,,0.017756179,0.002677653,0.024848824,0.008238908,0.12863277,0.714568154,0.003980217,0.005454859,0.045681797,0.046052314,0.112776891,0.087129172,0.025339923,0.003261306,0.020122365,0.00618947,0.145930728,1.259291481
Q810B8;B1AU89,Q810B8,SLIT and NTRK-like protein 4,Slitrk4,,0.008844683,0.00515639,0.019343995,0.003556806,0.006997737,0.457231447,0.0019402,0.00433842,0.021261084,0.018872662,0.083096658,0.091255951,0.000527754,0.001180093,0.020871102,0.006534877,0.001882062,0.025286327
Q810B7;Q810B7-2;Q8C110,Q810B7;Q810B7-2,SLIT and NTRK-like protein 5,Slitrk5,,0.074729212,0.014634331,0.096131593,0.015466514,0.054871255,0.777363712,0.081260594,0.05090915,0.219176593,0.087275177,0.020540348,0.370753982,0.007786185,0.009610701,0.010593079,0.008100574,0.631351246,0.735025707
E9Q6I2;Q3UVZ1;Q61730-2;G3UY13;G3XA78,E9Q6I2;Q3UVZ1;Q61730-2;G3UY13,Interleukin-1 receptor accessory protein,Il1rap,,0.112707046,0.011863497,0.112068278,0.014468363,0.941094394,1.005699808,0.076839893,0.02397868,0.097613692,0.024887873,0.215836995,0.787183553,0.043776065,0.028097518,0.060973614,0.038918791,0.448419734,0.717950975
receptor dystrybution and dendritic spines formation,,,,,,,,,,,,,,,,,,,,,,
Q60598;Q921L6,Q60598;Q921L6,Src substrate cortactin,Cttn,,2.810117971,0.204771648,2.940785904,0.746492877,0.722616272,0.955567002,5.945417934,0.666872043,6.290470775,1.552987236,0.665715764,0.945146738,2.933652971,0.651821735,3.456901631,0.574567758,0.215591941,0.84863652
B9EJA2;B9EJA2-5;B9EJA2-4;B9EJA2-2;B9EJA2-3;D3Z1E3;F6Q1W8;D3Z551;F7B1X5;F6XSM7,B9EJA2;B9EJA2-5;B9EJA2-4;B9EJA2-2;B9EJA2-3,Cortactin-binding protein 2,Cttnbp2,cortactin,0.373673864,0.035526485,0.483991114,0.024849382,0.000686461,0.772067612,0.320885324,0.028458399,0.578468816,0.128123209,0.009550405,0.554714991,0.213489,0.007186519,0.210710639,0.048621182,0.9052691,1.01318567
Q8JZS0;Q3TUM0,Q8JZS0;Q3TUM0,Protein lin-7 homolog A,Lin7a,,2.047174848,0.306500597,2.627637704,0.779138255,0.179451063,0.779093269,6.68462773,1.111448628,8.170373548,1.702056861,0.14691741,0.818154481,3.952502001,1.040157019,5.490285285,0.738004874,0.029954812,0.71990831
O88951,O88951,Protein lin-7 homolog B,Lin7b,,0.656250695,0.108192771,0.744984895,0.147778203,0.312993224,0.880891277,0.62696566,0.242427276,1.062020133,0.284597184,0.032178585,0.590351953,0.226529203,0.109816052,0.19228751,0.082317423,0.593353288,1.178075494
O88952,O88952,Protein lin-7 homolog C,Lin7c,,5.15529706,1.019427231,6.652253479,0.91870708,0.040930537,0.774970027,7.29563395,1.103340281,9.241184542,1.69302291,0.069017253,0.789469566,9.324886592,1.920287546,9.463480635,1.141439334,0.893856711,0.985354855
E9PUA3;A0A087WQ39;Q8R0S2;Q8R0S2-2,E9PUA3;A0A087WQ39;Q8R0S2;Q8R0S2-2,IQ motif and SEC7 domain-containing protein 1,Iqsec1,,1.497533579,0.186422007,1.559120909,0.166913273,0.597280639,0.960498683,1.176190986,0.275899083,1.481575567,0.511973988,0.28384212,0.793878498,1.538643319,0.175044027,1.012869465,0.359236019,0.02694727,1.519093399
E9QAD8;Q5DU25;A4GZ26;D3Z5I6;D3Z6V7,E9QAD8;Q5DU25;A4GZ26;D3Z5I6;D3Z6V7,IQ motif and SEC7 domain-containing protein 2,Iqsec2,,1.101274115,0.086073684,1.26475628,0.067110847,0.010972355,0.870740183,1.08846966,0.14536923,1.460338784,0.489456454,0.168043821,0.74535421,0.934382256,0.123877202,0.684902505,0.059022157,0.007288975,1.36425586
Q3TES0,Q3TES0,IQ motif and SEC7 domain-containing protein 3,Iqsec3,,0.249103934,0.044177952,0.234820595,0.047162882,0.634479924,1.060826603,0.303654127,0.03981176,0.3137799,0.148516969,0.889201548,0.967729695,0.25075438,0.098799735,0.141836065,0.070719441,0.083666362,1.767916919
Q9JIA1;A0A0G2JGB7;A0A0G2JGE8;D3YW56;A0A0G2JEY8,Q9JIA1;A0A0G2JGB7;A0A0G2JGE8,Leucine-rich glioma-inactivated protein 1,Lgi1,,4.573458483,0.276367619,3.218828737,0.256819504,4.3863E-05,1.420845549,3.348014078,0.563963599,2.149829782,0.338292305,0.005441436,1.557339146,3.817078678,0.586540257,2.019619659,0.252832411,0.001092718,1.889998773
Q50DZ7;Q8K4Z0-2;Q8K4Z0,Q50DZ7;Q8K4Z0-2;Q8K4Z0,Leucine-rich repeat LGI family member 2,Lgi2,,0.152059832,0.022576403,0.099542333,0.015384561,0.003508148,1.527589591,0.424640606,0.187096673,0.261902146,0.064835699,0.126136626,1.621371237,1.418685551,0.106924097,0.520428413,0.07723303,8.71871E-07,2.725995575
Q8K406,Q8K406,Leucine-rich repeat LGI family member 3,Lgi3,,0.705798221,0.086132371,0.330246123,0.077807965,9.40568E-05,2.137188513,0.481126228,0.125611066,0.364240271,0.079118595,0.1233263,1.320903443,3.532926816,0.701577246,1.401090878,0.331585112,0.001030692,2.521554364
Q8K1S1,Q8K1S1,Leucine-rich repeat LGI family member 4,Lgi4,,0.085664311,0.026580633,0.023742744,0.004371278,0.005884267,3.60802064,0.054617514,0.019777023,0.069489437,0.07503304,0.687750647,0.78598297,1.5062893,0.388738657,0.27016085,0.075032021,0.001688699,5.575527692
Q8BUV3,Q8BUV3,Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase,Gphn,inhibitory synapse GABA (post -synaptic),3.450598758,0.240227739,3.444603572,0.389688681,0.977496803,1.001740457,3.181969484,0.500218953,3.942075474,1.16276137,0.23273753,0.807181269,2.588065323,0.571309726,2.127286869,0.352187241,0.170796768,1.216603816
P26039;A2AIM2;F6S1V7;F6SX70,P26039,Talin-1,Tln1,,0.287835674,0.041883395,0.297266414,0.023658252,0.675704717,0.968275124,0.327727247,0.054126825,0.425071303,0.043510287,0.014741285,0.770993582,0.32362404,0.050875403,0.392837449,0.063573503,0.095624045,0.823811582
E9PUM4;Q71LX4,E9PUM4;Q71LX4,Talin-2,Tln2,,1.15473151,0.102711716,1.442610815,0.10726384,0.00250784,0.800445621,1.417019263,0.075808116,1.913014584,0.084376569,1.08603E-05,0.740725803,0.756919127,0.106920565,0.87599319,0.114173626,0.127294201,0.864069647
