Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
tr|E9Q8F0|E9Q8F0_MOUSE,1.96,100.51,822,908.591,1,1.11,6,2,2,TMT6plex,47051,RNA-binding protein 39 OS=Mus musculus GN=Rbm39 PE=1 SV=1
P48771|CX7A2_MOUSE,10.83,100.41,1.27E+04,1.70E+04,1,1.34,37,3,3,TMT6plex; Oxidation (M); Deamidation (NQ),9291,Cytochrome c oxidase subunit 7A2  mitochondrial OS=Mus musculus GN=Cox7a2 PE=1 SV=2
tr|A0A1L1SQA8|A0A1L1SQA8_MOUSE,4.53,100.2,4.37E+03,3.93E+03,1,0.9,30,3,3,TMT6plex,10309,40S ribosomal protein S25 OS=Mus musculus GN=Rps25 PE=1 SV=1
P62852|RS25_MOUSE,4.53,100.2,4.37E+03,3.93E+03,1,0.9,22,3,3,TMT6plex,13742,40S ribosomal protein S25 OS=Mus musculus GN=Rps25 PE=1 SV=1
tr|D3YVB4|D3YVB4_MOUSE,5.45,100.02,1.96E+03,1.09E+03,1,0.56,13,1,1,TMT6plex,8107,40S ribosomal protein S15a (Fragment) OS=Mus musculus GN=Rps15a PE=1 SV=1
tr|D3Z712|D3Z712_MOUSE,5.45,100.02,1.96E+03,1.09E+03,1,0.56,12,1,1,TMT6plex,8820,40S ribosomal protein S15a (Fragment) OS=Mus musculus GN=Rps15a PE=1 SV=2
tr|F8WJ41|F8WJ41_MOUSE,5.45,100.02,1.96E+03,1.09E+03,1,0.56,8,1,1,TMT6plex,12311,40S ribosomal protein S15a (Fragment) OS=Mus musculus GN=Rps15a PE=1 SV=1
P62245|RS15A_MOUSE,5.45,100.02,1.96E+03,1.09E+03,1,0.56,7,1,1,TMT6plex,14840,40S ribosomal protein S15a OS=Mus musculus GN=Rps15a PE=1 SV=2
Q91XF0|PNPO_MOUSE,3.41,99.98,291,251.922,1,0.87,7,2,1,TMT6plex,30114,Pyridoxine-5'-phosphate oxidase OS=Mus musculus GN=Pnpo PE=1 SV=1
Q8BTZ7|GMPPB_MOUSE,3.47,99.93,771,685.323,1,0.89,5,2,2,TMT6plex,39917,Mannose-1-phosphate guanyltransferase beta OS=Mus musculus GN=Gmppb PE=1 SV=1
Q6PAR5|GAPD1_MOUSE,2.31,99.68,317,281.174,1,0.89,1,2,1,TMT6plex,162401,GTPase-activating protein and VPS9 domain-containing protein 1 OS=Mus musculus GN=Gapvd1 PE=1 SV=2
P23242|CXA1_MOUSE,1.34,99.47,291,351.019,1,1.21,4,1,1,TMT6plex,43004,Gap junction alpha-1 protein OS=Mus musculus GN=Gja1 PE=1 SV=2
Q8JZW4|CPNE5_MOUSE,6.31,99.21,190,236.401,1,1.24,2,2,1,TMT6plex,65592,Copine-5 OS=Mus musculus GN=Cpne5 PE=1 SV=1
Q0VBF8|STUM_MOUSE,2.55,99.21,396,289.531,1,0.73,12,1,1,TMT6plex,15005,Protein stum homolog OS=Mus musculus GN=Stum PE=1 SV=1
tr|A0A1B0GS08|A0A1B0GS08_MOUSE,2.55,99.21,396,289.531,1,0.73,12,1,1,TMT6plex,14776,Protein stum homolog OS=Mus musculus GN=Stum PE=1 SV=1
tr|J3QP43|J3QP43_MOUSE,2.55,99.21,396,289.531,1,0.73,12,1,1,TMT6plex,15021,Protein stum homolog OS=Mus musculus GN=Stum PE=1 SV=1
P62743|AP2S1_MOUSE,1.63,99.19,6.19E+03,5.36E+03,1,0.87,20,3,3,TMT6plex; Oxidation (M),17018,AP-2 complex subunit sigma OS=Mus musculus GN=Ap2s1 PE=1 SV=1
tr|A9C497|A9C497_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,21396,Major urinary protein 19 OS=Mus musculus GN=Mup19 PE=3 SV=1
tr|Q58EV3|Q58EV3_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,20600,Major urinary protein 1 OS=Mus musculus GN=Mup1 PE=2 SV=1
tr|A2CEL1|A2CEL1_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,20634,Major urinary protein 1 OS=Mus musculus GN=Mup1 PE=3 SV=1
B5X0G2|MUP17_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,20638,Major urinary protein 17 OS=Mus musculus GN=Mup17 PE=2 SV=2
tr|A2AKN9|A2AKN9_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,20648,Major urinary protein 2 OS=Mus musculus GN=Mup4 PE=1 SV=1
tr|A9R9W0|A9R9W0_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,20647,Major urinary protein 15 OS=Mus musculus GN=Mup15 PE=3 SV=1
P11588|MUP1_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,20648,Major urinary protein 1 OS=Mus musculus GN=Mup1 PE=1 SV=1
P02762|MUP6_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,20649,Major urinary protein 6 OS=Mus musculus GN=Mup6 PE=1 SV=2
P04938|MUP11_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,20763,Major urinary protein 11 OS=Mus musculus GN=Mup11 PE=1 SV=2
A2BIM8|MUP18_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,20763,Major urinary protein 18 OS=Mus musculus GN=Mup18 PE=3 SV=1
tr|L7MUC7|L7MUC7_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,19473,Major urinary protein 7 (Fragment) OS=Mus musculus GN=Mup7 PE=3 SV=1
tr|A9C496|A9C496_MOUSE,1.02,98.89,253,232.222,1,0.92,4,1,1,TMT6plex,26848,Major urinary protein 9 OS=Mus musculus GN=Mup9 PE=3 SV=1
tr|A2CEL0|A2CEL0_MOUSE,1.02,98.89,253,232.222,1,0.92,4,1,1,TMT6plex,26833,Major urinary protein 1 OS=Mus musculus GN=Mup1 PE=3 SV=1
tr|E9QA79|E9QA79_MOUSE,1.02,98.89,253,232.222,1,0.92,4,1,1,TMT6plex,26799,Major urinary protein 7 OS=Mus musculus GN=Mup7 PE=3 SV=1
tr|A2CEK6|A2CEK6_MOUSE,1.02,98.89,253,232.222,1,0.92,5,1,1,TMT6plex,20637,Major urinary protein 11 OS=Mus musculus GN=Mup13 PE=3 SV=1
tr|L7N222|L7N222_MOUSE,1.02,98.89,253,232.222,1,0.92,4,1,1,TMT6plex,26837,Major urinary protein 13 OS=Mus musculus GN=Mup13 PE=3 SV=1
Q8BGN8|SYNPR_MOUSE,4.16,98.66,2.09E+03,1.71E+03,1,0.82,12,3,3,Carbamidomethylation; TMT6plex; Oxidation (M),29228,Synaptoporin OS=Mus musculus GN=Synpr PE=1 SV=1
Q9D662|SC23B_MOUSE,1.56,98.38,304,343.856,1,1.13,1,3,1,TMT6plex; Deamidation (NQ),86437,Protein transport protein Sec23B OS=Mus musculus GN=Sec23b PE=1 SV=1
P05480|SRC_MOUSE,4.18,98.18,355,342.662,1,0.97,1,4,1,TMT6plex,60645,Neuronal proto-oncogene tyrosine-protein kinase Src OS=Mus musculus GN=Src PE=1 SV=4
tr|F8WI90|F8WI90_MOUSE,4.18,98.18,355,342.662,1,0.97,1,4,1,TMT6plex,59891,Tyrosine-protein kinase OS=Mus musculus GN=Src PE=1 SV=1
tr|B2RPU8|B2RPU8_MOUSE,0.58,97.98,279,293.113,1,1.05,1,1,1,Carbamidomethylation; TMT6plex; Deamidation (NQ),84267,MCG130675 OS=Mus musculus GN=Zbed5 PE=2 SV=1
Q9D6Z1|NOP56_MOUSE,7.38,97.8,355,345.05,1,0.97,1,3,1,TMT6plex,64464,Nucleolar protein 56 OS=Mus musculus GN=Nop56 PE=1 SV=2
P17047|LAMP2_MOUSE,0.37,97.69,421,428.626,1,1.02,2,3,1,TMT6plex,45681,Lysosome-associated membrane glycoprotein 2 OS=Mus musculus GN=Lamp2 PE=1 SV=2
O08997|ATOX1_MOUSE,2.55,97.24,9.96E+03,9.10E+03,1,0.91,32,3,3,TMT6plex,7338,Copper transport protein ATOX1 OS=Mus musculus GN=Atox1 PE=1 SV=1
tr|E0CXA9|E0CXA9_MOUSE,1.26,97.17,804,766.512,1,0.95,7,2,2,Carbamidomethylation; TMT6plex,23513,MOB-like protein phocein OS=Mus musculus GN=Mob4 PE=1 SV=1
tr|F6U6U5|F6U6U5_MOUSE,3.08,97.14,520,691.293,1,1.33,1,2,2,TMT6plex,134885,Serine/threonine-protein kinase SIK3 (Fragment) OS=Mus musculus GN=Sik3 PE=1 SV=1
P11438|LAMP1_MOUSE,1.18,96.87,291,304.456,1,1.05,3,3,1,TMT6plex,43865,Lysosome-associated membrane glycoprotein 1 OS=Mus musculus GN=Lamp1 PE=1 SV=2
Q8BHC1|RB39B_MOUSE,1.66,96.72,1.35E+03,1.26E+03,1,0.94,8,3,2,TMT6plex,24636,Ras-related protein Rab-39B OS=Mus musculus GN=Rab39b PE=1 SV=1
P02798|MT2_MOUSE,10.42,96.69,317,270.428,1,0.85,20,1,1,Carbamidomethylation; TMT6plex,6115,Metallothionein-2 OS=Mus musculus GN=Mt2 PE=1 SV=2
Q8BXR1|S7A14_MOUSE,4.67,96.64,1.48E+03,1.16E+03,1,0.78,1,3,1,TMT6plex,83984,Probable cationic amino acid transporter OS=Mus musculus GN=Slc7a14 PE=1 SV=1
P28665|MUG1_MOUSE,2.7,96.45,203,285.949,1,1.41,1,5,1,TMT6plex,165297,Murinoglobulin-1 OS=Mus musculus GN=Mug1 PE=1 SV=3
P38060|HMGCL_MOUSE,3,96.31,342,274.01,1,0.8,2,1,1,TMT6plex,34239,Hydroxymethylglutaryl-CoA lyase  mitochondrial OS=Mus musculus GN=Hmgcl PE=1 SV=2
P62281|RS11_MOUSE,6.56,96.22,2.46E+03,1.71E+03,1,0.7,27,5,4,Carbamidomethylation; TMT6plex,18431,40S ribosomal protein S11 OS=Mus musculus GN=Rps11 PE=1 SV=3
Q9CZR8|EFTS_MOUSE,3.84,96.19,621,678.16,1,1.09,3,2,1,TMT6plex,35334,Elongation factor Ts  mitochondrial OS=Mus musculus GN=Tsfm PE=1 SV=1
tr|D3YWH9|D3YWH9_MOUSE,4.43,96.06,5.04E+03,3.66E+03,1,0.73,29,7,5,TMT6plex,16287,40S ribosomal protein S9 OS=Mus musculus GN=Rps9 PE=1 SV=1
tr|Q9CXW7|Q9CXW7_MOUSE,4.43,96.06,5.04E+03,3.66E+03,1,0.73,28,7,5,TMT6plex,16605,40S ribosomal protein S9 OS=Mus musculus GN=Rps9 PE=1 SV=1
Q6ZWN5|RS9_MOUSE,4.43,96.06,5.04E+03,3.66E+03,1,0.73,20,7,5,TMT6plex,22591,40S ribosomal protein S9 OS=Mus musculus GN=Rps9 PE=1 SV=3
tr|F7CJS8|F7CJS8_MOUSE,4.43,96.06,5.04E+03,3.66E+03,1,0.73,29,7,5,TMT6plex,16206,40S ribosomal protein S9 (Fragment) OS=Mus musculus GN=Rps9 PE=1 SV=1
tr|D3Z6H9|D3Z6H9_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,144993,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3Z3X6|D3Z3X6_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,146142,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3Z6H7|D3Z6H7_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,150734,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3YU23|D3YU23_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,138081,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3Z6J2|D3Z6J2_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,139230,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3YWR3|D3YWR3_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,142004,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3Z4V0|D3Z4V0_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,142673,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3YWB1|D3YWB1_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,143823,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3YTW7|D3YTW7_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,170704,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
Q80TS3|AGRL3_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,171079,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=3
tr|K3W4M8|K3W4M8_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,171841,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3YVT9|D3YVT9_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,172508,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3Z4S7|D3Z4S7_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,174522,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3Z5M6|D3Z5M6_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,175671,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3Z634|D3Z634_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,163018,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3Z593|D3Z593_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,167610,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
tr|D3Z3G4|D3Z3G4_MOUSE,5.97,95.88,1.69E+03,1.27E+03,1,0.75,2,4,2,TMT6plex,168759,Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=1
P16045|LEG1_MOUSE,2.14,95.73,3.58E+03,2.96E+03,1,0.83,12,2,2,TMT6plex,14866,Galectin-1 OS=Mus musculus GN=Lgals1 PE=1 SV=3
tr|F6V6T4|F6V6T4_MOUSE,1.42,95.09,436,404.747,1,0.93,7,1,1,TMT6plex,20033,Transmembrane emp24 domain-containing protein 2 (Fragment) OS=Mus musculus GN=Tmed2 PE=1 SV=1
Q9R0Q3|TMED2_MOUSE,1.42,95.09,436,404.747,1,0.93,6,1,1,TMT6plex,22705,Transmembrane emp24 domain-containing protein 2 OS=Mus musculus GN=Tmed2 PE=1 SV=1
P41105|RL28_MOUSE,5.21,94.99,1.13E+03,764.124,1,0.67,13,2,2,TMT6plex,15733,60S ribosomal protein L28 OS=Mus musculus GN=Rpl28 PE=1 SV=2
P61967|AP1S1_MOUSE,2.76,94.9,215,214.313,1,1,10,2,1,TMT6plex,18733,AP-1 complex subunit sigma-1A OS=Mus musculus GN=Ap1s1 PE=1 SV=1
Q9CXT8|MPPB_MOUSE,2.98,94.86,342,342.662,1,1,2,2,1,TMT6plex,54615,Mitochondrial-processing peptidase subunit beta OS=Mus musculus GN=Pmpcb PE=1 SV=1
Q9QYJ3|DNJB1_MOUSE,0.74,94.79,544,607.12,1,1.12,2,2,1,TMT6plex,38167,DnaJ homolog subfamily B member 1 OS=Mus musculus GN=Dnajb1 PE=1 SV=3
P35436|NMDE1_MOUSE,1.59,94.72,342,324.753,1,0.95,1,9,1,TMT6plex,165421,Glutamate receptor ionotropic  NMDA 2A OS=Mus musculus GN=Grin2a PE=1 SV=2
tr|G3UZY2|G3UZY2_MOUSE,1.67,94.59,1.53E+03,1.44E+03,1,0.94,23,6,3,TMT6plex,14218,Thioredoxin  mitochondrial (Fragment) OS=Mus musculus GN=Txn2 PE=1 SV=1
P97493|THIOM_MOUSE,1.67,94.59,1.53E+03,1.44E+03,1,0.94,18,6,3,TMT6plex,18255,Thioredoxin  mitochondrial OS=Mus musculus GN=Txn2 PE=1 SV=1
Q8BGB7|ENOPH_MOUSE,1.54,94.39,329,377.286,1,1.15,3,1,1,TMT6plex,28600,Enolase-phosphatase E1 OS=Mus musculus GN=Enoph1 PE=1 SV=1
tr|G3XA48|G3XA48_MOUSE,0.82,94.34,1.43E+03,1.33E+03,1,0.93,6,2,2,Carbamidomethylation; TMT6plex,32477,Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus GN=Idi1 PE=1 SV=1
Q8VIM9|IRGQ_MOUSE,2.35,94.25,203,235.207,1,1.16,2,1,1,Carbamidomethylation; TMT6plex,59323,Immunity-related GTPase family Q protein OS=Mus musculus GN=Irgq PE=1 SV=1
P61957|SUMO2_MOUSE,2.73,93.97,1.48E+03,1.33E+03,1,0.9,23,2,2,TMT6plex,10871,Small ubiquitin-related modifier 2 OS=Mus musculus GN=Sumo2 PE=1 SV=1
tr|H7BWX9|H7BWX9_MOUSE,2.73,93.97,1.48E+03,1.33E+03,1,0.9,42,2,2,TMT6plex,6014,Small ubiquitin-related modifier 2 OS=Mus musculus GN=Sumo2 PE=1 SV=1
tr|D3Z794|D3Z794_MOUSE,2.73,93.97,1.48E+03,1.33E+03,1,0.9,31,2,2,TMT6plex,8111,Small ubiquitin-related modifier 2 OS=Mus musculus GN=Sumo2 PE=1 SV=1
Q8BW94|DYH3_MOUSE,10.67,93.69,668,709.202,1,1.06,0,17,1,TMT6plex,467780,Dynein heavy chain 3  axonemal OS=Mus musculus GN=Dnah3 PE=1 SV=2
Q99LD8|DDAH2_MOUSE,4.86,93.63,686,928.888,1,1.35,6,2,1,TMT6plex,29646,N(G) N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Mus musculus GN=Ddah2 PE=1 SV=1
Q61330|CNTN2_MOUSE,0.39,93.29,393,405.941,1,1.03,1,3,1,TMT6plex,113217,Contactin-2 OS=Mus musculus GN=Cntn2 PE=1 SV=2
Q921E2|RAB31_MOUSE,1.59,93.22,304,324.753,1,1.07,7,3,1,TMT6plex,21331,Ras-related protein Rab-31 OS=Mus musculus GN=Rab31 PE=1 SV=1
tr|Q3TXV4|Q3TXV4_MOUSE,1.59,93.22,304,324.753,1,1.07,7,3,1,TMT6plex,21463,Putative uncharacterized protein OS=Mus musculus GN=Rab31 PE=1 SV=1
Q8VHJ5|MARK1_MOUSE,3.28,93.19,504,754.572,1,1.5,1,3,1,TMT6plex,88335,Serine/threonine-protein kinase MARK1 OS=Mus musculus GN=Mark1 PE=1 SV=2
P56371|RAB4A_MOUSE,2.43,92.85,279,317.589,1,1.14,5,2,1,TMT6plex,24409,Ras-related protein Rab-4A OS=Mus musculus GN=Rab4a PE=1 SV=2
Q68ED2|GRM7_MOUSE,0.96,92.75,367,355.795,1,0.97,2,4,1,TMT6plex,102219,Metabotropic glutamate receptor 7 OS=Mus musculus GN=Grm7 PE=1 SV=1
tr|G5E8D5|G5E8D5_MOUSE,0.96,92.75,367,355.795,1,0.97,2,4,1,TMT6plex,103038,Metabotropic glutamate receptor 7 OS=Mus musculus GN=Grm7 PE=1 SV=1
Q8K0G5|TSSC1_MOUSE,5.31,92.54,1.63E+03,1.25E+03,1,0.77,10,3,3,TMT6plex,43127,Protein TSSC1 OS=Mus musculus GN=Eipr1 PE=1 SV=2
Q60749|KHDR1_MOUSE,3.24,92.46,1.60E+03,1.28E+03,1,0.8,8,6,3,TMT6plex,48371,KH domain-containing  RNA-binding  signal transduction-associated protein 1 OS=Mus musculus GN=Khdrbs1 PE=1 SV=2
Q6PE13|PRRT3_MOUSE,3.54,92.36,600,778.451,1,1.3,2,3,2,Carbamidomethylation; TMT6plex,101224,Proline-rich transmembrane protein 3 OS=Mus musculus GN=Prrt3 PE=1 SV=1
tr|A0A0N4SVB5|A0A0N4SVB5_MOUSE,3.54,92.36,600,778.451,1,1.3,2,3,2,Carbamidomethylation; TMT6plex,101296,Proline-rich transmembrane protein 3 OS=Mus musculus GN=Prrt3 PE=1 SV=1
Q8BX10|PGAM5_MOUSE,2.5,92.28,697,552.796,1,0.79,6,4,2,TMT6plex,31994,Serine/threonine-protein phosphatase PGAM5  mitochondrial OS=Mus musculus GN=Pgam5 PE=1 SV=1
Q8VCH0|THIKB_MOUSE,1.2,92.26,572,526.529,1,0.92,2,2,1,TMT6plex,43995,3-ketoacyl-CoA thiolase B  peroxisomal OS=Mus musculus GN=Acaa1b PE=1 SV=1
Q6ZQ18|EFR3B_MOUSE,0.58,92.25,329,327.14,1,0.99,1,2,1,TMT6plex,92406,Protein EFR3 homolog B OS=Mus musculus GN=Efr3b PE=1 SV=2
Q61290|CAC1E_MOUSE,4.86,92.21,355,284.159,1,0.8,1,3,1,TMT6plex,257233,Voltage-dependent R-type calcium channel subunit alpha-1E OS=Mus musculus GN=Cacna1e PE=1 SV=1
tr|A0A087WS83|A0A087WS83_MOUSE,4.86,92.21,355,284.159,1,0.8,1,3,1,TMT6plex,257199,Voltage-dependent R-type calcium channel subunit alpha OS=Mus musculus GN=Cacna1e PE=1 SV=1
P70697|DCUP_MOUSE,2.62,92.04,552,532.499,1,0.96,3,1,1,TMT6plex,40692,Uroporphyrinogen decarboxylase OS=Mus musculus GN=Urod PE=1 SV=2
Q8VCX5|MICU1_MOUSE,1.94,91.83,1.87E+03,1.82E+03,1,0.97,3,2,2,TMT6plex,54353,Calcium uptake protein 1  mitochondrial OS=Mus musculus GN=Micu1 PE=1 SV=1
tr|E9Q9E0|E9Q9E0_MOUSE,1.94,91.83,1.87E+03,1.82E+03,1,0.97,6,2,2,TMT6plex,26718,Calcium uptake protein 1  mitochondrial (Fragment) OS=Mus musculus GN=Micu1 PE=1 SV=1
O09114|PTGDS_MOUSE,2.67,91.81,2.30E+03,1.99E+03,1,0.86,13,3,2,Carbamidomethylation; TMT6plex,21066,Prostaglandin-H2 D-isomerase OS=Mus musculus GN=Ptgds PE=1 SV=1
P40240|CD9_MOUSE,2.88,91.68,2.00E+03,1.95E+03,1,0.97,14,2,2,Carbamidomethylation; TMT6plex; Oxidation (M),25258,CD9 antigen OS=Mus musculus GN=Cd9 PE=1 SV=2
Q925I1|ATAD3_MOUSE,0.48,91.4,1.86E+03,1.86E+03,1,1,7,6,4,TMT6plex,66742,ATPase family AAA domain-containing protein 3 OS=Mus musculus GN=Atad3 PE=1 SV=1
Q3TZZ7|ESYT2_MOUSE,1.2,91.37,624,562.347,1,0.9,1,1,1,TMT6plex,94139,Extended synaptotagmin-2 OS=Mus musculus GN=Esyt2 PE=1 SV=1
Q7TNC4|LC7L2_MOUSE,1.91,91.22,355,274.607,1,0.77,2,1,1,TMT6plex,46583,Putative RNA-binding protein Luc7-like 2 OS=Mus musculus GN=Luc7l2 PE=1 SV=1
tr|E9Q715|E9Q715_MOUSE,1.91,91.22,355,274.607,1,0.77,3,1,1,TMT6plex,32647,Putative RNA-binding protein Luc7-like 2 OS=Mus musculus GN=Luc7l2 PE=1 SV=1
tr|Q05CX5|Q05CX5_MOUSE,1.91,91.22,355,274.607,1,0.77,2,1,1,TMT6plex,40618,Luc7l2 protein OS=Mus musculus GN=Luc7l2 PE=1 SV=1
Q9R1V4|ADA11_MOUSE,1.46,91.19,266,262.071,1,0.99,2,2,1,TMT6plex,84134,Disintegrin and metalloproteinase domain-containing protein 11 OS=Mus musculus GN=Adam11 PE=1 SV=2
tr|Q7TQG7|Q7TQG7_MOUSE,1.46,91.19,266,262.071,1,0.99,2,2,1,TMT6plex,84822,A disintegrin and metallopeptidase domain 11  isoform CRA_a OS=Mus musculus GN=Adam11 PE=1 SV=1
P12849|KAP1_MOUSE,1.62,91.06,342,285.352,1,0.83,2,2,1,TMT6plex,43224,cAMP-dependent protein kinase type I-beta regulatory subunit OS=Mus musculus GN=Prkar1b PE=1 SV=2
tr|D3Z0V6|D3Z0V6_MOUSE,1.62,91.06,342,285.352,1,0.83,4,2,1,TMT6plex,28916,cAMP-dependent protein kinase type I-beta regulatory subunit OS=Mus musculus GN=Prkar1b PE=1 SV=1
tr|D3YWT1|D3YWT1_MOUSE,2.09,90.84,621,538.468,1,0.87,5,3,2,TMT6plex,35182,Heterogeneous nuclear ribonucleoprotein H3 OS=Mus musculus GN=Hnrnph3 PE=1 SV=1
tr|D3Z3N4|D3Z3N4_MOUSE,2.09,90.84,621,538.468,1,0.87,4,3,2,TMT6plex,36869,Heterogeneous nuclear ribonucleoprotein H3 OS=Mus musculus GN=Hnrnph3 PE=1 SV=1
tr|A0A087WRE5|A0A087WRE5_MOUSE,5.4,90.78,882,862.027,1,0.98,9,3,2,TMT6plex,21367,U8 snoRNA-decapping enzyme (Fragment) OS=Mus musculus GN=Nudt16 PE=1 SV=1
P11031|TCP4_MOUSE,2.13,90.73,1.67E+03,1.46E+03,1,0.88,16,4,2,TMT6plex,14427,Activated RNA polymerase II transcriptional coactivator p15 OS=Mus musculus GN=Sub1 PE=1 SV=3
Q9D1P4|CHRD1_MOUSE,3.03,90.54,747,753.378,1,1.01,10,3,2,Carbamidomethylation; TMT6plex,37351,Cysteine and histidine-rich domain-containing protein 1 OS=Mus musculus GN=Chordc1 PE=1 SV=1
Q3UHK6|TEN4_MOUSE,1.66,90.43,279,337.886,1,1.21,0,3,1,TMT6plex,308424,Teneurin-4 OS=Mus musculus GN=Tenm4 PE=1 SV=2
Q61102|ABCB7_MOUSE,8.92,90.27,860,1.20E+03,1,1.39,1,1,1,TMT6plex; Deamidation (NQ),82581,ATP-binding cassette sub-family B member 7  mitochondrial OS=Mus musculus GN=Abcb7 PE=1 SV=3
Q4U2R1|HERC2_MOUSE,0.87,90.19,317,279.383,1,0.88,0,13,1,TMT6plex; Deamidation (NQ),527462,E3 ubiquitin-protein ligase HERC2 OS=Mus musculus GN=Herc2 PE=1 SV=3
Q62348|TSN_MOUSE,2.02,89.92,684,578.466,1,0.85,15,4,2,TMT6plex,26201,Translin OS=Mus musculus GN=Tsn PE=1 SV=1
Q9DCC4|P5CR3_MOUSE,1.31,89.81,621,547.423,1,0.88,10,2,2,Carbamidomethylation; TMT6plex,28721,Pyrroline-5-carboxylate reductase 3 OS=Mus musculus GN=Pycr3 PE=1 SV=2
tr|E9QAH1|E9QAH1_MOUSE,3.39,89.71,279,262.071,1,0.94,0,11,1,TMT6plex,365297,Golgi autoantigen  golgin subfamily b  macrogolgin 1 OS=Mus musculus GN=Golgb1 PE=1 SV=1
tr|E9PVZ8|E9PVZ8_MOUSE,3.39,89.71,279,262.071,1,0.94,0,11,1,TMT6plex,370154,Golgi autoantigen  golgin subfamily b  macrogolgin 1 OS=Mus musculus GN=Golgb1 PE=1 SV=1
Q3UJP5|CH037_MOUSE,1.06,89.7,304,309.231,1,1.02,4,2,1,TMT6plex,23848,Protein C8orf37 homolog OS=Mus musculus PE=1 SV=1
