Supplemental Table 1 - List and annotation of quantified proteins,,,,,,,,,,,,,,,,,
Gene names,Majority protein IDs,Protein names,t-test Difference_14vs96 (=log2 foldchange LFQ[14w/96w]),-Log t-test p value_14vs96,Significance,LFQ intensity 141031_1_0138-141022FaBrS01TQ,LFQ intensity 141031_1_0138-141022FaBrS02TQ,LFQ intensity 141031_1_0138-141022FaBrS03TQ,LFQ intensity 141031_1_0138-141022FaBrS04TQ,LFQ intensity 141031_1_0138-141022FaBrS05TQ,LFQ intensity 141031_1_0138-141022FaBrS06TQ,LFQ intensity 141031_1_0138-141022FaBrS07TQ,LFQ intensity 141031_1_0138-141022FaBrS08TQ,LFQ intensity 141031_1_0138-141022FaBrS09TQ,LFQ intensity 141031_1_0138-141022FaBrS10TQ,LFQ intensity 141031_1_0138-141022FaBrS11TQ,LFQ intensity 141031_1_0138-141022FaBrS12TQ
Umod,Q91X17,"Uromodulin;Uromodulin, secreted form",-2.04645,2.617,sig,25.1655,25.2786,25.5475,25.4611,24.9869,24.6633,24.9055,25.0738,27.7162,26.5055,26.0644,27.5292
Dcxr,Q91X52;A2AC16,L-xylulose reductase,0.0969386,0.250328,nonsig,29.5456,29.043,28.8733,29.4246,29.2682,29.0087,29.0008,29.2484,28.9183,29.1698,29.3436,28.7067
Hpx,Q91X72,Hemopexin,-0.574839,0.421715,nonsig,24.105,23.9953,24.1664,24.665,23.3058,24.1762,24.3054,23.7376,25.8894,23.161,24.2608,24.5131
Qprt,Q91X91,Nicotinate-nucleotide pyrophosphorylase [carboxylating],-0.645214,0.407165,nonsig,27.25,26.7098,26.4181,26.7929,26.3397,23.9088,26.8048,26.2793,26.5593,27.1502,26.004,26.2
Vps36,Q91XD6,Vacuolar protein-sorting-associated protein 36,0.0689096,0.0674889,nonsig,23.0141,24.6924,24.1848,24.2543,24.5227,23.8004,24.494,23.4325,23.4079,24.2439,23.7976,24.5246
Glyat,Q91XE0,Glycine N-acyltransferase,0.248067,0.643922,nonsig,30.7169,30.7453,30.0181,30.053,30.821,30.8578,30.8309,30.6115,31.0284,30.4424,30.2021,30.4559
Acy3,Q91XE4,Aspartoacylase-2,0.283037,0.831461,nonsig,33.3868,32.7828,33.3158,33.2626,33.2615,33.9111,33.4671,33.6604,33.1911,33.5674,33.1146,33.2949
Tmem205,Q91XE8,Transmembrane protein 205,0.398836,0.819705,nonsig,25.0899,25.0668,24.9885,24.9424,26.5955,25.7485,25.8598,25.5845,25.4667,25.7207,25.319,25.6865
Spr,Q91XH5;G3UXX3;Q64105,Sepiapterin reductase,-0.28472,0.803819,nonsig,30.1787,30.0293,29.8886,30.0776,29.7013,30.2468,29.8408,29.4715,30.1736,29.9278,30.2335,30.0645
Pip4k2c,Q91XU3,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,-0.358574,0.251528,nonsig,25.7499,25.5763,26.3966,26.2346,26.1597,24.328,25.6289,26.8611,25.4472,26.4984,26.1914,26.275
Aldob,Q91Y97,Fructose-bisphosphate aldolase B,0.0563736,0.095887,nonsig,34.6603,34.577,34.3559,34.5237,34.182,34.6006,34.1866,33.8366,34.4004,34.3617,33.7715,34.0468
Atp6v1b1,Q91YH6,,0.16536,0.775965,nonsig,28.5636,28.5266,28.5566,28.5418,28.2132,28.2493,28.1472,27.9197,28.1342,28.0528,27.8489,27.832
Asl,Q91YI0;E0CXM2;E0CY49,Argininosuccinate lyase,-0.022788,0.0508697,nonsig,30.6674,30.778,30.658,30.8617,30.5999,30.8043,30.6294,30.2248,30.5807,30.8358,30.5829,30.3502
L2hgdh,Q91YP0,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",0.57138,0.448554,nonsig,26.3024,25.7621,25.9548,26.2451,26.5698,26.3175,26.4076,25.9537,26.3188,24.079,26.156,26.4093
Rpn1,Q91YQ5,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,0.403378,0.556157,nonsig,26.1137,26.7826,26.7082,26.5293,26.4739,26.509,26.712,27.6657,25.9571,26.3441,26.6057,26.8403
Twf1,Q91YR1,Twinfilin-1,0.0479341,0.125394,nonsig,26.5709,26.5243,26.9575,26.9108,27.2794,27.4028,27.1819,26.7763,27.2136,27.0213,27.0496,27.1641
Grhpr,Q91Z53,Glyoxylate reductase/hydroxypyruvate reductase,0.145177,0.231785,nonsig,30.6703,30.4165,30.691,30.5591,30.4385,31.201,30.3155,30.7827,30.6735,30.8722,30.4711,30.1402
Pcca,Q91ZA3,"Propionyl-CoA carboxylase alpha chain, mitochondrial",0.111196,0.295021,nonsig,30.2509,30.3091,29.9924,30.075,30.2987,30.5091,30.4381,30.1258,30.52,29.9841,30.0282,30.3946
Ugp2,Q91ZJ5,UTP--glucose-1-phosphate uridylyltransferase,0.409359,3.13814,nonsig,27.9585,28.1526,28.4,28.3353,28.5238,28.6493,28.5682,28.5525,28.1991,28.3099,28.1102,28.0372
Scpep1,Q920A5,Retinoid-inducible serine carboxypeptidase,-0.053103,0.167711,nonsig,27.9201,27.7386,27.2644,27.7436,27.52,27.5301,27.8953,27.4305,27.649,27.4709,27.7915,27.6769
Msi2,Q920Q6,RNA-binding protein Musashi homolog 2,-0.536222,0.53117,nonsig,24.184,24.8358,24.655,23.1985,24.6024,22.8408,24.3801,24.427,24.4125,24.2582,24.4707,25.2537
Atp6v0a4,Q920R6,V-type proton ATPase 116 kDa subunit a isoform 4,0.0718718,0.11435,nonsig,26.2191,25.8909,26.9309,25.7117,26.3383,25.424,25.7473,25.7233,25.754,25.7309,26.057,25.4035
Acaa1a,Q921H8;H3BKL5;H3BJZ9,"3-ketoacyl-CoA thiolase A, peroxisomal",0.0519218,0.0644306,nonsig,28.2085,28.5231,28.3693,28.7884,28.2997,29.4566,28.3672,28.7297,28.5724,28.5684,28.5201,28.9845
Selrc1,Q921H9,Sel1 repeat-containing protein 1,0.853434,1.11539,nonsig,22.7295,24.317,24.5476,24.6044,24.0929,24.9639,24.7592,24.4768,24.2907,22.8608,24.3025,23.4251
Sf3b3,Q921M3,Splicing factor 3B subunit 3,-0.567609,0.868792,nonsig,25.037,25.2091,25.1544,25.3928,25.1138,23.7765,24.9497,25.0315,25.054,25.3737,25.2296,25.4847
Tnfaip8,Q921Z5;J3QM73;D3YWJ5;D3Z325;D3Z312,Tumor necrosis factor alpha-induced protein 8,0.373291,0.236002,nonsig,26.2318,25.7101,26.7378,22.9231,26.9791,26.9056,26.7636,27.2592,24.8604,26.5568,27.237,27.7601
Dars,Q922B2,"Aspartate--tRNA ligase, cytoplasmic",-0.142604,0.333434,nonsig,26.7858,26.7154,26.9724,27.0747,27.2041,27.3285,27.1913,27.0764,27.6668,26.8559,27.5019,27.3461
Mthfd1,Q922D8,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase",0.189008,0.706568,nonsig,30.4395,30.468,30.5779,30.5286,30.275,30.4938,30.3543,29.9282,30.044,30.0844,30.202,29.9649
2-Mar,Q922Q1;F6UB20,"MOSC domain-containing protein 2, mitochondrial",0.160365,0.276321,nonsig,27.9759,27.2703,27.6147,27.0259,27.8351,28.103,27.3733,28.3718,27.6738,27.6751,28.0906,27.6022
Ubxn1,Q922Y1,UBX domain-containing protein 1,1.3893,0.910771,sig,28.0323,26.597,26.844,24.0142,26.5538,26.2962,26.4801,27.4993,25.6915,27.2142,24.1229,24.2436
Slc5a2,Q923I7,Sodium/glucose cotransporter 2,0.245582,0.35357,nonsig,26.6167,26.8763,27.1612,26.7882,27.2176,27.0814,27.6779,27.6574,26.7119,26.7608,27.7717,27.4078
Impa1,Q924B0;O55023;Q80ZJ2,Inositol monophosphatase 1,-0.669566,0.66214,nonsig,26.3024,25.5856,26.3648,25.7855,26.4825,24.5966,26.4249,26.092,26.0998,26.4213,27.0437,26.7093
Rtn4ip1,Q924D0,"Reticulon-4-interacting protein 1, mitochondrial",0.378625,0.234368,nonsig,25.4828,26.2799,25.8895,25.7176,26.8749,24.332,26.0154,26.4763,25.2043,24.7648,26.1412,26.0737
Mpi,Q924M7,Mannose-6-phosphate isomerase,-0.187055,0.747279,nonsig,25.5018,25.5823,25.9823,26.2186,25.7415,25.7856,25.571,26.0232,25.8479,25.8663,26.1965,25.9588
Sfxn2,Q925N2,Sideroflexin-2,0.393566,0.392602,nonsig,24.5982,25.8588,24.1287,24.9019,24.2399,24.4085,23.4246,24.9042,23.1998,24.3545,24.4215,23.4272
Taldo1,Q93092,Transaldolase,-0.0724411,0.0807177,nonsig,29.6248,29.6489,29.3768,29.8728,29.4072,29.5246,29.5433,28.9373,29.6709,30.0154,28.6476,29.3681
Stoml2,Q99JB2;A2AG41,"Stomatin-like protein 2, mitochondrial",-0.279149,0.417678,nonsig,26.0807,24.325,26.1999,26.3039,26.2694,25.174,26.3165,26.2601,26.0827,26.2398,26.2384,26.5757
Amn,Q99JB7,Protein amnionless,-0.13939,0.320785,nonsig,23.8569,23.7022,23.79,23.9393,24.031,24.5003,24.2729,24.4949,24.2446,24.2055,24.8231,24.5836
Mvd,Q99JF5,Diphosphomevalonate decarboxylase,-0.340606,0.327126,nonsig,25.798,25.5356,25.7278,24.0363,25.8728,24.1865,25.8571,25.9252,25.5537,25.9686,26.0564,25.6253
Psmd6,Q99JI4,26S proteasome non-ATPase regulatory subunit 6,-0.438546,0.372741,nonsig,26.3246,26.1066,25.9168,26.6162,26.0044,26.3041,26.3323,24.3134,26.3128,26.0533,25.7662,26.576
Rap1b,Q99JI6,Ras-related protein Rap-1b,-0.0818481,0.0975086,nonsig,24.7255,25.5897,26.0786,23.3038,25.2637,25.6417,24.2949,25.3912,25.2613,25.0257,25.4419,25.19
Sfxn1,Q99JR1,Sideroflexin-1,0.305099,0.900881,nonsig,28.5111,28.2898,28.4288,28.6383,28.9889,28.7459,28.8933,29.1516,28.771,28.7392,28.1985,28.8506
Acy1,Q99JW2,Aminoacylase-1,0.323196,0.765711,nonsig,28.6676,27.3347,27.9048,28.5552,28.3751,28.3673,28.4216,27.6065,27.9886,27.7734,27.7228,27.9929
Hadhb,Q99JY0,"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase",0.144144,0.9199,nonsig,30.0158,30.5676,30.0453,29.9164,30.0462,29.9948,29.8234,30.0734,29.7086,29.7865,29.9539,29.9123
Actr3,Q99JY9,Actin-related protein 3,-0.089252,0.39854,nonsig,28.765,28.7294,28.9786,28.9455,28.7242,29.0297,28.6483,28.9197,28.9598,29.0209,28.8152,28.8829
Eps8l2,Q99K30,Epidermal growth factor receptor kinase substrate 8-like protein 2,0.0471277,0.0389949,nonsig,24.6888,24.6757,23.0518,25.0345,24.9143,24.4531,24.9391,24.7542,25.708,24.3679,23.8281,24.9682
Nono,Q99K48,Non-POU domain-containing octamer-binding protein,-0.112882,0.239082,nonsig,27.3938,28.668,27.7762,28.1073,28.1315,27.9886,27.6925,28.4654,27.9499,28.2521,28.4336,28.0939
Aass,Q99K67,"Alpha-aminoadipic semialdehyde synthase, mitochondrial;Lysine ketoglutarate reductase;Saccharopine dehydrogenase",-0.337697,1.82207,nonsig,30.6109,30.4631,30.2923,30.1456,30.7864,30.4995,30.9291,30.8752,31.1189,31.1528,31.1464,31.023
Vwa5a,Q99KC8,von Willebrand factor A domain-containing protein 5A,0.113511,0.0778712,nonsig,24.8818,24.0256,22.7709,23.927,23.8894,24.843,24.8282,23.507,24.5622,23.4843,23.4816,25.0855
Aco2,Q99KI0,"Aconitate hydratase, mitochondrial",0.067975,0.540423,nonsig,33.8154,33.9286,33.639,33.5965,33.8416,33.8681,33.7917,33.8577,33.7784,33.6796,33.7024,33.9268
Dctn2,Q99KJ8,Dynactin subunit 2,-0.135122,0.149412,nonsig,25.8788,25.8747,25.9815,26.685,26.8454,25.5278,26.4312,26.3926,26.4529,25.9455,26.3871,26.9519
Dpp3,Q99KK7,Dipeptidyl peptidase 3,-0.880038,1.82764,nonsig,23.8797,23.9403,24.8649,23.7181,23.4612,23.7224,23.1552,24.1469,24.1405,24.8257,24.3645,24.6752
Cryl1,Q99KP3,Lambda-crystallin homolog,0.183614,0.904574,nonsig,31.5925,31.2995,31.621,31.493,31.2731,31.3655,31.3098,31.116,30.8888,31.2255,31.2371,30.9785
Nampt,Q99KQ4,Nicotinamide phosphoribosyltransferase,0.0342002,0.182532,nonsig,27.158,27.7507,27.4553,27.7524,27.8865,27.7245,27.6654,27.7009,27.5857,27.7157,27.6889,27.8503
Lactb2,Q99KR3,Beta-lactamase-like protein 2,0.113122,0.181657,nonsig,29.432,29.0644,29.1461,28.6072,29.5494,29.4272,28.95,28.9884,29.0972,29.4856,29.2811,28.5987
Dhrs1,Q99L04,Dehydrogenase/reductase SDR family member 1,0.134968,0.269661,nonsig,26.3288,26.2822,26.8777,26.4687,27.0225,27.1545,26.3151,27.0197,26.5374,26.694,26.8708,26.8696
Hibadh,Q99L13,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",0.107196,0.333376,nonsig,30.7851,30.8298,30.6608,30.3752,31.2663,31.4191,30.9791,31.1361,31.1028,31.1221,31.3171,30.8299
Eif2s2,Q99L45;E0CXJ3,Eukaryotic translation initiation factor 2 subunit 2,-0.239278,0.106482,nonsig,25.4323,23.5963,25.595,25.5939,26.1494,22.842,25.6871,26.0682,25.63,24.6578,25.6656,25.7504
Dhrs4,Q99LB2,Dehydrogenase/reductase SDR family member 4,0.404932,0.659989,nonsig,29.589,29.2812,29.2203,28.9655,29.1055,29.931,29.5933,29.1141,29.4683,29.0213,28.4444,29.1902
Sardh,Q99LB7,"Sarcosine dehydrogenase, mitochondrial",0.0798721,0.201562,nonsig,31.4805,31.4137,31.2431,31.284,31.5401,31.9501,31.3926,31.6151,31.7402,31.7021,31.3312,31.4049
Ndufa10,Q99LC3,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",0.320872,0.933957,nonsig,29.9173,30.0779,29.7231,29.5478,30.189,30.1442,29.6036,29.7763,29.6162,29.36,29.5948,29.8584
Etfa,Q99LC5,"Electron transfer flavoprotein subunit alpha, mitochondrial",0.0660229,0.393932,nonsig,33.1118,33.0291,32.6529,32.8281,33.1395,33.1831,32.9955,32.9798,33.0099,33.1259,33.0288,32.8692
Ddah2,Q99LD8;O08972,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",-0.276464,0.331528,nonsig,24.4249,23.9169,23.8906,25.4174,24.621,23.6954,24.3253,24.2972,24.2378,24.2389,24.1655,25.4025
D10Wsu52e,Q99LF4,tRNA-splicing ligase RtcB homolog,0.0846987,0.20849,nonsig,26.6903,27.1405,27.0569,27.521,27.421,27.807,27.3148,27.8393,27.6997,27.6338,27.3463,27.3636
Grpel1,Q99LP6,"GrpE protein homolog 1, mitochondrial",-0.0706425,0.0988946,nonsig,28.1636,28.0685,28.5159,27.9813,27.4229,28.2131,27.9459,28.4513,28.0603,27.6882,28.3065,28.2609
Dpy30,Q99LT0,Protein dpy-30 homolog,-1.28052,0.692399,nonsig,26.0244,25.7639,26.358,25.92,26.2384,22.8648,24.2368,26.4562,26.013,26.7013,26.6283,25.5756
Park7,Q99LX0;A2A813;A2A815,Protein DJ-1,-0.221637,1.1312,nonsig,31.6269,31.2648,30.9273,31.1948,31.1579,30.7257,30.7996,30.9375,31.1052,31.226,31.1362,31.0399
Dnaja3,Q99M87,"DnaJ homolog subfamily A member 3, mitochondrial",-0.230223,0.314888,nonsig,24.9878,25.1513,25.5638,25.7958,25.2563,24.3065,25.5176,25.5952,25.3551,25.1812,25.4713,25.5888
Kars,Q99MN1;Q8R2P8,Lysine--tRNA ligase,-0.228091,0.141827,nonsig,25.6747,25.4196,25.3553,26.2809,25.5841,25.7083,24.072,25.5947,25.9754,26.0376,24.0697,25.7888
Pccb,Q99MN9;E9Q1J7,"Propionyl-CoA carboxylase beta chain, mitochondrial",0.0273738,0.161202,nonsig,30.7272,30.7286,30.4019,30.6139,30.9052,30.981,30.9717,31.0611,30.8513,30.9422,31.1141,30.9019
Srrt,Q99MR6,Serrate RNA effector molecule homolog,-0.0941062,0.137749,nonsig,24.7227,24.1618,23.8838,24.5129,24.3554,24.1651,23.9502,24.6948,24.3252,24.8447,23.8636,24.5085
Mccc1,Q99MR8,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",0.0668693,0.164032,nonsig,29.8316,29.6058,29.6704,30.0415,30.3495,30.0359,30.0986,30.3568,30.2042,29.9056,29.9701,30.4935
Hsd17b10,Q99N15;A2AFQ2;O08756,3-hydroxyacyl-CoA dehydrogenase type-2,0.065845,0.200392,nonsig,31.0887,30.7562,30.9595,31.1104,31.1531,30.9368,31.182,31.1328,30.9792,30.7275,31.2422,31.1923
Acss1,Q99NB1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",0.183056,0.437138,nonsig,29.901,29.9454,30.1736,30.0189,29.9045,29.7659,29.5751,30.2657,29.5549,29.5126,30.0287,29.683
Arhgdia,Q99PT1,Rho GDP-dissociation inhibitor 1,-0.376647,0.643716,nonsig,29.7549,29.1656,29.6202,29.8979,29.2135,29.4616,29.5629,30.0917,29.9691,30.1593,29.3703,30.3376
Ndufa5,Q9CPP6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,-0.128167,0.205422,nonsig,28.2983,28.2414,27.5663,27.6771,27.4567,27.6797,27.5128,28.0345,28.3481,27.3392,27.8416,27.6674
Cox6c,Q9CPQ1,Cytochrome c oxidase subunit 6C,0.342148,1.30092,nonsig,28.6673,28.1246,27.5505,28.1001,27.8827,27.9719,27.6775,27.8459,27.8001,27.6157,27.2575,27.3361
Atp5l,Q9CPQ8,"ATP synthase subunit g, mitochondrial",-1.4785,0.719246,sig,25.9992,26.3262,26.9075,25.0635,26.0291,23.8535,22.8554,26.946,25.9838,26.1097,27.3966,26.108
Mgst3,Q9CPU4,Microsomal glutathione S-transferase 3,0.335004,0.138397,nonsig,26.7374,25.5273,26.8042,24.4719,23.8546,24.2755,24.3472,27.0039,23.5233,25.3391,25.6799,23.5989
Glod4,Q9CPV4;E9Q197;F6ZTG3,Glyoxalase domain-containing protein 4,0.0795121,0.416085,nonsig,28.0718,27.9746,27.7169,27.5631,27.7046,27.7739,27.6314,27.7147,27.5672,27.5978,27.4872,27.8544
Atg3,Q9CPX6,Ubiquitin-like-conjugating enzyme ATG3,-0.298667,0.475452,nonsig,24.8478,23.7582,23.9063,24.8144,25.0744,24.1941,24.9336,25.1904,24.6726,25.5185,25.2223,25.1738
Lap3,Q9CPY7,Cytosol aminopeptidase,0.0583701,0.0801174,nonsig,30.2065,29.6952,30.2932,29.7498,30.3636,30.7539,30.3871,29.9818,30.4089,30.8102,30.2384,29.7954
Rnaset2,Q9CQ01,Ribonuclease T2,0.303893,0.973042,nonsig,26.294,25.5482,25.8403,26.1761,25.2549,25.4506,24.9215,24.7759,24.8874,24.8187,24.8066,24.6747
Ndufc2,Q9CQ54,NADH dehydrogenase [ubiquinone] 1 subunit C2,0.0491357,0.0624912,nonsig,26.0932,25.7562,25.6625,25.8667,26.1276,24.9057,25.9604,25.8489,25.5363,25.7632,25.6268,25.7198
Pgls,Q9CQ60;D3Z4X1;Q8CBG6,6-phosphogluconolactonase,-0.0133996,0.0159513,nonsig,27.7409,27.1063,27.7354,27.8815,27.6085,28.2814,27.6579,28.4548,27.6978,28.1121,28.4974,27.7489
Decr1,Q9CQ62,"2,4-dienoyl-CoA reductase, mitochondrial",-0.0569029,0.0847661,nonsig,30.6676,30.7804,30.2898,30.3137,30.2185,29.9559,30.3134,30.9081,30.3231,30.1257,30.3972,30.7775
Mtap,Q9CQ65,S-methyl-5-thioadenosine phosphorylase,-0.782464,0.686014,nonsig,26.2547,26.8927,25.9242,26.7108,26.4426,24.5002,26.3425,26.906,26.6039,26.5457,26.9898,27.1819
Uqcrq,Q9CQ69,Cytochrome b-c1 complex subunit 8,0.355851,0.787695,nonsig,28.7706,28.0111,28.1541,27.7825,28.3238,28.3536,27.6058,28.484,27.9313,28.0226,27.5443,27.8457
Ndufa2,Q9CQ75,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,2.00965,0.941703,sig,28.4369,28.0582,27.6862,28.3341,28.1275,27.9699,27.4226,28.2588,23.7334,27.9311,27.6124,24.4633
Fis1,Q9CQ92;G3X9U9,Mitochondrial fission 1 protein,0.165874,0.382913,nonsig,28.1904,27.8064,28.3283,28.9195,28.7022,28.9112,28.9356,29.1309,28.3517,28.8192,28.6844,29.1612
Sdhb,Q9CQA3,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",-0.101204,0.300891,nonsig,31.5136,31.876,31.5118,31.3448,31.1744,31.3774,31.095,30.9302,31.4676,31.3867,31.0691,31.0584
Uqcrb,Q9D855;Q9CQB4,Cytochrome b-c1 complex subunit 7,0.110189,0.155221,nonsig,28.8689,28.9528,28.5027,29.0079,29.1828,28.8684,28.4776,29.626,29.2675,28.6857,28.8851,28.8758
Sar1b,Q9CQC9,GTP-binding protein SAR1b,1.10038,0.838399,nonsig,23.1229,26.0577,27.2963,24.4648,25.5091,26.007,25.7852,24.4552,25.7667,24.6805,23.3025,23.6053
Gm10704,Q9CQE8;J3QNB0,UPF0568 protein C14orf166 homolog,0.296948,0.64779,nonsig,26.337,26.374,27.4186,27.1026,27.3522,26.8908,27.0482,26.8381,26.811,26.2499,26.7248,27.1558
Btf3l4,Q9CQH7,Transcription factor BTF3 homolog 4,-0.805583,0.563934,nonsig,23.7668,23.0553,25.0681,23.6244,22.8436,24.8114,23.4781,24.8489,25.318,24.3944,23.766,25.7258
Gmfb;Gmfg,Q9CQI3;D3Z2F6;D3YY16;Q9ERL7,Glia maturation factor beta;Glia maturation factor gamma,-0.67633,0.501101,nonsig,23.551,26.2041,26.4668,26.511,24.2447,26.7148,25.9417,26.856,26.2622,26.7484,26.945,26.5069
Cotl1,Q9CQI6,Coactosin-like protein,-0.307267,1.0294,nonsig,28.5483,28.8753,29.2204,28.7294,28.5872,28.0984,28.4051,28.1767,28.7111,28.3895,28.8765,28.5193
Ndufb9,Q9CQJ8,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,-0.384054,0.256838,nonsig,26.6017,26.5757,26.9251,26.2214,26.6744,25.0078,26.2178,27.5242,26.685,25.8905,27.3669,27.0181
Txndc17,Q9CQM5,Thioredoxin domain-containing protein 17,-0.402208,0.352734,nonsig,24.3298,25.9663,27.1655,26.6591,26.3891,27.5055,26.1484,27.7931,26.7925,27.5485,28.0438,27.0601
Trap1,Q9CQN1,"Heat shock protein 75 kDa, mitochondrial",0.319609,1.12587,nonsig,29.4833,29.2926,29.2437,29.5907,29.5976,29.8984,29.7489,29.7758,29.5913,29.4167,29.0631,29.6711
Atp5f1,Q9CQQ7,"ATP synthase subunit b, mitochondrial",0.204998,0.594646,nonsig,29.4514,29.0247,28.7247,29.3745,29.3185,29.2216,29.1659,29.476,29.263,29.1555,28.6556,29.2879
Rps21,Q9CQR2,40S ribosomal protein S21,0.00483608,0.0172324,nonsig,27.7851,27.3131,27.355,28.1426,28.0834,28.2426,28.0446,28.4333,28.2785,28.2293,28.1349,28.1419
Acot13,Q9CQR4,Acyl-coenzyme A thioesterase 13,0.24488,0.934975,nonsig,30.1067,29.7326,29.7288,29.8338,29.4345,29.6135,29.8087,29.5885,29.4834,29.4654,29.4778,29.0393
Sec61b;Gm10320,Q9CQS8;E9PW43,Protein transport protein Sec61 subunit beta,0.30647,0.926578,nonsig,24.6404,25.4069,25.7019,24.8569,25.1348,25.6523,25.1573,24.885,24.7962,24.9485,24.842,25.0168
Ywhab,Q9CQV8;A2A5N1,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",-0.227328,1.13581,nonsig,30.6854,30.5917,30.7656,31.041,30.6383,30.7672,30.5503,30.5077,30.7767,30.8559,30.6623,31.0779
Mrps36,Q9CQX8;Q9D6T9,"28S ribosomal protein S36, mitochondrial",0.167521,0.471527,nonsig,28.0818,27.8526,26.966,27.2378,27.8077,28.1329,28.1149,27.7338,27.9122,27.9974,27.4366,27.773
Ndufa6,Q9CQZ5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,0.164215,0.27557,nonsig,29.1886,29.0447,28.6459,28.3234,28.2086,28.3785,27.9812,27.8156,28.2041,28.3124,27.3674,27.8431
Ndufb3,Q9CQZ6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,0.66057,1.88125,nonsig,25.9465,26.2854,26.5002,25.5506,26.9117,26.6942,26.2969,26.3389,25.9041,25.599,26.1862,25.9101
Atp6v1g1,Q9CR51,V-type proton ATPase subunit G 1,-0.151093,0.454563,nonsig,30.051,29.9235,29.6158,30.017,29.4122,29.8297,29.6818,29.8519,30.1025,29.5661,29.8346,29.8769
Slc25a11,Q9CR62;Q5SX46,Mitochondrial 2-oxoglutarate/malate carrier protein,0.524739,0.547992,nonsig,28.2367,27.9976,26.791,27.2911,28.1092,27.8346,27.8804,26.7005,27.2037,27.1766,26.2638,27.7816
Uqcrfs1,Q9CR68,"Cytochrome b-c1 complex subunit Rieske, mitochondrial;Cytochrome b-c1 complex subunit 11",0.463425,0.703141,nonsig,29.8966,29.3373,29.2275,29.555,29.8572,29.7453,29.5528,30.3576,29.793,28.6845,29.3272,29.8543
Fam136a,Q9CR98,Protein FAM136A,-0.0307646,0.0668864,nonsig,26.0727,26.0311,26.3368,26.8629,25.981,26.4553,26.0995,26.4677,26.3591,26.425,25.963,26.3796
Chchd3,Q9CRB9;Q9D9P1;D3Z0L4;S4R238;F6QFL0,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial",0.184756,0.639607,nonsig,27.8195,27.5298,27.6235,28.1654,27.6112,27.7704,27.7783,28.0503,27.5844,27.4985,27.4682,27.9201
Emc2,Q9CRD2,ER membrane protein complex subunit 2,0.035974,0.12837,nonsig,23.9232,24.1889,24.1688,24.9965,24.3242,24.0867,24.3675,24.3284,24.0935,24.3954,24.0992,24.3748
Prps2,Q9CS42,Ribose-phosphate pyrophosphokinase 2,-1.16949,1.11563,sig,26.5427,26.683,25.9529,26.1057,26.2531,23.9475,26.1391,25.8651,26.7539,26.6195,26.5591,26.9503
Atic,Q9CWJ9,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,-0.134156,0.494711,nonsig,26.4866,26.0766,26.4913,26.6141,26.4078,26.3274,26.554,26.7383,26.7566,26.68,26.3916,26.7358
Snx2,Q9CWK8,Sorting nexin-2,-0.380707,1.533,nonsig,27.4232,27.4187,27.926,28.1138,27.8781,27.5508,27.9811,27.5362,27.9958,27.9984,28.2029,28.2719
Ddah1,Q9CWS0;D3YU15,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",-0.173408,0.40776,nonsig,29.4707,29.092,29.3013,29.0832,29.1608,29.6786,29.233,28.8831,29.1607,29.4138,29.5681,29.5064
Hnrnpa0,Q9CX86,Heterogeneous nuclear ribonucleoprotein A0,-0.550968,0.302899,nonsig,25.5386,25.7016,26.2047,23.4087,25.6585,23.5995,24.6502,26.0754,23.9758,26.0647,26.2083,25.9387
Cenpv,Q9CXS4,Centromere protein V,-0.210429,0.409452,nonsig,24.1327,24.5548,24.5019,24.4395,24.904,24.4449,25.2051,24.9935,25.3534,24.9792,24.6962,25.3604
Ilf2,Q9CXY6,Interleukin enhancer-binding factor 2,0.326568,1.93216,nonsig,23.9429,24.8009,23.8009,24.0553,24.3272,24.4059,24.1219,24.5207,24.1155,23.9701,23.9586,24.0251
