,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
tr|A0A0G2JGD2|A0A0G2JGD2_MOUSE,S100a4,Protein S100-A4 (Fragment) OS=Mus musculus OX=10090 GN=S100a4 PE=1 SV=1,1,8.1,16.4,10.1,6.7,6.5,8.7,7.8,9.6,14.5,11.5,0.69826,0.88366
sp|Q9CZN8|GATA_MOUSE,Qrsl1,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial OS=Mus musculus OX=10090 GN=Qrsl1 PE=1 SV=1",6,10.2,9.1,10.4,10.2,10.2,10.6,10.4,9.7,9.9,9.3,0.84162,0.90153
sp|Q9CQM9|GLRX3_MOUSE,Glrx3,Glutaredoxin-3 OS=Mus musculus OX=10090 GN=Glrx3 PE=1 SV=1,11,10.5,10.2,10.5,10.4,9.5,9.3,9.7,10.1,10.5,9.5,0.18850,0.74383
sp|P06797|CATL1_MOUSE,Ctsl,Cathepsin L1 OS=Mus musculus OX=10090 GN=Ctsl PE=1 SV=2,1,11.3,11.6,11.8,9.2,9.5,8.0,8.4,7.6,13.2,9.2,0.26790,0.78708
sp|Q9JM14|NT5C_MOUSE,Nt5c,"5'(3')-deoxyribonucleotidase, cytosolic type OS=Mus musculus OX=10090 GN=Nt5c PE=1 SV=1",1,9.6,10.5,11.2,9.0,11.5,9.2,10.0,8.7,10.0,10.3,0.22768,0.76834
sp|P19221|THRB_MOUSE,F2,Prothrombin OS=Mus musculus OX=10090 GN=F2 PE=1 SV=1,17,9.2,9.7,9.6,9.0,9.7,10.0,14.5,8.6,8.8,10.7,0.36469,0.81700
sp|Q62048|PEA15_MOUSE,Pea15,Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15 PE=1 SV=1,2,12.9,11.7,8.7,8.2,7.7,8.4,11.3,9.5,10.7,10.9,0.77680,0.89418
tr|Q6PFB2|Q6PFB2_MOUSE,Rcc1,Rcc1 protein OS=Mus musculus OX=10090 GN=Rcc1 PE=1 SV=1,1,8.1,9.9,10.3,10.5,11.4,10.3,10.2,10.5,8.8,10.0,0.90602,0.90788
sp|O55100|SNG1_MOUSE,Syngr1,Synaptogyrin-1 OS=Mus musculus OX=10090 GN=Syngr1 PE=1 SV=2,1,11.3,8.8,11.2,11.4,11.5,7.7,11.2,10.5,8.2,8.4,0.10084,0.68535
sp|P01831|THY1_MOUSE,Thy1,Thy-1 membrane glycoprotein OS=Mus musculus OX=10090 GN=Thy1 PE=1 SV=1,1,12.3,11.2,7.2,12.5,7.7,7.2,10.3,12.1,13.4,5.9,0.82330,0.89955
sp|Q64444|CAH4_MOUSE,Ca4,Carbonic anhydrase 4 OS=Mus musculus OX=10090 GN=Ca4 PE=1 SV=1,2,10.7,10.6,9.0,11.0,11.6,11.0,8.0,10.9,7.8,9.3,0.19309,0.74713
sp|P63276|RS17_MOUSE,Rps17,40S ribosomal protein S17 OS=Mus musculus OX=10090 GN=Rps17 PE=1 SV=2,11,9.2,11.1,10.5,10.1,10.0,10.1,9.2,10.0,9.8,10.2,0.39364,0.82338
sp|Q9D8V0|HM13_MOUSE,Hm13,Minor histocompatibility antigen H13 OS=Mus musculus OX=10090 GN=Hm13 PE=1 SV=1,2,9.3,10.6,10.3,10.0,10.1,9.9,9.7,8.8,10.0,11.4,0.84644,0.90203
tr|Z4YJR1|Z4YJR1_MOUSE,Lmf1,Lipase maturation factor OS=Mus musculus OX=10090 GN=Lmf1 PE=1 SV=1,2,15.0,8.5,8.7,10.5,10.4,9.7,11.6,7.4,10.4,7.7,0.40292,0.82524
sp|Q8QZY9|SF3B4_MOUSE,Sf3b4,Splicing factor 3B subunit 4 OS=Mus musculus OX=10090 GN=Sf3b4 PE=1 SV=1,3,9.6,10.3,9.8,9.3,10.5,9.3,9.7,9.9,10.5,11.1,0.57281,0.86170
sp|Q8BGB8|COQ4_MOUSE,Coq4,"Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Coq4 PE=1 SV=1",4,10.3,9.3,10.8,9.9,9.9,10.3,10.1,9.2,9.8,10.1,0.70603,0.88479
tr|B2RXC8|B2RXC8_MOUSE,Ppp2r3a,3222402P14Rik protein OS=Mus musculus OX=10090 GN=Ppp2r3a PE=1 SV=1,5,10.0,9.8,9.8,10.6,11.2,10.7,9.3,10.2,7.9,10.6,0.37360,0.81906
sp|Q9Z176|P2R3D_MOUSE,Ppp2r3d,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit delta OS=Mus musculus OX=10090 GN=Ppp2r3d PE=2 SV=1,2,10.6,8.5,10.0,10.5,10.9,10.9,9.7,9.7,6.8,12.3,0.84625,0.90201
sp|P08207|S10AA_MOUSE,S100a10,Protein S100-A10 OS=Mus musculus OX=10090 GN=S100a10 PE=1 SV=2,1,10.2,11.4,12.0,6.6,9.1,9.2,11.3,9.4,12.1,8.7,0.80740,0.89778
sp|Q9CQ40|RM49_MOUSE,Mrpl49,"39S ribosomal protein L49, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl49 PE=1 SV=1",4,12.3,8.8,9.9,9.7,10.8,9.8,9.9,9.9,10.1,8.8,0.42085,0.82864
sp|Q8BHL8|PSMF1_MOUSE,Psmf1,Proteasome inhibitor PI31 subunit OS=Mus musculus OX=10090 GN=Psmf1 PE=1 SV=1,1,10.6,9.9,9.1,10.9,10.3,9.7,9.5,10.5,10.2,9.3,0.44457,0.83275
tr|Q923F1|Q923F1_MOUSE,Clns1a,"Chloride channel, nucleotide-sensitive, 1A OS=Mus musculus OX=10090 GN=Clns1a PE=1 SV=1",1,10.3,9.3,10.8,10.3,10.5,8.0,9.9,9.3,11.6,10.0,0.47336,0.83737
tr|Q3UGB5|Q3UGB5_MOUSE,Dazap1,"DAZ associated protein 1, isoform CRA_b OS=Mus musculus OX=10090 GN=Dazap1 PE=1 SV=1",1,10.8,10.0,10.5,9.5,10.1,11.1,9.5,9.7,9.5,9.4,0.37523,0.81942
sp|P05367|SAA2_MOUSE,Saa2,Serum amyloid A-2 protein OS=Mus musculus OX=10090 GN=Saa2 PE=1 SV=1,1,11.2,29.4,9.4,5.0,4.9,4.9,6.0,4.3,9.5,15.4,0.45681,0.83472
sp|P05366|SAA1_MOUSE,Saa1,Serum amyloid A-1 protein OS=Mus musculus OX=10090 GN=Saa1 PE=1 SV=2,1,13.0,37.6,9.2,0.5,1.6,2.0,3.9,2.0,8.9,21.4,0.55457,0.85780
tr|G5E881|G5E881_MOUSE,Tamm41,"Phosphatidate cytidylyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Tamm41 PE=1 SV=1",1,9.7,9.3,9.4,11.1,9.7,11.5,9.9,10.3,8.4,10.6,0.61691,0.87031
sp|Q99J09|MEP50_MOUSE,Wdr77,Methylosome protein 50 OS=Mus musculus OX=10090 GN=Wdr77 PE=1 SV=1,1,12.0,7.6,12.7,10.1,11.3,8.4,9.1,9.0,9.1,10.8,0.19415,0.74786
tr|Q3UHC1|Q3UHC1_MOUSE,Rapgef1,Rap guanine nucleotide exchange factor (GEF) 1 OS=Mus musculus OX=10090 GN=Rapgef1 PE=1 SV=1,2,11.0,8.3,11.9,11.3,8.2,10.2,10.4,8.6,10.3,9.9,0.77199,0.89359
sp|Q3UHD3|MTUS2_MOUSE,Mtus2,Microtubule-associated tumor suppressor candidate 2 homolog OS=Mus musculus OX=10090 GN=Mtus2 PE=1 SV=1,4,8.2,10.4,10.1,11.4,11.1,9.8,8.7,9.8,9.6,10.7,0.46595,0.83613
tr|A0A140LHG8|A0A140LHG8_MOUSE,Spcs2,Signal peptidase complex subunit 2 OS=Mus musculus OX=10090 GN=Spcs2 PE=1 SV=1,3,9.9,10.6,10.8,9.7,10.7,9.2,9.8,10.0,9.9,9.4,0.03678,0.54853
sp|E9Q5G3|KIF23_MOUSE,Kif23,Kinesin-like protein KIF23 OS=Mus musculus OX=10090 GN=Kif23 PE=1 SV=1,1,7.2,7.3,9.4,9.0,12.0,8.8,17.4,9.1,10.2,9.6,0.30302,0.79987
sp|Q9D1H6|NDUF4_MOUSE,Ndufaf4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Mus musculus OX=10090 GN=Ndufaf4 PE=1 SV=1,10,9.4,11.0,10.0,10.4,9.1,10.8,9.0,11.1,9.1,10.1,0.92244,0.90937
sp|P97821|CATC_MOUSE,Ctsc,Dipeptidyl peptidase 1 OS=Mus musculus OX=10090 GN=Ctsc PE=1 SV=1,1,10.4,11.6,11.4,9.1,9.4,9.0,9.5,9.0,10.2,10.5,0.26619,0.78638
sp|Q91W39|NCOA5_MOUSE,Ncoa5,Nuclear receptor coactivator 5 OS=Mus musculus OX=10090 GN=Ncoa5 PE=1 SV=1,1,10.2,9.1,10.3,12.3,10.5,10.2,10.8,8.4,8.1,10.2,0.25629,0.78219
sp|O55028|BCKD_MOUSE,Bckdk,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Mus musculus OX=10090 GN=Bckdk PE=1 SV=1",5,11.3,6.7,9.1,10.8,10.0,10.0,11.9,11.1,8.9,10.2,0.40647,0.82594
tr|Q9JLI2|Q9JLI2_MOUSE,Col5a3,Collagen type V alpha 3 chain OS=Mus musculus OX=10090 GN=Col5a3 PE=1 SV=1,1,7.7,10.3,10.4,11.8,12.1,9.4,9.5,9.5,9.2,10.2,0.32530,0.80672
sp|Q9CY64|BIEA_MOUSE,Blvra,Biliverdin reductase A OS=Mus musculus OX=10090 GN=Blvra PE=1 SV=1,9,9.9,10.4,11.1,9.9,10.1,9.6,9.4,9.4,9.7,10.4,0.08065,0.65954
sp|Q62159|RHOC_MOUSE,Rhoc,Rho-related GTP-binding protein RhoC OS=Mus musculus OX=10090 GN=Rhoc PE=1 SV=2,3,10.3,10.1,11.6,9.9,10.2,10.6,9.9,9.3,9.4,8.8,0.09029,0.67259
sp|Q9QUI0|RHOA_MOUSE,Rhoa,Transforming protein RhoA OS=Mus musculus OX=10090 GN=Rhoa PE=1 SV=1,3,11.1,10.0,9.5,10.6,9.6,8.8,10.4,10.5,11.9,7.4,0.69690,0.88346
sp|P62746|RHOB_MOUSE,Rhob,Rho-related GTP-binding protein RhoB OS=Mus musculus OX=10090 GN=Rhob PE=1 SV=1,7,10.1,9.2,9.8,10.4,9.9,11.0,10.3,10.0,10.0,9.2,0.50061,0.84485
sp|P10605|CATB_MOUSE,Ctsb,Cathepsin B OS=Mus musculus OX=10090 GN=Ctsb PE=1 SV=2,7,12.2,8.5,8.3,9.3,8.5,10.0,12.1,11.0,11.2,9.0,0.19048,0.74527
sp|Q8CFE4|SCYL2_MOUSE,Scyl2,SCY1-like protein 2 OS=Mus musculus OX=10090 GN=Scyl2 PE=1 SV=1,1,11.6,11.4,11.4,10.5,8.2,9.9,8.0,7.1,9.4,12.6,0.31904,0.80488
sp|Q8C5L6|INP5K_MOUSE,Inpp5k,Inositol polyphosphate 5-phosphatase K OS=Mus musculus OX=10090 GN=Inpp5k PE=1 SV=2,1,10.7,10.5,9.1,9.6,9.2,10.7,11.0,9.6,10.6,8.9,0.53591,0.85358
tr|A0A087WSP5|A0A087WSP5_MOUSE,Stat1,Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat1 PE=1 SV=1,4,7.9,7.5,9.5,7.2,8.9,7.6,9.1,7.9,27.2,7.2,0.40687,0.82602
sp|E9Q9K5|TRDN_MOUSE,Trdn,Triadin OS=Mus musculus OX=10090 GN=Trdn PE=1 SV=1,3,8.4,12.2,10.1,10.8,9.7,10.1,8.4,11.1,9.1,10.1,0.56319,0.85967
sp|P43883|PLIN2_MOUSE,Plin2,Perilipin-2 OS=Mus musculus OX=10090 GN=Plin2 PE=1 SV=2,10,9.4,9.1,9.6,10.1,10.1,12.0,9.3,10.8,9.8,9.8,0.26273,0.78495
tr|F6SUM2|F6SUM2_MOUSE,Clcn7,Chloride channel protein OS=Mus musculus OX=10090 GN=Clcn7 PE=1 SV=2,1,8.7,11.1,10.3,8.7,8.9,11.7,9.7,9.7,10.6,10.6,0.17572,0.73627
tr|Q3TMX5|Q3TMX5_MOUSE,Manf,"Arginine-rich, mutated in early stage tumors, isoform CRA_b OS=Mus musculus OX=10090 GN=Manf PE=1 SV=1",5,8.5,11.8,10.0,10.6,10.5,8.5,9.8,10.2,11.0,9.2,0.45115,0.83382
sp|Q9JJV2|PROF2_MOUSE,Pfn2,Profilin-2 OS=Mus musculus OX=10090 GN=Pfn2 PE=1 SV=3,3,10.6,9.4,11.3,10.0,9.5,10.5,9.8,9.6,9.5,9.9,0.45373,0.83423
sp|P59235|NUP43_MOUSE,Nup43,Nucleoporin Nup43 OS=Mus musculus OX=10090 GN=Nup43 PE=1 SV=2,1,10.1,9.4,10.3,9.9,9.4,7.9,10.4,10.3,12.0,10.4,0.61100,0.86922
tr|E9PZF0|E9PZF0_MOUSE,Gm20390,Nucleoside diphosphate kinase OS=Mus musculus OX=10090 GN=Gm20390 PE=3 SV=1,31,11.0,9.7,10.5,10.4,10.3,9.1,9.5,10.1,9.3,10.2,0.03567,0.54359
sp|P15532|NDKA_MOUSE,Nme1,Nucleoside diphosphate kinase A OS=Mus musculus OX=10090 GN=Nme1 PE=1 SV=1,2,9.1,11.6,9.7,10.2,10.0,9.8,9.1,9.7,9.8,10.9,0.64065,0.87451
sp|P46737|BRCC3_MOUSE,Brcc3,Lys-63-specific deubiquitinase BRCC36 OS=Mus musculus OX=10090 GN=Brcc3 PE=1 SV=1,2,8.2,11.1,11.6,9.8,10.2,10.1,8.4,9.3,9.6,11.7,0.68424,0.88156
tr|Q5RL20|Q5RL20_MOUSE,Mrpl43,"39S ribosomal protein L43, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl43 PE=1 SV=1",3,10.2,8.8,10.5,10.3,10.6,9.8,10.3,8.7,10.1,10.8,0.79684,0.89656
sp|Q91WK1|SPRY4_MOUSE,Spryd4,SPRY domain-containing protein 4 OS=Mus musculus OX=10090 GN=Spryd4 PE=1 SV=1,4,11.8,8.0,10.4,10.7,11.3,10.7,9.9,9.5,9.0,8.7,0.28005,0.79182
sp|P08556|RASN_MOUSE,Nras,GTPase NRas OS=Mus musculus OX=10090 GN=Nras PE=1 SV=1,4,11.0,9.0,8.7,9.9,10.0,10.7,10.7,10.2,9.9,9.9,0.22443,0.76659
sp|Q61411|RASH_MOUSE,Hras,GTPase HRas OS=Mus musculus OX=10090 GN=Hras PE=1 SV=2,3,11.1,10.3,10.2,10.9,10.6,9.9,10.1,9.0,9.9,8.0,0.03115,0.52121
sp|P32883|RASK_MOUSE,Kras,GTPase KRas OS=Mus musculus OX=10090 GN=Kras PE=1 SV=1,3,9.8,9.9,10.2,12.4,9.4,9.2,10.3,9.4,9.9,9.5,0.28193,0.79252
sp|Q64433|CH10_MOUSE,Hspe1,"10 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspe1 PE=1 SV=2",13,11.1,10.2,10.4,9.2,10.2,8.4,9.9,9.7,11.9,8.9,0.53028,0.85225
sp|Q9CR61|NDUB7_MOUSE,Ndufb7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Mus musculus OX=10090 GN=Ndufb7 PE=1 SV=3,23,10.4,9.5,10.1,10.5,10.3,11.1,8.9,10.3,8.9,10.0,0.48935,0.84185
sp|Q3KNJ2|NHEJ1_MOUSE,Nhej1,Non-homologous end-joining factor 1 OS=Mus musculus OX=10090 GN=Nhej1 PE=1 SV=1,1,9.2,10.7,10.0,8.0,8.7,10.9,9.2,12.0,9.1,12.0,0.13378,0.71387
sp|P62301|RS13_MOUSE,Rps13,40S ribosomal protein S13 OS=Mus musculus OX=10090 GN=Rps13 PE=1 SV=2,5,9.7,11.2,9.8,10.7,10.2,10.6,8.6,10.2,9.0,9.9,0.19946,0.75149
tr|G3UVV5|G3UVV5_MOUSE,Ecscr,Endothelial cell-specific chemotaxis regulator OS=Mus musculus OX=10090 GN=Ecscr PE=1 SV=1,2,10.7,9.0,8.7,9.7,10.2,8.6,10.4,11.4,10.8,10.5,0.29407,0.79686
sp|Q9D8H7|OMA1_MOUSE,Oma1,"Metalloendopeptidase OMA1, mitochondrial OS=Mus musculus OX=10090 GN=Oma1 PE=1 SV=1",5,11.1,8.4,10.3,9.4,9.7,10.8,9.2,10.0,10.5,10.7,0.42308,0.82904
sp|Q9CQB5|CISD2_MOUSE,Cisd2,CDGSH iron-sulfur domain-containing protein 2 OS=Mus musculus OX=10090 GN=Cisd2 PE=1 SV=1,6,10.0,10.4,10.7,9.1,9.8,9.6,9.7,9.9,10.7,10.1,0.99016,0.91504
sp|Q8BPE4|TM177_MOUSE,Tmem177,Transmembrane protein 177 OS=Mus musculus OX=10090 GN=Tmem177 PE=1 SV=1,5,11.6,8.3,9.0,10.2,9.9,10.8,10.4,8.9,10.4,10.5,0.54960,0.85670
sp|P83882|RL36A_MOUSE,Rpl36a,60S ribosomal protein L36a OS=Mus musculus OX=10090 GN=Rpl36a PE=3 SV=2,1,9.7,10.1,12.6,9.9,11.4,9.1,9.5,8.4,10.5,8.7,0.05621,0.61276
sp|P35282|RAB21_MOUSE,Rab21,Ras-related protein Rab-21 OS=Mus musculus OX=10090 GN=Rab21 PE=1 SV=4,3,11.4,8.1,10.9,9.9,9.8,10.8,10.1,8.5,9.6,10.9,0.96281,0.91284
sp|P16045|LEG1_MOUSE,Lgals1,Galectin-1 OS=Mus musculus OX=10090 GN=Lgals1 PE=1 SV=3,18,9.3,10.3,10.0,9.4,9.4,9.1,9.9,11.1,10.3,11.1,0.20580,0.75561
sp|Q8R3K3|PTCD2_MOUSE,Ptcd2,"Pentatricopeptide repeat-containing protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Ptcd2 PE=1 SV=1",2,10.1,8.7,11.5,9.3,9.9,10.2,11.1,8.7,8.7,11.9,0.77951,0.89451
sp|Q9QZD8|DIC_MOUSE,Slc25a10,Mitochondrial dicarboxylate carrier OS=Mus musculus OX=10090 GN=Slc25a10 PE=1 SV=2,2,9.7,8.0,10.3,9.7,11.3,11.1,9.4,9.8,10.1,10.5,0.52869,0.85187
sp|P47941|CRKL_MOUSE,Crkl,Crk-like protein OS=Mus musculus OX=10090 GN=Crkl PE=1 SV=2,4,10.5,8.9,10.3,9.7,10.4,9.9,9.8,9.5,10.0,11.0,0.84954,0.90235
tr|E9PVN6|E9PVN6_MOUSE,Gm20498,Predicted gene 20498 OS=Mus musculus OX=10090 GN=Gm20498 PE=1 SV=1,6,10.5,7.9,10.9,9.6,11.3,10.9,10.2,9.3,8.9,10.6,0.92080,0.90922
sp|Q9D6K5|SYJ2B_MOUSE,Synj2bp,Synaptojanin-2-binding protein OS=Mus musculus OX=10090 GN=Synj2bp PE=1 SV=1,1,11.3,7.4,9.9,9.8,11.5,10.0,10.3,8.5,9.4,12.0,0.96626,0.91312
sp|Q61160|FADD_MOUSE,Fadd,FAS-associated death domain protein OS=Mus musculus OX=10090 GN=Fadd PE=1 SV=1,3,8.6,10.6,10.4,10.7,9.1,9.8,9.4,10.3,10.7,10.3,0.68605,0.88183
sp|E9Q5F9|SETD2_MOUSE,Setd2,Histone-lysine N-methyltransferase SETD2 OS=Mus musculus OX=10090 GN=Setd2 PE=1 SV=1,1,4.1,30.9,7.1,7.8,7.1,10.8,5.3,7.8,4.0,15.2,0.62340,0.87148
sp|Q8BFY6|PEF1_MOUSE,Pef1,Peflin OS=Mus musculus OX=10090 GN=Pef1 PE=1 SV=1,1,8.1,10.7,11.9,8.5,10.6,9.4,8.9,11.4,8.0,12.6,0.93096,0.91013
sp|Q8BXL9|IFFO1_MOUSE,Iffo1,Intermediate filament family orphan 1 OS=Mus musculus OX=10090 GN=Iffo1 PE=2 SV=1,1,5.9,12.1,13.1,8.4,11.5,10.8,8.2,8.5,9.2,12.3,0.80546,0.89756
sp|P51667|MLRV_MOUSE,Myl2,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform OS=Mus musculus OX=10090 GN=Myl2 PE=1 SV=3",104,8.8,9.3,9.9,10.0,9.9,10.5,9.8,10.4,10.7,10.8,0.02048,0.45182
sp|Q78J03|MSRB2_MOUSE,Msrb2,"Methionine-R-sulfoxide reductase B2, mitochondrial OS=Mus musculus OX=10090 GN=Msrb2 PE=1 SV=1",14,11.4,9.9,9.7,9.9,9.7,9.2,9.5,10.9,11.2,8.7,0.74708,0.89043
sp|Q8C854|MYEF2_MOUSE,Myef2,Myelin expression factor 2 OS=Mus musculus OX=10090 GN=Myef2 PE=1 SV=1,2,10.0,9.3,9.3,8.9,11.0,10.8,10.9,10.4,9.3,10.2,0.23210,0.77067
sp|Q9CXW3|CYBP_MOUSE,Cacybp,Calcyclin-binding protein OS=Mus musculus OX=10090 GN=Cacybp PE=1 SV=1,2,11.4,9.5,11.6,10.2,9.9,9.9,9.5,7.6,9.7,10.6,0.14146,0.71885
sp|Q8VD26|TM143_MOUSE,Tmem143,Transmembrane protein 143 OS=Mus musculus OX=10090 GN=Tmem143 PE=1 SV=1,11,11.6,7.5,9.2,10.0,10.3,11.4,10.5,10.7,8.9,9.8,0.52990,0.85216
sp|Q9DB25|ALG5_MOUSE,Alg5,Dolichyl-phosphate beta-glucosyltransferase OS=Mus musculus OX=10090 GN=Alg5 PE=1 SV=1,1,9.3,11.9,9.8,10.0,8.4,11.0,9.6,8.1,10.9,11.0,0.77186,0.89357
tr|E9QPX3|E9QPX3_MOUSE,Ndufs4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs4 PE=1 SV=1",17,10.3,9.7,10.1,10.1,10.0,10.3,9.3,10.4,9.6,10.0,0.63797,0.87405
sp|Q8BWZ3|NAA25_MOUSE,Naa25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Mus musculus OX=10090 GN=Naa25 PE=1 SV=1",3,11.5,9.8,10.0,10.1,10.4,10.4,9.6,9.9,9.8,8.6,0.13642,0.71564
sp|Q9CQY6|UQCC2_MOUSE,Uqcc2,Ubiquinol-cytochrome-c reductase complex assembly factor 2 OS=Mus musculus OX=10090 GN=Uqcc2 PE=1 SV=1,3,10.1,9.8,10.7,9.3,10.1,9.5,10.2,10.2,9.5,10.6,0.98999,0.91503
tr|Q3U3V1|Q3U3V1_MOUSE,F10,Coagulation factor X OS=Mus musculus OX=10090 GN=F10 PE=1 SV=1,3,8.6,10.0,9.1,10.2,10.3,10.3,13.0,8.7,7.9,11.9,0.51279,0.84798
tr|A0A0X1KG67|A0A0X1KG67_MOUSE,Emc10,ER membrane protein complex subunit 10 OS=Mus musculus OX=10090 GN=Emc10 PE=1 SV=1,2,11.3,8.6,10.4,10.3,12.5,10.5,8.6,8.2,8.8,10.8,0.17903,0.73763
sp|Q9D1M0|SEC13_MOUSE,Sec13,Protein SEC13 homolog OS=Mus musculus OX=10090 GN=Sec13 PE=1 SV=3,5,10.1,10.2,10.3,10.5,10.0,10.8,9.2,9.8,8.9,10.1,0.26931,0.78765
tr|Q8R2K3|Q8R2K3_MOUSE,Ssbp1,Single-stranded DNA binding protein 1 OS=Mus musculus OX=10090 GN=Ssbp1 PE=1 SV=1,6,10.3,8.7,10.4,9.6,9.7,11.0,9.5,9.8,8.9,12.1,0.46161,0.83546
sp|Q91V16|ETFR1_MOUSE,Etfrf1,Electron transfer flavoprotein regulatory factor 1 OS=Mus musculus OX=10090 GN=Etfrf1 PE=1 SV=1,2,9.0,9.4,9.6,9.9,10.0,9.6,10.9,12.2,10.1,9.2,0.19028,0.74513
sp|Q99KX1|MLF2_MOUSE,Mlf2,Myeloid leukemia factor 2 OS=Mus musculus OX=10090 GN=Mlf2 PE=1 SV=1,2,11.2,7.4,9.0,9.9,11.4,10.8,10.1,9.0,9.3,11.9,0.64448,0.87516
sp|P61358|RL27_MOUSE,Rpl27,60S ribosomal protein L27 OS=Mus musculus OX=10090 GN=Rpl27 PE=1 SV=2,5,11.1,10.2,9.8,10.7,10.3,10.1,9.6,9.7,9.8,8.6,0.03617,0.54585
tr|A0A0A0MQ90|A0A0A0MQ90_MOUSE,S100a13,Protein S100-A13 OS=Mus musculus OX=10090 GN=S100a13 PE=1 SV=1,4,9.4,11.6,10.0,9.8,9.2,8.1,9.7,10.8,11.5,9.9,0.99796,0.91565
tr|A0A1W2P7A1|A0A1W2P7A1_MOUSE,Rps12,40S ribosomal protein S12 OS=Mus musculus OX=10090 GN=Rps12 PE=1 SV=1,9,9.6,10.9,9.5,10.4,10.1,9.3,9.5,10.4,10.8,9.4,0.51747,0.84914
sp|Q63932|MP2K2_MOUSE,Map2k2,Dual specificity mitogen-activated protein kinase kinase 2 OS=Mus musculus OX=10090 GN=Map2k2 PE=1 SV=2,8,10.8,9.2,9.6,10.2,9.3,8.7,10.7,11.0,11.7,8.9,0.61867,0.87063
sp|P31938|MP2K1_MOUSE,Map2k1,Dual specificity mitogen-activated protein kinase kinase 1 OS=Mus musculus OX=10090 GN=Map2k1 PE=1 SV=2,5,10.5,10.5,11.1,9.5,9.0,9.8,9.6,8.6,10.2,11.2,0.73895,0.88936
sp|Q6PGB6|NAA50_MOUSE,Naa50,N-alpha-acetyltransferase 50 OS=Mus musculus OX=10090 GN=Naa50 PE=1 SV=1,4,10.4,9.5,9.5,10.5,8.9,9.7,9.7,10.6,11.7,9.4,0.39127,0.82289
sp|Q9EQG9|C43BP_MOUSE,Col4a3bp,Collagen type IV alpha-3-binding protein OS=Mus musculus OX=10090 GN=Col4a3bp PE=1 SV=1,1,9.5,12.3,11.4,10.3,8.5,10.0,11.0,7.6,12.0,7.4,0.50273,0.84541
sp|Q9R0Q7|TEBP_MOUSE,Ptges3,Prostaglandin E synthase 3 OS=Mus musculus OX=10090 GN=Ptges3 PE=1 SV=1,9,10.3,10.6,10.6,9.6,10.2,9.5,9.8,8.9,10.4,10.1,0.14886,0.72321
sp|P00158|CYB_MOUSE,Mt-Cyb,Cytochrome b OS=Mus musculus OX=10090 GN=Mt-Cyb PE=1 SV=1,1,11.4,7.7,11.0,12.1,11.4,9.9,9.7,8.1,9.4,9.4,0.15125,0.72454
sp|Q8BGP6|S2540_MOUSE,Slc25a40,Solute carrier family 25 member 40 OS=Mus musculus OX=10090 GN=Slc25a40 PE=1 SV=1,2,9.5,10.0,10.1,9.1,9.1,10.2,11.3,10.5,10.2,10.0,0.02096,0.45545
sp|Q923Z3|MTO1_MOUSE,Mto1,"Protein MTO1 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Mto1 PE=2 SV=1",4,11.1,8.4,11.0,10.1,11.4,10.0,9.9,9.4,9.2,9.6,0.22672,0.76783
sp|Q9ESL4|M3K20_MOUSE,Map3k20,Mitogen-activated protein kinase kinase kinase 20 OS=Mus musculus OX=10090 GN=Map3k20 PE=1 SV=1,6,9.8,8.9,10.3,10.1,10.4,10.9,10.1,9.1,8.9,11.5,0.72303,0.88720
sp|P54731|FAF1_MOUSE,Faf1,FAS-associated factor 1 OS=Mus musculus OX=10090 GN=Faf1 PE=1 SV=2,9,9.9,9.9,10.9,10.1,10.8,9.2,9.6,9.6,10.0,10.0,0.05419,0.60768
sp|Q8BH43|WASF2_MOUSE,Wasf2,Wiskott-Aldrich syndrome protein family member 2 OS=Mus musculus OX=10090 GN=Wasf2 PE=1 SV=1,3,9.5,10.9,10.6,9.0,9.2,9.9,9.9,9.4,9.8,11.8,0.60384,0.86787
