Protein Group,Protein ID,Accession,Significance -10logP,Coverage (%),#Peptides,#Unique,PTM,Young 1 Area,Young 2 Area,Young 3 Area,Young 4 Area,Young 5 Area,Young 6 Area,Old 1 Area,Old 2 Area,Old 3 Area,Old 4 Area,Old 5 Area,Old 6 Area,Sample Profile (Ratio),Young Area,Old Area,Group Profile (Ratio),Avg. Mass,FoldChange (FC),Log2(FC),Description
492,651,P61971|NTF2_MOUSE,1.17,44,4,4,N-ethylmaleimide on cysteines,4.88E+06,4.68E+06,4.80E+06,4.96E+06,4.02E+06,4.66E+06,4.92E+06,4.82E+06,4.10E+06,4.69E+06,4.95E+06,4.87E+06,1.00:0.96:0.98:1.02:0.83:0.96:1.01:0.99:0.84:0.96:1.02:1.00,4.67E+06,4.72E+06,1.00:1.01,1.01,0.02,14478,Nuclear transport factor 2 OS=Mus musculus GN=Nutf2 PE=2 SV=1
941,2749,Q9JK92|HSPB8_MOUSE,1.16,9,2,2,,5.48E+05,6.36E+05,6.82E+05,4.64E+05,4.57E+05,4.25E+05,4.95E+05,7.64E+05,3.49E+05,5.02E+05,6.77E+05,2.61E+05,1.00:1.16:1.24:0.85:0.83:0.78:0.90:1.39:0.64:0.92:1.24:0.48,5.35E+05,5.08E+05,1.00:0.95,0.95,-0.07,21533,Heat shock protein beta-8 OS=Mus musculus GN=Hspb8 PE=1 SV=1
259,88,P16546|SPTA2_MOUSE,1.16,10,18,18,,2.20E+06,1.41E+06,1.52E+06,1.76E+06,2.35E+06,1.97E+06,1.98E+06,2.07E+06,1.65E+06,1.69E+06,2.31E+06,1.84E+06,1.00:0.64:0.69:0.80:1.07:0.90:0.90:0.94:0.75:0.77:1.05:0.84,1.87E+06,1.90E+06,1.00:1.02,1.02,0.02,284596,Spectrin alpha chain  brain OS=Mus musculus GN=Sptan1 PE=1 SV=4
557,614,O88696|CLPP_MOUSE,1.16,28,5,5,,1.76E+06,7.72E+05,4.04E+06,2.04E+06,5.59E+06,1.95E+06,1.29E+06,9.93E+05,9.80E+05,8.28E+06,1.06E+06,9.51E+05,1.00:0.44:2.30:1.16:3.17:1.11:0.73:0.56:0.56:4.70:0.60:0.54,2.69E+06,2.33E+06,1.00:0.87,0.87,-0.21,29800,Putative ATP-dependent Clp protease proteolytic subunit  mitochondrial OS=Mus musculus GN=Clpp PE=2 SV=1
985,690,P62192|PRS4_MOUSE,1.13,7,3,3,,3.37E+04,1.61E+05,9.14E+04,0,1.53E+05,3.74E+05,2.04E+05,1.29E+05,0,1.55E+05,1.38E+05,2.86E+05,1.00:4.77:2.71:0:4.55:11.12:6.05:3.84:0:4.61:4.09:8.50,1.36E+05,1.52E+05,1.00:1.12,1.12,0.16,49185,26S protease regulatory subunit 4 OS=Mus musculus GN=Psmc1 PE=1 SV=1
916,922,P26516|PSD7_MOUSE,1.13,6,2,2,,2.44E+05,2.73E+05,1.47E+05,1.45E+05,2.24E+05,2.97E+05,2.10E+05,2.17E+05,1.83E+05,1.48E+05,2.10E+05,3.02E+05,1.00:1.12:0.60:0.60:0.92:1.22:0.86:0.89:0.75:0.61:0.86:1.24,2.22E+05,2.12E+05,1.00:0.95,0.95,-0.07,36540,26S proteasome non-ATPase regulatory subunit 7 OS=Mus musculus GN=Psmd7 PE=1 SV=2
1106,2743,P41105|RL28_MOUSE,1.13,14,2,2,,1.02E+05,8.40E+04,2.58E+04,2.99E+04,3.54E+04,7.11E+04,6.79E+04,7.68E+04,8.86E+04,3.26E+04,4.47E+04,6.59E+04,1.00:0.82:0.25:0.29:0.35:0.70:0.66:0.75:0.87:0.32:0.44:0.65,5.81E+04,6.28E+04,1.00:1.08,1.08,0.11,15733,60S ribosomal protein L28 OS=Mus musculus GN=Rpl28 PE=1 SV=2
486,471,P62821|RAB1A_MOUSE,1.13,40,7,3,N-ethylmaleimide on cysteines,2.50E+05,2.19E+05,2.79E+05,2.71E+05,8.22E+04,2.29E+05,2.21E+05,1.25E+05,1.25E+05,1.73E+05,4.32E+05,3.64E+05,1.00:0.87:1.12:1.08:0.33:0.92:0.88:0.50:0.50:0.69:1.73:1.45,2.22E+05,2.40E+05,1.00:1.08,1.08,0.11,22678,Ras-related protein Rab-1A OS=Mus musculus GN=Rab1A PE=1 SV=3
370,249,Q9JLV1|BAG3_MOUSE,1.13,19,9,9,,1.44E+06,1.26E+06,1.06E+06,1.15E+06,1.05E+06,1.02E+06,1.07E+06,1.30E+06,1.07E+06,1.02E+06,1.24E+06,1.13E+06,1.00:0.88:0.74:0.80:0.73:0.71:0.75:0.91:0.75:0.71:0.86:0.79,1.16E+06,1.14E+06,1.00:0.98,0.98,-0.03,61828,BAG family molecular chaperone regulator 3 OS=Mus musculus GN=Bag3 PE=1 SV=1
1205,4569,P97346|NXN_MOUSE,1.13,2,1,1,,6.85E+05,1.89E+06,2.43E+05,0,0,0,8.97E+05,6.64E+05,1.32E+06,5.50E+05,4.29E+05,0,1.00:2.76:0.36:0:0:0:1.31:0.97:1.93:0.80:0.63:0,4.70E+05,6.43E+05,1.00:1.37,1.37,0.45,48344,Nucleoredoxin OS=Mus musculus GN=Nxn PE=1 SV=1
285,151,Q8CAQ8|IMMT_MOUSE,1.12,23,17,17,,3.09E+06,2.56E+06,1.20E+06,4.58E+05,4.35E+05,1.42E+06,1.06E+06,1.69E+06,1.21E+06,1.69E+06,1.32E+06,1.36E+06,1.00:0.83:0.39:0.15:0.14:0.46:0.34:0.55:0.39:0.55:0.43:0.44,1.53E+06,1.39E+06,1.00:0.91,0.91,-0.14,83900,Mitochondrial inner membrane protein OS=Mus musculus GN=Immt PE=1 SV=1
440,356,Q8VDQ1|PTGR2_MOUSE,1.11,29,7,7,N-ethylmaleimide on cysteines,2.96E+06,3.52E+06,2.54E+06,2.15E+06,2.83E+06,3.76E+06,2.42E+06,3.27E+06,2.12E+06,3.09E+06,3.23E+06,3.09E+06,1.00:1.19:0.86:0.73:0.96:1.27:0.81:1.10:0.72:1.04:1.09:1.04,2.96E+06,2.87E+06,1.00:0.97,0.97,-0.04,38015,Prostaglandin reductase 2 OS=Mus musculus GN=Ptgr2 PE=1 SV=2
107,226,P51881|ADT2_MOUSE,1.06,44,14,2,Oxidation (M); N-ethylmaleimide on cysteines,1.65E+06,1.41E+06,8.50E+05,4.23E+05,5.91E+05,4.00E+05,8.31E+05,9.09E+05,8.98E+05,9.44E+05,4.07E+05,9.43E+05,1.00:0.86:0.51:0.26:0.36:0.24:0.50:0.55:0.54:0.57:0.25:0.57,9.31E+05,8.22E+05,1.00:0.88,0.88,-0.18,32931,ADP/ATP translocase 2 OS=Mus musculus GN=Slc25a5 PE=1 SV=3
412,685,P61161|ARP2_MOUSE,1.06,5,2,2,,9.85E+05,7.34E+05,4.18E+05,0,0,8.40E+05,7.72E+05,6.64E+05,5.63E+05,3.79E+05,6.33E+05,1.18E+06,1.00:0.75:0.42:0:0:0.85:0.78:0.67:0.57:0.38:0.64:1.19,4.96E+05,6.98E+05,1.00:1.41,1.41,0.49,44761,Actin-related protein 2 OS=Mus musculus GN=Actr2 PE=1 SV=1
1294,1648,Q9EPB5|SERHL_MOUSE,1.06,3,1,1,,5.28E+05,0,0,0,2.60E+05,4.30E+05,2.93E+05,0,0,4.52E+05,0,0,1.00:0:0:0:0.49:0.81:0.55:0:0:0.85:0:0,2.03E+05,1.24E+05,1.00:0.61,0.61,-0.71,35311,Serine hydrolase-like protein OS=Mus musculus GN=Serhl PE=2 SV=1
514,469,P62908|RS3_MOUSE,1.03,29,7,7,,2.63E+06,1.37E+06,8.80E+05,9.22E+05,6.32E+05,1.03E+06,1.04E+06,1.35E+06,1.97E+06,8.42E+05,1.10E+06,1.72E+06,1.00:0.52:0.33:0.35:0.24:0.39:0.40:0.51:0.75:0.32:0.42:0.65,1.24E+06,1.34E+06,1.00:1.08,1.08,0.11,26674,40S ribosomal protein S3 OS=Mus musculus GN=Rps3 PE=1 SV=1
699,845,A3KG59|P20D2_MOUSE,1.03,10,3,3,,1.14E+06,1.05E+06,1.29E+06,9.38E+05,1.29E+06,1.43E+06,1.36E+06,1.06E+06,9.70E+05,1.35E+06,1.23E+06,9.97E+05,1.00:0.93:1.13:0.82:1.13:1.26:1.20:0.93:0.85:1.19:1.08:0.87,1.20E+06,1.16E+06,1.00:0.96,0.97,-0.05,46482,Peptidase M20 domain-containing protein 2 OS=Mus musculus GN=Pm20d2 PE=2 SV=1
783,773,P62242|RS8_MOUSE,1.03,22,4,4,,1.60E+06,1.07E+06,7.26E+05,5.47E+05,6.91E+05,1.32E+06,1.46E+06,1.00E+06,1.31E+06,6.36E+05,6.84E+05,1.22E+06,1.00:0.67:0.45:0.34:0.43:0.82:0.91:0.63:0.82:0.40:0.43:0.76,1.02E+06,1.05E+06,1.00:1.04,1.03,0.04,24205,40S ribosomal protein S8 OS=Mus musculus GN=Rps8 PE=1 SV=2
530,823,P00397|COX1_MOUSE,1.02,5,3,3,,4.55E+06,7.75E+06,2.60E+06,2.12E+06,3.38E+06,3.72E+06,3.39E+06,4.19E+06,3.00E+06,3.99E+06,3.74E+06,4.40E+06,1.00:1.70:0.57:0.47:0.74:0.82:0.75:0.92:0.66:0.88:0.82:0.97,4.02E+06,3.78E+06,1.00:0.94,0.94,-0.09,56862,Cytochrome c oxidase subunit 1 OS=Mus musculus GN=Mtco1 PE=3 SV=1
1424,1003,Q91YY4|ATPF2_MOUSE,1.01,7,2,2,,2.10E+05,0,3.36E+05,0,2.46E+05,1.62E+05,2.29E+05,2.72E+05,0,0,0,0,1.00:0:1.60:0:1.17:0.77:1.09:1.30:0:0:0:0,1.59E+05,8.36E+04,1.00:0.53,0.53,-0.93,33289,ATP synthase mitochondrial F1 complex assembly factor 2 OS=Mus musculus GN=Atpaf2 PE=2 SV=1
747,568,P46471|PRS7_MOUSE,1.01,16,5,5,N-ethylmaleimide on cysteines,5.95E+05,5.01E+05,5.28E+05,2.32E+05,4.48E+05,8.36E+05,5.47E+05,4.89E+05,2.24E+05,2.87E+05,6.61E+05,7.44E+05,1.00:0.84:0.89:0.39:0.75:1.40:0.92:0.82:0.38:0.48:1.11:1.25,5.40E+05,4.92E+05,1.00:0.91,0.91,-0.13,48648,26S protease regulatory subunit 7 OS=Mus musculus GN=Psmc2 PE=1 SV=5
3,230,P04247|MYG_MOUSE,1.01,100,31,29,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines,1.48E+09,1.07E+09,1.25E+09,1.11E+09,1.01E+09,1.03E+09,1.10E+09,1.20E+09,1.07E+09,1.30E+09,1.23E+09,1.18E+09,1.00:0.72:0.85:0.75:0.68:0.70:0.75:0.81:0.72:0.88:0.83:0.80,1.16E+09,1.18E+09,1.00:1.02,1.02,0.02,17070,Myoglobin OS=Mus musculus GN=Mb PE=1 SV=3
707,519,Q8BIJ6|SYIM_MOUSE,1,4,3,3,,2.32E+05,4.51E+05,2.53E+05,8.76E+04,2.10E+05,3.68E+05,1.91E+05,3.25E+05,4.25E+04,2.81E+05,3.32E+05,3.20E+05,1.00:1.94:1.09:0.38:0.90:1.59:0.82:1.40:0.18:1.21:1.43:1.38,2.67E+05,2.48E+05,1.00:0.93,0.93,-0.11,112804,Isoleucyl-tRNA synthetase  mitochondrial OS=Mus musculus GN=Iars2 PE=2 SV=1
1257,2748,A6H630|CF211_MOUSE,1,5,2,2,,4.81E+05,1.21E+05,3.60E+05,0,2.14E+05,2.26E+05,2.85E+05,3.36E+05,1.82E+05,1.50E+05,4.10E+05,4.47E+05,1.00:0.25:0.75:0:0.44:0.47:0.59:0.70:0.38:0.31:0.85:0.93,2.34E+05,3.02E+05,1.00:1.29,1.29,0.37,50549,UPF0364 protein C6orf211 homolog OS=Mus musculus PE=2 SV=1
1298,1068,Q9D832|DNJB4_MOUSE,0.99,5,1,1,,0,0,0,0,3.72E+05,5.45E+05,0,3.91E+05,1.06E+05,5.02E+05,6.53E+05,4.66E+05,0:0:0:0:1.00:1.47:0:1.05:0.29:1.35:1.76:1.25,1.53E+05,3.53E+05,1.00:2.31,2.31,1.21,37782,DnaJ homolog subfamily B member 4 OS=Mus musculus GN=Dnajb4 PE=2 SV=1
381,546,P19536|COX5B_MOUSE,0.99,34,6,6,D5 N-ethylmaleimide on cysteines,1.11E+07,1.27E+07,6.81E+06,5.33E+06,7.04E+06,4.12E+06,7.26E+06,5.02E+06,6.57E+06,8.76E+06,8.54E+06,8.61E+06,1.00:1.14:0.61:0.48:0.63:0.37:0.65:0.45:0.59:0.79:0.77:0.77,7.86E+06,7.46E+06,1.00:0.95,0.95,-0.08,13813,Cytochrome c oxidase subunit 5B  mitochondrial OS=Mus musculus GN=Cox5b PE=1 SV=1
1247,873,Q99JW2|ACY1_MOUSE,0.98,3,1,1,,2.97E+05,0,0,1.47E+05,1.31E+05,2.36E+05,1.91E+05,1.64E+05,2.78E+05,2.79E+05,0,1.65E+05,1.00:0:0:0.49:0.44:0.79:0.64:0.55:0.93:0.94:0:0.56,1.35E+05,1.79E+05,1.00:1.33,1.33,0.41,45781,Aminoacylase-1 OS=Mus musculus GN=Acy1 PE=1 SV=1
1396,1339,P70168|IMB1_MOUSE,0.97,1,1,1,,2.41E+05,1.77E+05,1.81E+05,1.57E+05,2.79E+05,2.83E+05,2.30E+05,2.23E+05,1.84E+05,1.36E+05,2.66E+05,3.36E+05,1.00:0.73:0.75:0.65:1.16:1.17:0.95:0.93:0.76:0.57:1.10:1.40,2.20E+05,2.29E+05,1.00:1.04,1.04,0.06,97152,Importin subunit beta-1 OS=Mus musculus GN=Kpnb1 PE=1 SV=1
1151,4403,Q8WA47|CYB_MUSMA,0.97,2,1,1,,5.82E+06,6.57E+06,2.52E+06,2.24E+06,2.32E+06,-,3.27E+06,4.47E+06,2.94E+06,4.26E+06,3.24E+06,3.60E+06,1.00:1.13:0.43:0.39:0.40:-:0.56:0.77:0.50:0.73:0.56:0.62,3.89E+06,3.63E+06,1.00:0.93,0.93,-0.10,43206,Cytochrome b OS=Mus macedonicus GN=Mt-Cyb PE=3 SV=1
116,50,P58252|EF2_MOUSE,0.97,41,30,30,Oxidation (M); N-ethylmaleimide on cysteines,4.41E+06,4.83E+06,4.42E+06,3.88E+06,5.96E+06,7.74E+06,4.12E+06,5.62E+06,4.28E+06,5.29E+06,5.94E+06,4.97E+06,1.00:1.10:1.00:0.88:1.35:1.75:0.93:1.27:0.97:1.20:1.35:1.13,5.21E+06,5.03E+06,1.00:0.97,0.97,-0.05,95314,Elongation factor 2 OS=Mus musculus GN=Eef2 PE=1 SV=2
1070,2064,Q80YR2|F16B2_MOUSE,0.96,1,1,1,,0,5.58E+06,7.40E+06,1.55E+07,1.79E+05,8.06E+04,0,0,0,2.50E+06,1.44E+07,4.10E+06,0:1.00:1.33:2.77:0.03:0.01:0:0:0:0.45:2.58:0.74,4.78E+06,3.50E+06,1.00:0.73,0.73,-0.45,82456,Protein FAM160B2 OS=Mus musculus GN=Fam160b2 PE=2 SV=2
1296,938,Q9DCZ4|APOO_MOUSE,0.96,7,1,1,,1.36E+06,1.28E+06,6.12E+05,2.99E+05,5.40E+05,6.54E+05,0,7.26E+05,5.48E+05,6.71E+05,8.65E+05,9.04E+05,1.00:0.94:0.45:0.22:0.40:0.48:0:0.53:0.40:0.49:0.63:0.66,7.92E+05,6.19E+05,1.00:0.78,0.78,-0.36,24137,Apolipoprotein O OS=Mus musculus GN=Apoo PE=2 SV=1
94,112,Q91Z83|MYH7_MOUSE,0.96,13,26,1,N-ethylmaleimide on cysteines,0,0,0,5.91E+04,4.06E+04,0,0,3.07E+04,0,5.91E+04,0,0,0:0:0:1.00:0.69:0:0:0.52:0:1.00:0:0,1.66E+04,1.50E+04,1.00:0.90,0.90,-0.15,222877,Myosin-7 OS=Mus musculus GN=Myh7 PE=1 SV=1
1035,658,Q99J39|DCMC_MOUSE,0.94,8,3,2,,4.36E+05,4.73E+05,1.28E+05,9.43E+04,1.08E+05,6.80E+05,0,0,0,9.37E+04,4.34E+05,0,1.00:1.09:0.29:0.22:0.25:1.56:0:0:0:0.22:1.00:0,3.20E+05,8.80E+04,1.00:0.27,0.28,-1.86,54736,Malonyl-CoA decarboxylase  mitochondrial OS=Mus musculus GN=Mlycd PE=2 SV=1
1197,1071,P60335|PCBP1_MOUSE,0.93,6,2,2,,6.20E+05,3.15E+05,1.83E+05,2.68E+05,3.77E+05,5.07E+05,2.91E+05,3.94E+05,3.74E+05,3.65E+05,3.01E+05,4.39E+05,1.00:0.51:0.30:0.43:0.61:0.82:0.47:0.64:0.60:0.59:0.49:0.71,3.78E+05,3.61E+05,1.00:0.95,0.96,-0.07,37498,Poly(rC)-binding protein 1 OS=Mus musculus GN=Pcbp1 PE=1 SV=1
76,143,Q9D6R2|IDH3A_MOUSE,0.93,47,20,20,Oxidation (M); N-ethylmaleimide on cysteines,2.14E+07,3.89E+07,3.60E+07,2.76E+07,4.00E+07,5.10E+07,2.87E+07,3.81E+07,2.11E+07,3.72E+07,4.13E+07,4.05E+07,1.00:1.82:1.68:1.29:1.87:2.38:1.34:1.78:0.99:1.74:1.93:1.89,3.58E+07,3.45E+07,1.00:0.96,0.96,-0.05,39639,Isocitrate dehydrogenase [NAD] subunit alpha  mitochondrial OS=Mus musculus GN=Idh3a PE=1 SV=1
1355,3476,Q9CQ92|FIS1_MOUSE,0.93,8,1,1,,1.34E+05,1.45E+05,6.56E+04,7.21E+04,6.69E+04,8.60E+04,6.55E+04,1.09E+05,6.85E+04,1.07E+05,7.13E+04,1.22E+05,1.00:1.09:0.49:0.54:0.50:0.64:0.49:0.81:0.51:0.80:0.53:0.92,9.49E+04,9.05E+04,1.00:0.95,0.95,-0.07,17009,Mitochondrial fission 1 protein OS=Mus musculus GN=Fis1 PE=1 SV=1
119,121,Q8CHT0|AL4A1_MOUSE,0.92,41,23,22,N-ethylmaleimide on cysteines,4.95E+06,5.38E+06,5.29E+06,3.85E+06,4.72E+06,6.54E+06,4.90E+06,5.65E+06,4.06E+06,6.11E+06,5.57E+06,5.12E+06,1.00:1.09:1.07:0.78:0.95:1.32:0.99:1.14:0.82:1.24:1.13:1.03,5.13E+06,5.24E+06,1.00:1.02,1.02,0.03,61811,Delta-1-pyrroline-5-carboxylate dehydrogenase  mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=2
877,706,P97351|RS3A_MOUSE,0.91,7,2,2,,9.27E+05,6.01E+05,3.67E+05,3.97E+05,4.13E+05,8.02E+05,6.89E+05,6.42E+05,6.02E+05,4.02E+05,4.30E+05,5.83E+05,1.00:0.65:0.40:0.43:0.45:0.86:0.74:0.69:0.65:0.43:0.46:0.63,5.84E+05,5.58E+05,1.00:0.95,0.96,-0.07,29885,40S ribosomal protein S3a OS=Mus musculus GN=Rps3a PE=1 SV=3
133,335,Q9DCX2|ATP5H_MOUSE,0.9,81,12,12,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines,1.51E+07,2.82E+07,1.64E+07,1.75E+07,1.74E+07,1.61E+07,1.67E+07,2.24E+07,2.03E+07,2.30E+07,1.34E+07,1.08E+07,1.00:1.86:1.08:1.16:1.15:1.06:1.10:1.48:1.34:1.52:0.88:0.71,1.84E+07,1.78E+07,1.00:0.96,0.97,-0.05,18749,ATP synthase subunit d  mitochondrial OS=Mus musculus GN=Atp5h PE=1 SV=3
34,58,Q62234|MYOM1_MOUSE,0.89,45,66,64,N-ethylmaleimide on cysteines,4.03E+06,6.57E+06,4.81E+06,4.81E+06,6.44E+06,5.98E+06,5.47E+06,5.65E+06,3.87E+06,4.83E+06,6.80E+06,6.93E+06,1.00:1.63:1.19:1.20:1.60:1.48:1.36:1.40:0.96:1.20:1.69:1.72,5.44E+06,5.59E+06,1.00:1.03,1.03,0.04,185463,Myomesin-1 OS=Mus musculus GN=Myom1 PE=1 SV=2
1292,846,Q8BG32|PSD11_MOUSE,0.89,5,2,2,,1.77E+05,1.42E+05,1.23E+05,7.15E+04,2.06E+05,3.66E+05,1.84E+05,1.19E+05,7.74E+04,1.54E+05,3.10E+05,1.65E+05,1.00:0.80:0.70:0.40:1.17:2.07:1.04:0.67:0.44:0.87:1.76:0.94,1.81E+05,1.68E+05,1.00:0.93,0.93,-0.11,47437,26S proteasome non-ATPase regulatory subunit 11 OS=Mus musculus GN=Psmd11 PE=1 SV=3
357,244,P63330|PP2AA_MOUSE,0.89,46,11,2,N-ethylmaleimide on cysteines,3.81E+05,4.70E+05,5.43E+05,4.88E+05,5.04E+05,6.81E+05,4.97E+05,4.96E+05,4.48E+05,5.09E+05,5.96E+05,5.87E+05,1.00:1.23:1.42:1.28:1.32:1.79:1.30:1.30:1.18:1.34:1.56:1.54,5.11E+05,5.22E+05,1.00:1.02,1.02,0.03,35608,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Mus musculus GN=Ppp2ca PE=1 SV=1
376,212,Q76MZ3|2AAA_MOUSE,0.88,23,13,8,N-ethylmaleimide on cysteines,1.68E+06,1.69E+06,5.57E+05,4.72E+05,6.36E+05,1.93E+06,1.09E+06,1.39E+06,6.32E+05,1.08E+06,1.62E+06,1.58E+06,1.00:1.01:0.33:0.28:0.38:1.15:0.65:0.83:0.38:0.65:0.97:0.95,1.16E+06,1.23E+06,1.00:1.06,1.06,0.08,65323,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus GN=Ppp2r1a PE=1 SV=3
501,331,Q3UM45|PP1R7_MOUSE,0.86,30,8,8,N-ethylmaleimide on cysteines,8.10E+05,6.87E+05,4.36E+05,1.28E+06,1.47E+06,7.78E+05,1.06E+06,6.93E+05,3.77E+05,8.93E+05,1.03E+06,1.75E+06,1.00:0.85:0.54:1.58:1.81:0.96:1.31:0.86:0.47:1.10:1.27:2.16,9.10E+05,9.68E+05,1.00:1.06,1.06,0.09,41292,Protein phosphatase 1 regulatory subunit 7 OS=Mus musculus GN=Ppp1r7 PE=1 SV=2
538,543,P10518|HEM2_MOUSE,0.85,22,5,5,,1.18E+06,1.33E+06,1.73E+06,1.79E+06,1.86E+06,1.93E+06,1.90E+06,1.66E+06,1.35E+06,1.39E+06,1.93E+06,1.81E+06,1.00:1.13:1.46:1.52:1.57:1.64:1.61:1.41:1.14:1.18:1.63:1.54,1.64E+06,1.68E+06,1.00:1.02,1.02,0.03,36024,Delta-aminolevulinic acid dehydratase OS=Mus musculus GN=Alad PE=1 SV=1
1192,1753,Q8K3J1|NDUS8_MOUSE,0.84,8,2,2,,1.46E+06,2.03E+06,8.32E+05,5.18E+05,8.48E+05,1.06E+06,8.88E+05,1.24E+06,7.86E+05,1.44E+06,1.04E+06,1.01E+06,1.00:1.39:0.57:0.35:0.58:0.72:0.61:0.85:0.54:0.99:0.71:0.69,1.12E+06,1.07E+06,1.00:0.95,0.96,-0.07,24038,NADH dehydrogenase [ubiquinone] iron-sulfur protein 8  mitochondrial OS=Mus musculus GN=Ndufs8 PE=1 SV=1
1191,1587,O88487|DC1I2_MOUSE,0.83,2,1,1,,3.27E+05,2.91E+05,2.32E+05,1.29E+05,1.82E+05,2.44E+05,1.75E+05,2.62E+05,1.58E+05,2.38E+05,3.68E+05,2.61E+05,1.00:0.89:0.71:0.39:0.56:0.75:0.54:0.80:0.48:0.73:1.13:0.80,2.34E+05,2.44E+05,1.00:1.04,1.04,0.06,68394,Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus GN=Dync1i2 PE=2 SV=1
89,259,O55126|NIPS2_MOUSE,0.81,55,18,15,Oxidation (M); N-ethylmaleimide on cysteines,4.49E+07,4.40E+07,2.33E+07,1.34E+07,1.33E+07,4.37E+07,2.85E+07,3.62E+07,3.07E+07,4.71E+07,2.75E+07,2.23E+07,1.00:0.98:0.52:0.30:0.29:0.97:0.63:0.81:0.68:1.05:0.61:0.50,3.04E+07,3.21E+07,1.00:1.05,1.06,0.08,32933,Protein NipSnap homolog 2 OS=Mus musculus GN=Gbas PE=2 SV=1
261,138,Q9QUR6|PPCE_MOUSE,0.79,21,12,12,N-ethylmaleimide on cysteines,1.85E+06,1.75E+06,1.73E+06,1.83E+06,1.52E+06,1.81E+06,1.76E+06,1.61E+06,1.64E+06,1.72E+06,1.99E+06,1.86E+06,1.00:0.94:0.93:0.99:0.82:0.98:0.95:0.87:0.89:0.93:1.07:1.01,1.75E+06,1.76E+06,1.00:1.01,1.01,0.01,80752,Prolyl endopeptidase OS=Mus musculus GN=Prep PE=2 SV=1
594,416,A3KMP2|TTC38_MOUSE,0.78,11,5,5,N-ethylmaleimide on cysteines,6.77E+05,4.23E+05,3.69E+05,4.75E+05,3.64E+05,6.73E+05,3.02E+05,5.00E+05,1.02E+05,4.81E+05,6.73E+05,7.75E+05,1.00:0.62:0.54:0.70:0.54:0.99:0.45:0.74:0.15:0.71:0.99:1.14,4.97E+05,4.72E+05,1.00:0.95,0.95,-0.07,52224,Tetratricopeptide repeat protein 38 OS=Mus musculus GN=Ttc38 PE=2 SV=2
1356,3524,P56393|COX7B_MOUSE,0.77,10,1,1,,4.90E+05,8.17E+05,6.12E+05,5.00E+05,3.77E+05,6.25E+05,6.06E+05,4.96E+05,5.12E+05,5.24E+05,5.14E+05,6.81E+05,1.00:1.67:1.25:1.02:0.77:1.27:1.24:1.01:1.04:1.07:1.05:1.39,5.70E+05,5.55E+05,1.00:0.97,0.97,-0.04,9011,Cytochrome c oxidase subunit 7B  mitochondrial OS=Mus musculus GN=Cox7b PE=2 SV=1
1055,1131,P68040|GBLP_MOUSE,0.77,7,2,2,,1.82E+06,1.01E+06,5.07E+05,6.58E+05,5.81E+05,1.34E+06,9.08E+05,9.06E+05,1.35E+06,0,8.04E+05,1.22E+06,1.00:0.56:0.28:0.36:0.32:0.74:0.50:0.50:0.74:0:0.44:0.67,9.88E+05,9.44E+05,1.00:0.96,0.96,-0.07,35077,Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Mus musculus GN=Gnb2l1 PE=1 SV=3
161,324,Q9QZ47|TNNT3_MOUSE,0.77,39,16,13,Oxidation (M),9.10E+06,2.26E+07,1.93E+07,3.44E+07,2.85E+07,2.34E+07,2.27E+07,1.98E+07,2.26E+07,1.96E+07,1.77E+07,3.00E+07,1.00:2.49:2.13:3.78:3.13:2.57:2.50:2.18:2.48:2.15:1.94:3.30,2.29E+07,2.21E+07,1.00:0.96,0.97,-0.05,32241,Troponin T  fast skeletal muscle OS=Mus musculus GN=Tnnt3 PE=1 SV=3
195,485,P62983|RS27A_MOUSE,0.77,40,7,1,,2.05E+06,2.47E+06,2.80E+06,1.79E+06,2.74E+06,2.80E+06,2.27E+06,2.86E+06,1.24E+06,2.16E+06,3.50E+06,3.09E+06,1.00:1.20:1.36:0.87:1.33:1.36:1.11:1.39:0.61:1.05:1.70:1.50,2.44E+06,2.52E+06,1.00:1.03,1.03,0.05,17951,Ubiquitin-40S ribosomal protein S27a OS=Mus musculus GN=Rps27a PE=1 SV=2
97,93,Q8QZT1|THIL_MOUSE,0.76,58,22,21,Oxidation (M); N-ethylmaleimide on cysteines,1.92E+07,1.46E+07,1.52E+07,1.33E+07,1.96E+07,1.94E+07,1.31E+07,1.72E+07,8.57E+06,1.65E+07,2.12E+07,2.17E+07,1.00:0.76:0.79:0.70:1.02:1.01:0.68:0.90:0.45:0.86:1.11:1.13,1.69E+07,1.64E+07,1.00:0.97,0.97,-0.04,44816,Acetyl-CoA acetyltransferase  mitochondrial OS=Mus musculus GN=Acat1 PE=1 SV=1
