Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
Q64520|KGUA_MOUSE,7.86,121.09,18.982,20.938,1,1.10,11,3,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),21918,Guanylate kinase OS=Mus musculus GN=Guk1 PE=1 SV=2
tr|E9Q7K1|E9Q7K1_MOUSE,7.86,121.09,18.982,20.938,1,1.10,11,3,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),22843,Guanylate kinase OS=Mus musculus GN=Guk1 PE=1 SV=1
tr|Q564G0|Q564G0_MOUSE,7.86,121.09,18.982,20.938,1,1.10,10,3,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),24032,Guanylate kinase OS=Mus musculus GN=Guk1 PE=1 SV=1
Q9CQZ6|NDUB3_MOUSE,0.63,121.03,261.287,250.737,1,0.96,35,4,4,TMT6plex,11692,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Mus musculus GN=Ndufb3 PE=1 SV=1
tr|E9Q0H6|E9Q0H6_MOUSE,3.8,120.95,69.038,55.662,1,0.81,27,4,4,TMT6plex,20616,Fatty acid-binding protein  brain OS=Mus musculus GN=Fabp7 PE=1 SV=1
P51880|FABP7_MOUSE,3.8,120.95,69.038,55.662,1,0.81,38,4,4,TMT6plex,14893,Fatty acid-binding protein  brain OS=Mus musculus GN=Fabp7 PE=1 SV=2
Q3UJU9|RMD3_MOUSE,2.74,120.87,15.776,14.974,1,0.95,4,2,2,TMT6plex,52029,Regulator of microtubule dynamics protein 3 OS=Mus musculus GN=Rmdn3 PE=1 SV=2
Q8BP67|RL24_MOUSE,3.85,120.87,120.594,109.728,1,0.91,20,3,3,Carbamidomethylation; TMT6plex,17779,60S ribosomal protein L24 OS=Mus musculus GN=Rpl24 PE=1 SV=2
P37804|TAGL_MOUSE,2.72,120.64,42.559,43.208,1,1.02,21,4,4,TMT6plex,22576,Transgelin OS=Mus musculus GN=Tagln PE=1 SV=3
P59764|DOCK4_MOUSE,1.98,120.58,24.629,25.861,1,1.05,1,4,2,TMT6plex,226548,Dedicator of cytokinesis protein 4 OS=Mus musculus GN=Dock4 PE=1 SV=1
Q6P069|SORCN_MOUSE,0.55,120.44,194.769,202.049,1,1.04,21,4,4,TMT6plex,21627,Sorcin OS=Mus musculus GN=Sri PE=1 SV=1
Q3UUI3|THEM4_MOUSE,2.12,120.4,43.963,46.446,1,1.06,14,4,3,TMT6plex,26031,Acyl-coenzyme A thioesterase THEM4 OS=Mus musculus GN=Them4 PE=1 SV=1
O08583|THOC4_MOUSE,2.53,120.39,57.505,46.945,1,0.82,8,3,2,TMT6plex,26940,THO complex subunit 4 OS=Mus musculus GN=Alyref PE=1 SV=3
Q9JJW6|ALRF2_MOUSE,2.53,120.39,57.505,46.945,1,0.82,10,3,2,TMT6plex,23730,Aly/REF export factor 2 OS=Mus musculus GN=Alyref2 PE=1 SV=1
tr|G3X9I4|G3X9I4_MOUSE,2.53,120.39,57.505,46.945,1,0.82,10,3,2,TMT6plex,23785,Aly/REF export factor 2 OS=Mus musculus GN=Alyref2 PE=1 SV=1
Q8BG51|MIRO1_MOUSE,3.34,120.35,58.861,48.761,1,0.83,5,7,4,Carbamidomethylation; TMT6plex,72242,Mitochondrial Rho GTPase 1 OS=Mus musculus GN=Rhot1 PE=1 SV=1
B9EJA2|CTTB2_MOUSE,2.74,120.34,15.09,15.428,1,1.02,1,7,2,TMT6plex,178773,Cortactin-binding protein 2 OS=Mus musculus GN=Cttnbp2 PE=1 SV=2
Q8BL97|SRSF7_MOUSE,1.11,120.32,73.92,71.765,1,0.97,11,2,2,TMT6plex,30818,Serine/arginine-rich splicing factor 7 OS=Mus musculus GN=Srsf7 PE=1 SV=1
Q3TDN2|FAF2_MOUSE,3.99,120.29,41.554,32.952,1,0.79,13,5,4,TMT6plex,52471,FAS-associated factor 2 OS=Mus musculus GN=Faf2 PE=1 SV=2
A2AJA9|CI172_MOUSE,1.65,119.83,48.206,43.399,1,0.90,3,3,3,Carbamidomethylation; TMT6plex,107186,Uncharacterized protein C9orf172 homolog OS=Mus musculus GN=Gm996 PE=1 SV=1
Q60771|CLD11_MOUSE,3.09,119.82,580.606,660.916,1,1.14,10,2,2,TMT6plex,22114,Claudin-11 OS=Mus musculus GN=Cldn11 PE=1 SV=1
P55302|AMRP_MOUSE,0.77,119.81,100.367,102.534,1,1.02,6,3,3,TMT6plex,42215,Alpha-2-macroglobulin receptor-associated protein OS=Mus musculus GN=Lrpap1 PE=1 SV=1
Q8CIP4|MARK4_MOUSE,1.92,119.77,11.038,10.051,1,0.91,1,3,1,TMT6plex,82644,MAP/microtubule affinity-regulating kinase 4 OS=Mus musculus GN=Mark4 PE=1 SV=1
tr|D3Z1H9|D3Z1H9_MOUSE,5.94,119.77,36.88,36.674,1,0.99,16,3,3,Carbamidomethylation; TMT6plex,21535,Glycolipid transfer protein OS=Mus musculus GN=Gltp PE=1 SV=1
Q9JL62|GLTP_MOUSE,5.94,119.77,36.88,36.674,1,0.99,15,3,3,Carbamidomethylation; TMT6plex,23690,Glycolipid transfer protein OS=Mus musculus GN=Gltp PE=1 SV=3
P03921|NU5M_MOUSE,1.82,119.68,86.059,80.732,1,0.94,3,2,2,TMT6plex,68475,NADH-ubiquinone oxidoreductase chain 5 OS=Mus musculus GN=Mtnd5 PE=1 SV=3
Q8K2C9|HACD3_MOUSE,1.9,119.67,72.213,72.556,1,1.00,11,4,3,TMT6plex,43131,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Mus musculus GN=Hacd3 PE=1 SV=2
P11352|GPX1_MOUSE,0.52,119.67,36.864,36.014,1,0.98,25,5,4,TMT6plex,22329,Glutathione peroxidase 1 OS=Mus musculus GN=Gpx1 PE=1 SV=2
Q9CR57|RL14_MOUSE,3.11,119.41,63.647,59.399,1,0.93,17,4,3,TMT6plex,23564,60S ribosomal protein L14 OS=Mus musculus GN=Rpl14 PE=1 SV=3
Q99PL6|UBXN6_MOUSE,0.73,119.25,17.483,17.465,1,1.00,2,3,1,TMT6plex,49796,UBX domain-containing protein 6 OS=Mus musculus GN=Ubxn6 PE=1 SV=1
Q9JJI8|RL38_MOUSE,14.65,119.09,164.987,205.331,1,1.24,51,5,5,TMT6plex,8204,60S ribosomal protein L38 OS=Mus musculus GN=Rpl38 PE=1 SV=3
Q9DBL7|COASY_MOUSE,2.46,119.04,17.738,21.626,1,1.22,4,2,1,TMT6plex,62023,Bifunctional coenzyme A synthase OS=Mus musculus GN=Coasy PE=1 SV=2
Q9DB72|BTBDH_MOUSE,2.18,118.99,31.297,26.227,1,0.84,6,3,2,TMT6plex,52602,BTB/POZ domain-containing protein 17 OS=Mus musculus GN=Btbd17 PE=1 SV=1
Q61282|PGCA_MOUSE,4.27,118.96,14.229,22.828,1,1.60,1,1,1,Carbamidomethylation; TMT6plex,221939,Aggrecan core protein OS=Mus musculus GN=Acan PE=1 SV=2
tr|A0A0G2JEP0|A0A0G2JEP0_MOUSE,0.74,118.94,31.265,27.956,1,0.89,1,3,1,TMT6plex,63915,Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus GN=Fxr1 PE=1 SV=1
Q61584|FXR1_MOUSE,0.74,118.94,31.265,27.956,1,0.89,1,3,1,TMT6plex,76222,Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus GN=Fxr1 PE=1 SV=2
Q9QUH0|GLRX1_MOUSE,1.1,118.82,55.527,51.003,1,0.92,10,3,1,TMT6plex,11871,Glutaredoxin-1 OS=Mus musculus GN=Glrx PE=1 SV=3
tr|D3YV16|D3YV16_MOUSE,6.41,118.68,11.358,7.59,1,0.67,5,2,1,TMT6plex,20130,Ras-related protein Rab-30 OS=Mus musculus GN=Rab30 PE=1 SV=1
Q8BFY6|PEF1_MOUSE,4.4,118.48,33.036,23.853,1,0.72,9,2,2,Carbamidomethylation; TMT6plex,29228,Peflin OS=Mus musculus GN=Pef1 PE=1 SV=1
P41105|RL28_MOUSE,4.7,118.39,90.844,77.67,1,0.85,19,3,3,Carbamidomethylation; TMT6plex,15733,60S ribosomal protein L28 OS=Mus musculus GN=Rpl28 PE=1 SV=2
Q5RJI5|BRSK1_MOUSE,0.59,118.38,9.539,8.703,1,0.91,1,3,1,TMT6plex,85155,Serine/threonine-protein kinase BRSK1 OS=Mus musculus GN=Brsk1 PE=1 SV=1
tr|D3Z5P0|D3Z5P0_MOUSE,0.59,118.38,9.539,8.703,1,0.91,1,3,1,TMT6plex,77197,Serine/threonine-protein kinase BRSK1 OS=Mus musculus GN=Brsk1 PE=1 SV=1
P11087|CO1A1_MOUSE,5.19,118.27,47.631,42.666,1,0.90,4,5,5,TMT6plex; Oxidation (M),138033,Collagen alpha-1(I) chain OS=Mus musculus GN=Col1a1 PE=1 SV=4
Q8C3Q5|SHSA7_MOUSE,2.16,118.17,69.054,65.128,1,0.94,7,4,4,TMT6plex,58334,Protein shisa-7 OS=Mus musculus GN=Shisa7 PE=1 SV=3
Q9DC70|NDUS7_MOUSE,1.3,118.16,179.854,171.735,1,0.95,25,5,5,TMT6plex,24683,NADH dehydrogenase [ubiquinone] iron-sulfur protein 7  mitochondrial OS=Mus musculus GN=Ndufs7 PE=1 SV=1
Q9D8W7|OCAD2_MOUSE,6.89,118.12,79.231,78.358,1,0.99,18,3,3,Carbamidomethylation; TMT6plex,16926,OCIA domain-containing protein 2 OS=Mus musculus GN=Ociad2 PE=1 SV=1
Q80U23|SNPH_MOUSE,1.61,118.09,52.752,51.97,1,0.99,10,7,4,Carbamidomethylation; TMT6plex,53753,Syntaphilin OS=Mus musculus GN=Snph PE=1 SV=3
Q8K354|CBR3_MOUSE,3.24,118.02,49.609,58.783,1,1.18,13,6,3,Carbamidomethylation; TMT6plex,30953,Carbonyl reductase [NADPH] 3 OS=Mus musculus GN=Cbr3 PE=1 SV=1
tr|Q3TMX5|Q3TMX5_MOUSE,1.22,117.83,17.148,17.304,1,1.01,17,2,2,Carbamidomethylation; TMT6plex,20388,Arginine-rich  mutated in early stage tumors  isoform CRA_b OS=Mus musculus GN=Manf PE=1 SV=1
Q9CXI5|MANF_MOUSE,1.22,117.83,17.148,17.304,1,1.01,17,2,2,Carbamidomethylation; TMT6plex,20374,Mesencephalic astrocyte-derived neurotrophic factor OS=Mus musculus GN=Manf PE=1 SV=1
Q9QZF2|GPC1_MOUSE,1.63,117.76,41.809,39.721,1,0.95,9,3,3,Carbamidomethylation; TMT6plex,61360,Glypican-1 OS=Mus musculus GN=Gpc1 PE=1 SV=1
tr|A0A1B0GQU8|A0A1B0GQU8_MOUSE,4.06,117.66,146.18,150.973,1,1.03,26,4,4,TMT6plex,18101,60S ribosomal protein L18 OS=Mus musculus GN=Rpl18 PE=1 SV=1
P35980|RL18_MOUSE,4.06,117.66,146.18,150.973,1,1.03,22,4,4,TMT6plex,21645,60S ribosomal protein L18 OS=Mus musculus GN=Rpl18 PE=1 SV=3
tr|A0A1B0GSF7|A0A1B0GSF7_MOUSE,4.06,117.66,146.18,150.973,1,1.03,30,4,4,TMT6plex,15245,60S ribosomal protein L18 OS=Mus musculus GN=Rpl18 PE=1 SV=1
Q9CQF3|CPSF5_MOUSE,2.02,117.61,109.109,100.043,1,0.92,30,6,6,TMT6plex,26240,Cleavage and polyadenylation specificity factor subunit 5 OS=Mus musculus GN=Nudt21 PE=1 SV=1
Q62376|RU17_MOUSE,2.71,117.55,34.998,32.205,1,0.92,10,4,4,TMT6plex; Deamidation (NQ),51992,U1 small nuclear ribonucleoprotein 70 kDa OS=Mus musculus GN=Snrnp70 PE=1 SV=2
tr|Q3TCD4|Q3TCD4_MOUSE,4.67,117.5,38.539,32.937,1,0.85,10,7,4,TMT6plex,41780,Enoyl-CoA delta isomerase 2  mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=1
Q9WUR2|ECI2_MOUSE,4.67,117.5,38.539,32.937,1,0.85,10,7,4,TMT6plex,43268,Enoyl-CoA delta isomerase 2  mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2
P62855|RS26_MOUSE,1.87,117.27,110.449,104.819,1,0.95,31,3,3,Carbamidomethylation; TMT6plex,13015,40S ribosomal protein S26 OS=Mus musculus GN=Rps26 PE=1 SV=3
Q99J08|S14L2_MOUSE,1.36,117.22,29.606,30.359,1,1.03,2,3,1,TMT6plex,46300,SEC14-like protein 2 OS=Mus musculus GN=Sec14l2 PE=1 SV=1
Q8VIM9|IRGQ_MOUSE,5.19,117.17,41.027,37.04,1,0.90,8,5,4,Carbamidomethylation; TMT6plex,59323,Immunity-related GTPase family Q protein OS=Mus musculus GN=Irgq PE=1 SV=1
Q3UHX2|HAP28_MOUSE,9.04,117.14,147.68,101.45,1,0.69,14,2,2,TMT6plex,20605,28 kDa heat- and acid-stable phosphoprotein OS=Mus musculus GN=Pdap1 PE=1 SV=1
Q8R2Y0|ABHD6_MOUSE,1.07,116.92,10.656,9.113,1,0.86,4,1,1,TMT6plex,38205,Monoacylglycerol lipase ABHD6 OS=Mus musculus GN=Abhd6 PE=1 SV=1
Q9D8U8|SNX5_MOUSE,2.26,116.83,38.06,33.714,1,0.89,7,6,3,TMT6plex,46797,Sorting nexin-5 OS=Mus musculus GN=Snx5 PE=1 SV=1
Q8CG72|ARHL2_MOUSE,1.61,116.73,26.097,23.663,1,0.91,7,3,2,TMT6plex,39414,Poly(ADP-ribose) glycohydrolase ARH3 OS=Mus musculus GN=Adprhl2 PE=1 SV=1
Q9WVA2|TIM8A_MOUSE,0.49,116.51,65.561,66.725,1,1.02,49,4,4,Carbamidomethylation; TMT6plex,11042,Mitochondrial import inner membrane translocase subunit Tim8 A OS=Mus musculus GN=Timm8a1 PE=1 SV=1
tr|A2A543|A2A543_MOUSE,2.51,116.42,9.092,6.667,1,0.73,1,5,1,TMT6plex,65482,Voltage-dependent L-type calcium channel subunit beta-1 OS=Mus musculus GN=Cacnb1 PE=1 SV=1
Q8R3Z5|CACB1_MOUSE,2.51,116.42,9.092,6.667,1,0.73,1,5,1,TMT6plex,65486,Voltage-dependent L-type calcium channel subunit beta-1 OS=Mus musculus GN=Cacnb1 PE=1 SV=1
tr|A0A0R4J194|A0A0R4J194_MOUSE,2.51,116.42,9.092,6.667,1,0.73,1,5,1,TMT6plex,74114,Voltage-dependent L-type calcium channel subunit beta-1 OS=Mus musculus GN=Cacnb1 PE=1 SV=1
tr|D3Z3Z3|D3Z3Z3_MOUSE,1.55,116.41,11.996,11.341,1,0.95,1,5,1,TMT6plex,54396,Voltage-dependent L-type calcium channel subunit beta-3 OS=Mus musculus GN=Cacnb3 PE=1 SV=1
P54285|CACB3_MOUSE,1.55,116.41,11.996,11.341,1,0.95,1,5,1,TMT6plex,54572,Voltage-dependent L-type calcium channel subunit beta-3 OS=Mus musculus GN=Cacnb3 PE=1 SV=2
tr|Q3V335|Q3V335_MOUSE,4.73,116.23,53.661,50.666,1,0.94,14,5,4,TMT6plex,34718,E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus GN=Nedd4 PE=1 SV=1
tr|A0A0U1RNF2|A0A0U1RNF2_MOUSE,2.3,116.15,70.921,65.01,1,0.92,11,5,4,Carbamidomethylation; TMT6plex,38161,Leucine carboxyl methyltransferase 1 OS=Mus musculus GN=Lcmt1 PE=1 SV=1
tr|A2RTH5|A2RTH5_MOUSE,2.3,116.15,70.921,65.01,1,0.92,11,5,4,Carbamidomethylation; TMT6plex,38192,Leucine carboxyl methyltransferase 1 OS=Mus musculus GN=Lcmt1 PE=1 SV=1
Q9JKB1|UCHL3_MOUSE,12.45,116.14,85.469,115.31,1,1.35,18,5,4,TMT6plex,26152,Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Mus musculus GN=Uchl3 PE=1 SV=2
Q9EPL8|IPO7_MOUSE,1.85,116.08,40.469,38.886,1,0.96,5,6,4,TMT6plex,119486,Importin-7 OS=Mus musculus GN=Ipo7 PE=1 SV=2
P62743|AP2S1_MOUSE,0.26,115.83,325.731,331.352,1,1.02,28,4,4,TMT6plex; Oxidation (M),17018,AP-2 complex subunit sigma OS=Mus musculus GN=Ap2s1 PE=1 SV=1
Q78IK2|USMG5_MOUSE,1.66,115.83,216.766,222.43,1,1.03,45,3,3,TMT6plex,6382,Up-regulated during skeletal muscle growth protein 5 OS=Mus musculus GN=Usmg5 PE=1 SV=1
P97447|FHL1_MOUSE,2.95,115.8,38.475,34.197,1,0.89,7,2,2,TMT6plex,31889,Four and a half LIM domains protein 1 OS=Mus musculus GN=Fhl1 PE=1 SV=3
tr|A2AEX8|A2AEX8_MOUSE,2.95,115.8,38.475,34.197,1,0.89,7,2,2,TMT6plex,33564,Four and a half LIM domains 1  isoform CRA_b OS=Mus musculus GN=Fhl1 PE=1 SV=1
tr|A2AEX6|A2AEX6_MOUSE,2.95,115.8,38.475,34.197,1,0.89,6,2,2,TMT6plex,35081,Four and a half LIM domains protein 1 OS=Mus musculus GN=Fhl1 PE=1 SV=1
Q921M3|SF3B3_MOUSE,0.86,115.7,57.139,56.893,1,1.00,3,5,4,TMT6plex,135550,Splicing factor 3B subunit 3 OS=Mus musculus GN=Sf3b3 PE=1 SV=1
Q61290|CAC1E_MOUSE,1.73,115.54,52.672,52.512,1,1.00,1,5,2,TMT6plex,257233,Voltage-dependent R-type calcium channel subunit alpha-1E OS=Mus musculus GN=Cacna1e PE=1 SV=1
tr|A0A087WS83|A0A087WS83_MOUSE,1.73,115.54,52.672,52.512,1,1.00,1,5,2,TMT6plex,257199,Voltage-dependent R-type calcium channel subunit alpha OS=Mus musculus GN=Cacna1e PE=1 SV=1
tr|A2A5N3|A2A5N3_MOUSE,4.21,115.4,7.545,5.509,1,0.73,1,4,1,TMT6plex,67433,Polyadenylate-binding protein OS=Mus musculus GN=Pabpc1l PE=2 SV=1
Q9D906|ATG7_MOUSE,2.86,115.38,32.398,33.318,1,1.03,4,5,3,TMT6plex; Oxidation (M),77520,Ubiquitin-like modifier-activating enzyme ATG7 OS=Mus musculus GN=Atg7 PE=1 SV=1
tr|A0A0A0MQN4|A0A0A0MQN4_MOUSE,2.86,115.38,32.398,33.318,1,1.03,4,5,3,TMT6plex; Oxidation (M),82277,Ubiquitin-like modifier-activating enzyme ATG7 OS=Mus musculus GN=Atg7 PE=1 SV=1
Q6IFZ6|K2C1B_MOUSE,1.54,115.32,8.869,10.168,1,1.15,2,6,1,TMT6plex,61359,Keratin  type II cytoskeletal 1b OS=Mus musculus GN=Krt77 PE=1 SV=1
P0C192|LRC4B_MOUSE,0.88,115.24,113.607,105.318,1,0.93,3,3,2,TMT6plex,76156,Leucine-rich repeat-containing protein 4B OS=Mus musculus GN=Lrrc4b PE=1 SV=1
tr|Q0VF62|Q0VF62_MOUSE,1.42,115.1,29.877,30.813,1,1.03,4,4,3,TMT6plex,99465,Bcas3 protein OS=Mus musculus GN=Bcas3 PE=1 SV=1
Q8CCN5|BCAS3_MOUSE,1.42,115.1,29.877,30.813,1,1.03,4,4,3,TMT6plex,101021,Breast carcinoma-amplified sequence 3 homolog OS=Mus musculus GN=Bcas3 PE=1 SV=2
tr|B1AR74|B1AR74_MOUSE,1.42,115.1,29.877,30.813,1,1.03,4,4,3,TMT6plex,102772,Breast carcinoma-amplified sequence 3 homolog OS=Mus musculus GN=Bcas3 PE=1 SV=1
tr|E0CZ50|E0CZ50_MOUSE,1.38,115.04,18.185,19.399,1,1.07,4,4,1,TMT6plex,24949,Protein NDRG4 (Fragment) OS=Mus musculus GN=Ndrg4 PE=1 SV=8
tr|B2RY58|B2RY58_MOUSE,1.09,114.94,19.62,17.275,1,0.88,1,3,1,TMT6plex,129065,Hyperpolarization-activated  cyclic nucleotide-gated K+ 4 OS=Mus musculus GN=Hcn4 PE=1 SV=1
Q8BFQ8|GALD1_MOUSE,7.77,114.89,47.982,45.846,1,0.96,28,4,4,Carbamidomethylation; TMT6plex,23277,Glutamine amidotransferase-like class 1 domain-containing protein 1 OS=Mus musculus GN=Gatd1 PE=1 SV=1
Q8BR92|PALM2_MOUSE,2.15,114.71,37.056,32.791,1,0.88,10,5,3,TMT6plex; Deamidation (NQ),42095,Paralemmin-2 OS=Mus musculus GN=Palm2 PE=1 SV=1
tr|Q4FJZ2|Q4FJZ2_MOUSE,1.49,114.67,10.241,11.663,1,1.14,2,2,1,TMT6plex,59603,Importin subunit alpha OS=Mus musculus GN=Kpna6 PE=1 SV=1
O35345|IMA7_MOUSE,1.49,114.67,10.241,11.663,1,1.14,2,2,1,TMT6plex,59964,Importin subunit alpha-7 OS=Mus musculus GN=Kpna6 PE=1 SV=2
Q9DCZ1|GMPR1_MOUSE,1.45,114.61,8.359,10.051,1,1.20,6,3,1,Carbamidomethylation; TMT6plex,37482,GMP reductase 1 OS=Mus musculus GN=Gmpr PE=1 SV=1
P14115|RL27A_MOUSE,2.61,114.35,188.484,172.072,1,0.91,20,3,3,TMT6plex,16605,60S ribosomal protein L27a OS=Mus musculus GN=Rpl27a PE=1 SV=5
tr|A0A140LHA2|A0A140LHA2_MOUSE,3.58,114.34,29.463,30.066,1,1.02,18,4,4,TMT6plex; Deamidation (NQ),36766,Mitotic checkpoint protein BUB3 OS=Mus musculus GN=Bub3 PE=1 SV=1
Q9WVA3|BUB3_MOUSE,3.58,114.34,29.463,30.066,1,1.02,17,4,4,TMT6plex; Deamidation (NQ),36955,Mitotic checkpoint protein BUB3 OS=Mus musculus GN=Bub3 PE=1 SV=2
Q8BFP9|PDK1_MOUSE,2.67,114.33,13.16,14.798,1,1.12,4,3,2,TMT6plex,48995,[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1  mitochondrial OS=Mus musculus GN=Pdk1 PE=1 SV=2
tr|Q80VX2|Q80VX2_MOUSE,2.55,114.31,149.052,140.541,1,0.94,15,4,4,TMT6plex,31270,CD200 antigen OS=Mus musculus GN=Cd200 PE=1 SV=1
O54901|OX2G_MOUSE,2.55,114.31,149.052,140.541,1,0.94,15,4,4,TMT6plex,31256,OX-2 membrane glycoprotein OS=Mus musculus GN=Cd200 PE=1 SV=1
tr|E9QMY1|E9QMY1_MOUSE,2.55,114.31,149.052,140.541,1,0.94,16,4,4,TMT6plex,30292,OX-2 membrane glycoprotein OS=Mus musculus GN=Cd200 PE=1 SV=1
Q8BH58|TIPRL_MOUSE,1.98,114.13,98.597,92.746,1,0.94,13,3,3,TMT6plex,31254,TIP41-like protein OS=Mus musculus GN=Tiprl PE=1 SV=1
Q9R1C6|DGKE_MOUSE,3.27,114.05,35.349,35.751,1,1.01,4,3,2,TMT6plex,63635,Diacylglycerol kinase epsilon OS=Mus musculus GN=Dgke PE=1 SV=1
tr|F2Z490|F2Z490_MOUSE,3.27,114.05,35.349,35.751,1,1.01,6,3,2,TMT6plex,46080,Diacylglycerol kinase epsilon OS=Mus musculus GN=Dgke PE=1 SV=1
O70305|ATX2_MOUSE,1.7,114.03,23.098,20.864,1,0.90,1,1,1,TMT6plex,136485,Ataxin-2 OS=Mus musculus GN=Atxn2 PE=1 SV=1
tr|E9QM77|E9QM77_MOUSE,1.7,114.03,23.098,20.864,1,0.90,1,1,1,TMT6plex,136460,Ataxin-2 OS=Mus musculus GN=Atxn2 PE=1 SV=1
tr|E9PUW7|E9PUW7_MOUSE,1.98,113.94,6.46,6.93,1,1.07,1,2,1,TMT6plex,123897,Exportin-7 OS=Mus musculus GN=Xpo7 PE=1 SV=1
Q9EPK7|XPO7_MOUSE,1.98,113.94,6.46,6.93,1,1.07,1,2,1,TMT6plex,123810,Exportin-7 OS=Mus musculus GN=Xpo7 PE=1 SV=3
tr|S4R1M2|S4R1M2_MOUSE,1.25,113.84,22.205,18.52,1,0.83,1,4,1,TMT6plex,105317,Scaffold attachment factor B1 OS=Mus musculus GN=Safb PE=1 SV=1
D3YXK2|SAFB1_MOUSE,1.25,113.84,22.205,18.52,1,0.83,1,4,1,TMT6plex,105104,Scaffold attachment factor B1 OS=Mus musculus GN=Safb PE=1 SV=2
Q9D832|DNJB4_MOUSE,3.4,113.74,58.383,56.117,1,0.96,15,4,4,Carbamidomethylation; TMT6plex,37782,DnaJ homolog subfamily B member 4 OS=Mus musculus GN=Dnajb4 PE=1 SV=1
Q9D0J8|PTMS_MOUSE,0.75,113.72,249.754,243.441,1,0.97,24,4,4,TMT6plex,11430,Parathymosin OS=Mus musculus GN=Ptms PE=1 SV=3
O08989|RASM_MOUSE,1.52,113.66,72.245,69.45,1,0.96,23,4,4,TMT6plex,23901,Ras-related protein M-Ras OS=Mus musculus GN=Mras PE=1 SV=1
tr|D3Z2V6|D3Z2V6_MOUSE,1.52,113.66,72.245,69.45,1,0.96,37,4,4,TMT6plex,14735,Ras-related protein M-Ras (Fragment) OS=Mus musculus GN=Mras PE=1 SV=1
tr|E9Q8N1|E9Q8N1_MOUSE,2.23,113.62,16.207,13.802,1,0.85,0,35,1,TMT6plex; Deamidation (NQ),3715911,Titin OS=Mus musculus GN=Ttn PE=1 SV=1
tr|E9Q8K5|E9Q8K5_MOUSE,2.23,113.62,16.207,13.802,1,0.85,0,35,1,TMT6plex; Deamidation (NQ),3715952,Titin OS=Mus musculus GN=Ttn PE=1 SV=1
A2ASS6|TITIN_MOUSE,2.23,113.62,16.207,13.802,1,0.85,0,35,1,TMT6plex; Deamidation (NQ),3906375,Titin OS=Mus musculus GN=Ttn PE=1 SV=1
Q9Z1F9|SAE2_MOUSE,2.42,113.52,52.066,59.809,1,1.15,9,6,5,Carbamidomethylation; TMT6plex; Deamidation (NQ),70569,SUMO-activating enzyme subunit 2 OS=Mus musculus GN=Uba2 PE=1 SV=1
Q8K0G5|TSSC1_MOUSE,2.74,113.4,39.624,39.223,1,0.99,7,3,3,Carbamidomethylation; TMT6plex,43127,Protein TSSC1 OS=Mus musculus GN=Eipr1 PE=1 SV=2
Q60972|RBBP4_MOUSE,2.15,113.28,10.305,8.264,1,0.80,3,6,1,Carbamidomethylation; TMT6plex,47656,Histone-binding protein RBBP4 OS=Mus musculus GN=Rbbp4 PE=1 SV=5
Q9D9V3|ECHD1_MOUSE,1.39,113.27,20.705,22.242,1,1.07,8,4,3,TMT6plex,35467,Ethylmalonyl-CoA decarboxylase OS=Mus musculus GN=Echdc1 PE=1 SV=2
tr|Q5PPR2|Q5PPR2_MOUSE,3.27,112.97,26.512,32.088,1,1.21,3,4,3,TMT6plex; Deamidation (NQ),100190,Exocyst complex component 1 OS=Mus musculus GN=Exoc1 PE=1 SV=1
tr|F6QCI0|F6QCI0_MOUSE,1.89,112.69,8.582,6.637,1,0.77,5,5,1,TMT6plex,33723,TATA-box-binding protein-associated factor 15 (Fragment) OS=Mus musculus GN=Taf15 PE=1 SV=1
tr|Q8BQ46|Q8BQ46_MOUSE,1.89,112.69,8.582,6.637,1,0.77,3,5,1,TMT6plex,58601,Putative uncharacterized protein OS=Mus musculus GN=Taf15 PE=1 SV=1
Q99KP3|CRYL1_MOUSE,2.01,112.6,14.867,16.161,1,1.09,6,3,2,TMT6plex,35209,Lambda-crystallin homolog OS=Mus musculus GN=Cryl1 PE=1 SV=3
Q9D1X0|NOL3_MOUSE,1.23,112.5,30.499,32.088,1,1.05,8,2,2,Carbamidomethylation; TMT6plex,24568,Nucleolar protein 3 OS=Mus musculus GN=Nol3 PE=1 SV=1
tr|A0A0N4SVL9|A0A0N4SVL9_MOUSE,6.83,112.44,53.31,67.662,1,1.27,12,7,3,TMT6plex,32547,Serine/threonine-protein phosphatase OS=Mus musculus GN=Ppp6c PE=1 SV=1
