Accession,Significance (-10lgP),Coverage (%),#Peptides,#Unique,PTM,Adult_1 Area,Adult_2 Area,Adult_3 Area,Adult_4 Area,Old_1 Area,Old_2 Area,Old_3 Area,Old_4 Area,Sample Profile (Ratio),Adult Area,Old Area,Group Profile (Ratio),Avg. Mass,Description
Q8CI03|FWCH1_MOUSE,1.85,1,1,1,,1.62E+07,1.21E+07,1.21E+07,1.50E+07,1.38E+07,1.53E+07,1.34E+07,2.00E+07,1.08:0.81:0.80:1.00:0.92:1.02:0.89:1.34,1.38E+07,1.56E+07,1.00:1.13,77114,FLYWCH-type zinc finger-containing protein 1 OS=Mus musculus GN=Flywch1 PE=2 SV=1
Q9CR68|UCRI_MOUSE,1.83,3,1,1,,1.61E+05,0,0,1.31E+05,0,0,9.54E+04,0,1.23:0:0:1.00:0:0:0.73:0,7.28E+04,2.38E+04,1.00:0.33,29368,Cytochrome b-c1 complex subunit Rieske  mitochondrial OS=Mus musculus GN=Uqcrfs1 PE=1 SV=1
Q8K406|LGI3_MOUSE,1.82,6,3,3,,3.18E+05,8.89E+05,4.86E+05,3.77E+05,7.30E+05,7.85E+05,7.46E+05,7.54E+05,0.84:2.35:1.29:1.00:1.93:2.08:1.98:2.00,5.21E+05,7.54E+05,1.00:1.45,61818,Leucine-rich repeat LGI family member 3 OS=Mus musculus GN=Lgi3 PE=1 SV=1
Q8VCG4|CO8G_MOUSE,1.8,10,1,1,,0,1.79E+05,0,9.59E+04,0,1.57E+05,4.08E+05,1.72E+05,0:1.87:0:1.00:0:1.64:4.26:1.79,6.88E+04,1.84E+05,1.00:2.68,22508,Complement component C8 gamma chain OS=Mus musculus GN=C8g PE=1 SV=1
P05064|ALDOA_MOUSE,1.79,52,18,15,N-ethylmaleimide on cysteines; NEM_LysineArginine,5.65E+06,5.63E+06,4.55E+06,5.91E+06,4.74E+06,5.50E+06,8.30E+06,5.10E+06,0.96:0.95:0.77:1.00:0.80:0.93:1.40:0.86,5.43E+06,5.91E+06,1.00:1.09,39356,Fructose-bisphosphate aldolase A OS=Mus musculus GN=Aldoa PE=1 SV=2
Q9QUR7|PIN1_MOUSE,1.78,12,1,1,,4.03E+05,6.41E+05,6.56E+05,5.37E+05,5.32E+05,4.33E+05,2.80E+05,-,0.75:1.19:1.22:1.00:0.99:0.81:0.52:-,5.59E+05,4.15E+05,1.00:0.74,18370,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Mus musculus GN=Pin1 PE=1 SV=1
Q9R069|BCAM_MOUSE,1.78,22,10,9,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,1.24E+06,1.48E+06,1.27E+06,1.41E+06,1.36E+06,1.45E+06,1.69E+06,1.18E+06,0.88:1.05:0.90:1.00:0.96:1.03:1.20:0.83,1.35E+06,1.42E+06,1.00:1.05,67670,Basal cell adhesion molecule OS=Mus musculus GN=Bcam PE=2 SV=1
O08585|CLCA_MOUSE,1.76,7,2,2,,2.61E+05,3.44E+05,2.34E+05,2.72E+05,2.25E+05,3.40E+05,1.03E+06,1.27E+05,0.96:1.26:0.86:1.00:0.83:1.25:3.81:0.47,2.78E+05,4.31E+05,1.00:1.55,25557,Clathrin light chain A OS=Mus musculus GN=Clta PE=1 SV=1
Q9WUB3|PYGM_MOUSE,1.74,7,6,1,NEM_LysineArginine,9.94E+05,9.58E+05,1.49E+06,1.46E+06,0,0,8.78E+05,1.29E+06,0.68:0.66:1.02:1.00:0:0:0.60:0.89,1.23E+06,5.43E+05,1.00:0.44,97286,Glycogen phosphorylase  muscle form OS=Mus musculus GN=Pygm PE=1 SV=3
P97807|FUMH_MOUSE,1.74,5,2,2,,3.09E+05,1.71E+05,2.67E+05,2.84E+05,1.64E+05,3.05E+05,4.29E+05,3.11E+05,1.09:0.60:0.94:1.00:0.58:1.07:1.51:1.10,2.58E+05,3.02E+05,1.00:1.17,54371,Fumarate hydratase  mitochondrial OS=Mus musculus GN=Fh PE=1 SV=2
Q8CHC4|SYNJ1_MOUSE,1.73,2,4,3,,1.26E+05,5.67E+04,1.32E+05,0,7.62E+04,1.25E+05,0,7.28E+04,1.00:0.45:1.05:0:0.61:0.99:0:0.58,7.85E+04,6.85E+04,1.00:0.87,172616,Synaptojanin-1 OS=Mus musculus GN=Synj1 PE=1 SV=3
Q9WVK4|EHD1_MOUSE,1.72,11,5,2,NEM_LysineArginine,2.66E+05,1.54E+05,1.79E+05,1.24E+05,1.19E+05,8.18E+04,6.83E+04,9.15E+04,2.14:1.24:1.44:1.00:0.96:0.66:0.55:0.74,1.69E+05,9.02E+04,1.00:0.53,60603,EH domain-containing protein 1 OS=Mus musculus GN=Ehd1 PE=1 SV=1
Q9CWF2|TBB2B_MOUSE,1.72,62,24,2,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,1.22E+06,1.52E+06,1.24E+06,1.12E+06,1.07E+06,1.16E+06,2.60E+06,6.78E+05,1.09:1.36:1.11:1.00:0.95:1.03:2.32:0.61,1.27E+06,1.20E+06,1.00:0.94,49953,Tubulin beta-2B chain OS=Mus musculus GN=Tubb2b PE=1 SV=1
P12960|CNTN1_MOUSE,1.7,2,2,2,,2.51E+05,2.37E+05,1.67E+05,1.61E+05,1.93E+05,1.48E+05,1.28E+05,1.73E+05,1.57:1.48:1.04:1.00:1.20:0.92:0.79:1.08,2.09E+05,1.60E+05,1.00:0.77,113388,Contactin-1 OS=Mus musculus GN=Cntn1 PE=1 SV=1
O54991|CNTP1_MOUSE,1.66,2,2,2,,0,8.59E+04,2.53E+05,6.05E+04,2.77E+05,1.69E+05,0,0,0:1.42:4.18:1.00:4.57:2.79:0:0,9.97E+04,1.11E+05,1.00:1.12,156437,Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=1 SV=1
Q6R0H7|GNAS1_MOUSE,1.66,3,4,2,,7.15E+05,5.11E+05,6.29E+05,7.77E+05,7.92E+05,6.24E+05,5.86E+05,9.30E+05,0.92:0.66:0.81:1.00:1.02:0.80:0.75:1.20,6.58E+05,7.33E+05,1.00:1.11,121505,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Mus musculus GN=Gnas PE=2 SV=1
O70258|SGCE_MOUSE,1.64,2,1,1,,3.86E+05,4.22E+05,3.45E+05,4.02E+05,3.21E+05,4.64E+05,4.35E+05,5.87E+05,0.96:1.05:0.86:1.00:0.80:1.15:1.08:1.46,3.89E+05,4.52E+05,1.00:1.16,49736,Epsilon-sarcoglycan OS=Mus musculus GN=Sgce PE=2 SV=2
Q9WU78|PDC6I_MOUSE,1.63,1,1,1,,1.78E+05,1.37E+05,2.06E+05,1.12E+05,1.83E+05,1.88E+05,2.15E+05,1.90E+05,1.59:1.22:1.83:1.00:1.63:1.68:1.91:1.69,1.58E+05,1.94E+05,1.00:1.22,96010,Programmed cell death 6-interacting protein OS=Mus musculus GN=Pdcd6ip PE=1 SV=2
Q8VDQ8|SIRT2_MOUSE,1.63,4,1,1,NEM_LysineArginine,3.99E+05,4.77E+05,4.03E+05,5.16E+05,5.06E+05,6.31E+05,4.86E+05,5.35E+05,0.77:0.92:0.78:1.00:0.98:1.22:0.94:1.04,4.49E+05,5.39E+05,1.00:1.20,43256,NAD-dependent deacetylase sirtuin-2 OS=Mus musculus GN=Sirt2 PE=1 SV=2
Q9ET38|CLD19_MOUSE,1.62,12,2,2,NEM_LysineArginine,0,1.05E+05,2.07E+05,5.12E+04,9.09E+04,6.22E+04,5.39E+04,0,0:2.06:4.05:1.00:1.77:1.21:1.05:0,9.10E+04,5.18E+04,1.00:0.57,23343,Claudin-19 OS=Mus musculus GN=Cldn19 PE=2 SV=3
P49813|TMOD1_MOUSE,1.62,14,3,3,,2.54E+05,2.57E+05,2.55E+05,2.63E+05,2.44E+05,3.09E+05,3.15E+05,2.73E+05,0.97:0.98:0.97:1.00:0.93:1.18:1.20:1.04,2.57E+05,2.85E+05,1.00:1.11,40484,Tropomodulin-1 OS=Mus musculus GN=Tmod1 PE=2 SV=1
Q9CYZ2|TPD54_MOUSE,1.61,7,1,1,NEM_LysineArginine,7.55E+04,2.06E+05,2.21E+05,-,1.18E+05,2.57E+05,8.60E+05,1.99E+05,1.00:2.73:2.93:-:1.56:3.41:11.38:2.63,1.68E+05,3.58E+05,1.00:2.14,24043,Tumor protein D54 OS=Mus musculus GN=Tpd52l2 PE=1 SV=1
Q9R0P3|ESTD_MOUSE,1.6,8,1,1,,5.19E+05,7.32E+05,6.73E+05,6.18E+05,8.61E+05,8.94E+05,-,5.44E+05,0.84:1.19:1.09:1.00:1.39:1.45:-:0.88,6.35E+05,7.66E+05,1.00:1.21,31320,S-formylglutathione hydrolase OS=Mus musculus GN=Esd PE=2 SV=1
P37804|TAGL_MOUSE,1.59,18,3,3,NEM_LysineArginine,3.69E+05,2.16E+05,3.61E+05,2.90E+05,0,2.02E+05,8.91E+05,6.49E+04,1.27:0.75:1.25:1.00:0:0.70:3.08:0.22,3.09E+05,3.16E+05,1.00:1.02,22576,Transgelin OS=Mus musculus GN=Tagln PE=1 SV=3
Q9CRB6|TPPP3_MOUSE,1.59,42,8,8,NEM_LysineArginine,1.26E+06,1.41E+06,9.76E+05,1.14E+06,9.41E+05,1.14E+06,8.54E+05,1.43E+06,1.11:1.24:0.85:1.00:0.82:1.00:0.75:1.25,1.20E+06,1.09E+06,1.00:0.91,18965,Tubulin polymerization-promoting protein family member 3 OS=Mus musculus GN=Tppp3 PE=1 SV=1
Q9CZC8|SCRN1_MOUSE,1.52,13,4,4,,5.65E+05,6.29E+05,6.17E+05,5.78E+05,3.30E+05,5.98E+05,5.26E+05,7.52E+05,0.98:1.09:1.07:1.00:0.57:1.03:0.91:1.30,5.97E+05,5.51E+05,1.00:0.92,46326,Secernin-1 OS=Mus musculus GN=Scrn1 PE=1 SV=1
Q9DBX3|SUSD2_MOUSE,1.52,10,8,8,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,1.04E+06,1.30E+06,1.22E+06,1.18E+06,1.34E+06,1.25E+06,1.23E+06,1.35E+06,0.88:1.10:1.04:1.00:1.14:1.06:1.04:1.15,1.19E+06,1.29E+06,1.00:1.09,90641,Sushi domain-containing protein 2 OS=Mus musculus GN=Susd2 PE=1 SV=1
Q6ZWR6|SYNE1_MOUSE,1.52,0,3,1,,2.08E+05,1.18E+05,1.25E+05,2.24E+05,-,2.19E+05,3.23E+05,2.07E+05,0.93:0.52:0.56:1.00:-:0.98:1.44:0.93,1.69E+05,2.50E+05,1.00:1.48,1009946,Nesprin-1 OS=Mus musculus GN=Syne1 PE=1 SV=2
Q9Z0H8|CLIP2_MOUSE,1.51,1,1,1,,7.86E+04,9.54E+04,0,0,0,9.03E+04,1.32E+05,1.21E+05,1.00:1.21:0:0:0:1.15:1.67:1.54,4.35E+04,8.57E+04,1.00:1.97,115910,CAP-Gly domain-containing linker protein 2 OS=Mus musculus GN=Clip2 PE=1 SV=2
P49817|CAV1_MOUSE,1.5,23,3,3,,4.11E+05,3.04E+05,2.84E+05,2.44E+05,1.23E+05,1.99E+05,5.51E+05,3.06E+05,1.68:1.25:1.17:1.00:0.50:0.82:2.26:1.25,3.17E+05,2.95E+05,1.00:0.93,20539,Caveolin-1 OS=Mus musculus GN=Cav1 PE=1 SV=1
Q99L47|F10A1_MOUSE,1.5,3,1,1,,3.30E+05,4.60E+05,3.60E+05,3.02E+05,3.12E+05,4.09E+05,5.59E+05,4.06E+05,1.09:1.52:1.19:1.00:1.03:1.35:1.85:1.34,3.63E+05,4.21E+05,1.00:1.16,41656,Hsc70-interacting protein OS=Mus musculus GN=St13 PE=2 SV=1
Q9JHU4|DYHC1_MOUSE,1.49,1,5,5,,1.25E+05,7.58E+04,3.05E+05,1.50E+05,6.67E+04,1.22E+05,2.06E+05,3.41E+04,0.83:0.50:2.03:1.00:0.44:0.81:1.37:0.23,1.64E+05,1.07E+05,1.00:0.65,532030,Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=1
P21447|MDR3_MOUSE,1.48,1,1,1,,0,4.29E+04,0,0,0,0,1.15E+05,0,0:1.00:0:0:0:0:2.69:0,1.07E+04,2.89E+04,1.00:2.69,140646,Multidrug resistance protein 3 OS=Mus musculus GN=Abcb1a PE=1 SV=3
O88990|ACTN3_MOUSE,1.45,7,6,1,NEM_LysineArginine,1.85E+05,0,0,4.05E+05,0,0,0,3.44E+05,0.46:0:0:1.00:0:0:0:0.85,1.48E+05,8.59E+04,1.00:0.58,103043,Alpha-actinin-3 OS=Mus musculus GN=Actn3 PE=2 SV=1
P60521|GBRL2_MOUSE,1.45,7,1,1,N-ethylmaleimide on cysteines; NEM_LysineArginine,0,1.32E+05,9.73E+04,0,1.03E+05,0,0,0,0:1.00:0.74:0:0.79:0:0:0,5.73E+04,2.59E+04,1.00:0.45,13667,Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Mus musculus GN=Gabarapl2 PE=2 SV=1
Q921C1|CXG3_MOUSE,1.45,9,2,2,,5.09E+05,5.50E+05,4.43E+05,5.72E+05,4.93E+05,3.99E+05,3.53E+05,5.15E+05,0.89:0.96:0.77:1.00:0.86:0.70:0.62:0.90,5.18E+05,4.40E+05,1.00:0.85,30293,Gap junction gamma-3 protein OS=Mus musculus GN=Gjc3 PE=2 SV=2
Q80WC9|ACSF4_MOUSE,1.45,1,1,1,NEM_LysineArginine,3.66E+05,5.32E+05,3.64E+05,4.78E+05,4.19E+05,3.60E+05,2.58E+05,3.73E+05,0.77:1.11:0.76:1.00:0.88:0.75:0.54:0.78,4.35E+05,3.52E+05,1.00:0.81,121569,Acyl-CoA synthetase family member 4 OS=Mus musculus GN=Aasdh PE=2 SV=1
P14733|LMNB1_MOUSE,1.44,14,8,6,N-ethylmaleimide on cysteines; NEM_LysineArginine,1.62E+05,3.12E+05,2.34E+05,2.29E+05,7.08E+04,2.05E+05,6.95E+05,6.55E+04,0.71:1.36:1.02:1.00:0.31:0.90:3.04:0.29,2.34E+05,2.59E+05,1.00:1.11,66786,Lamin-B1 OS=Mus musculus GN=Lmnb1 PE=1 SV=3
P39447|ZO1_MOUSE,1.43,1,1,1,,-,2.34E+05,2.97E+05,2.34E+05,3.02E+05,3.79E+05,5.12E+05,3.16E+05,-:1.00:1.27:1.00:1.29:1.62:2.19:1.35,2.55E+05,3.77E+05,1.00:1.48,194710,Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=1
P21550|ENOB_MOUSE,1.43,21,9,2,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,9.86E+05,6.04E+05,4.91E+05,5.88E+05,5.77E+05,3.27E+05,8.73E+05,6.85E+05,1.68:1.03:0.84:1.00:0.98:0.56:1.49:1.17,6.67E+05,6.16E+05,1.00:0.92,47025,Beta-enolase OS=Mus musculus GN=Eno3 PE=1 SV=3
Q6NXH9|K2C73_MOUSE,1.42,7,5,2,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,7.31E+05,6.63E+05,7.52E+05,6.37E+05,6.36E+05,7.43E+05,6.08E+05,8.77E+05,1.15:1.04:1.18:1.00:1.00:1.17:0.95:1.38,6.96E+05,7.16E+05,1.00:1.03,58911,Keratin  type II cytoskeletal 73 OS=Mus musculus GN=Krt73 PE=1 SV=1
Q9D8B7|JAM3_MOUSE,1.4,20,6,6,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,9.29E+05,9.71E+05,9.25E+05,9.27E+05,1.15E+06,1.02E+06,8.54E+05,1.04E+06,1.00:1.05:1.00:1.00:1.24:1.10:0.92:1.12,9.38E+05,1.01E+06,1.00:1.08,34838,Junctional adhesion molecule C OS=Mus musculus GN=Jam3 PE=1 SV=2
Q6IRU5|CLCB_MOUSE,1.39,14,4,4,NEM_LysineArginine,1.51E+06,1.31E+06,1.11E+06,1.45E+06,8.23E+05,1.43E+06,1.92E+06,1.69E+06,1.04:0.91:0.77:1.00:0.57:0.99:1.33:1.17,1.34E+06,1.47E+06,1.00:1.09,25172,Clathrin light chain B OS=Mus musculus GN=Cltb PE=2 SV=1
P63024|VAMP3_MOUSE,1.39,25,2,2,NEM_LysineArginine,1.92E+05,2.17E+05,1.69E+05,2.27E+05,1.61E+05,1.93E+05,3.42E+05,1.14E+05,0.85:0.95:0.74:1.00:0.71:0.85:1.50:0.50,2.01E+05,2.02E+05,1.00:1.01,11480,Vesicle-associated membrane protein 3 OS=Mus musculus GN=Vamp3 PE=1 SV=1
Q64737|PUR2_MOUSE,1.39,2,1,1,,8.76E+04,0,1.91E+05,4.48E+04,1.24E+05,1.93E+05,3.26E+05,0,1.96:0:4.27:1.00:2.78:4.32:7.29:0,8.08E+04,1.61E+05,1.00:1.99,107395,Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus GN=Gart PE=2 SV=2
P21279|GNAQ_MOUSE,1.38,16,5,3,NEM_LysineArginine,4.32E+05,4.76E+05,5.39E+05,4.30E+05,4.67E+05,4.20E+05,4.79E+05,4.84E+05,1.00:1.11:1.26:1.00:1.09:0.98:1.11:1.13,4.69E+05,4.63E+05,1.00:0.99,42158,Guanine nucleotide-binding protein G(q) subunit alpha OS=Mus musculus GN=Gnaq PE=1 SV=4
Q62188|DPYL3_MOUSE,1.34,27,10,7,NEM_LysineArginine,1.15E+06,1.25E+06,1.07E+06,1.19E+06,1.03E+06,1.53E+06,1.26E+06,1.30E+06,0.97:1.05:0.89:1.00:0.86:1.28:1.06:1.09,1.17E+06,1.26E+06,1.00:1.08,61936,Dihydropyrimidinase-related protein 3 OS=Mus musculus GN=Dpysl3 PE=1 SV=1
P08207|S10AA_MOUSE,1.34,42,4,3,N-ethylmaleimide on cysteines; NEM_LysineArginine,2.64E+06,2.44E+06,2.21E+06,2.26E+06,1.42E+06,2.09E+06,2.46E+06,1.92E+06,1.17:1.08:0.98:1.00:0.63:0.93:1.09:0.85,2.39E+06,1.97E+06,1.00:0.83,11186,Protein S100-A10 OS=Mus musculus GN=S100a10 PE=2 SV=2
P31428|DPEP1_MOUSE,1.33,5,2,2,,3.95E+05,3.21E+05,5.28E+05,2.78E+05,3.40E+05,3.30E+05,5.15E+05,3.45E+05,1.42:1.15:1.90:1.00:1.22:1.19:1.85:1.24,3.81E+05,3.82E+05,1.00:1.00,45682,Dipeptidase 1 OS=Mus musculus GN=Dpep1 PE=1 SV=1
Q8CHH9|SEPT8_MOUSE,1.33,14,7,4,N-ethylmaleimide on cysteines; NEM_LysineArginine,4.78E+05,5.03E+05,4.66E+05,5.68E+05,5.48E+05,5.47E+05,5.85E+05,5.08E+05,0.84:0.89:0.82:1.00:0.96:0.96:1.03:0.89,5.04E+05,5.47E+05,1.00:1.09,49812,Septin-8 OS=Mus musculus GN=Sept8 PE=1 SV=4
Q62160|GDIR3_MOUSE,1.33,3,1,1,N-ethylmaleimide on cysteines,5.71E+05,6.35E+05,5.51E+05,5.48E+05,5.66E+05,7.09E+05,9.39E+05,7.01E+05,1.04:1.16:1.01:1.00:1.03:1.29:1.72:1.28,5.76E+05,7.29E+05,1.00:1.26,25296,Rho GDP-dissociation inhibitor 3 OS=Mus musculus GN=Arhgdig PE=2 SV=1
Q8BH64|EHD2_MOUSE,1.32,14,6,6,NEM_LysineArginine,5.99E+05,6.76E+05,6.73E+05,7.14E+05,4.23E+05,6.53E+05,6.64E+05,5.33E+05,0.84:0.95:0.94:1.00:0.59:0.91:0.93:0.75,6.66E+05,5.68E+05,1.00:0.85,61175,EH domain-containing protein 2 OS=Mus musculus GN=Ehd2 PE=1 SV=1
P04117|FABP4_MOUSE,1.32,14,2,2,NEM_LysineArginine,3.39E+05,6.28E+04,2.42E+05,0,2.35E+04,9.47E+04,7.26E+05,0,1.00:0.19:0.71:0:0.07:0.28:2.14:0,1.61E+05,2.11E+05,1.00:1.31,14650,Fatty acid-binding protein  adipocyte OS=Mus musculus GN=Fabp4 PE=1 SV=3
Q8CI94|PYGB_MOUSE,1.31,18,14,8,N-ethylmaleimide on cysteines; NEM_LysineArginine,4.90E+05,8.45E+05,7.43E+05,7.19E+05,7.39E+05,5.43E+05,6.79E+05,5.52E+05,0.68:1.18:1.03:1.00:1.03:0.76:0.94:0.77,6.99E+05,6.28E+05,1.00:0.90,96730,Glycogen phosphorylase  brain form OS=Mus musculus GN=Pygb PE=1 SV=3
Q61553|FSCN1_MOUSE,1.31,11,4,4,,5.39E+05,6.19E+05,6.40E+05,5.68E+05,5.18E+05,5.68E+05,5.57E+05,5.27E+05,0.95:1.09:1.13:1.00:0.91:1.00:0.98:0.93,5.92E+05,5.42E+05,1.00:0.92,54508,Fascin OS=Mus musculus GN=Fscn1 PE=1 SV=4
P14873|MAP1B_MOUSE,1.31,16,30,29,N-ethylmaleimide on cysteines; NEM_LysineArginine,3.46E+06,4.18E+06,3.70E+06,4.00E+06,3.43E+06,4.10E+06,3.86E+06,3.30E+06,0.87:1.05:0.93:1.00:0.86:1.03:0.97:0.83,3.83E+06,3.67E+06,1.00:0.96,270409,Microtubule-associated protein 1B OS=Mus musculus GN=Map1b PE=1 SV=1
Q05793|PGBM_MOUSE,1.29,20,57,56,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,2.35E+06,2.49E+06,1.87E+06,2.76E+06,2.37E+06,2.44E+06,3.33E+06,1.83E+06,0.85:0.90:0.68:1.00:0.86:0.89:1.21:0.66,2.36E+06,2.49E+06,1.00:1.05,398295,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus GN=Hspg2 PE=1 SV=1
Q8BMQ2|TF3C4_MOUSE,1.29,1,1,1,,2.80E+05,3.77E+05,1.85E+05,3.29E+05,3.48E+05,3.01E+05,2.69E+05,4.15E+05,0.85:1.15:0.56:1.00:1.06:0.91:0.82:1.26,2.93E+05,3.33E+05,1.00:1.14,91652,General transcription factor 3C polypeptide 4 OS=Mus musculus GN=Gtf3c4 PE=1 SV=1
Q9WUM3|COR1B_MOUSE,1.29,2,1,1,,7.26E+04,0,6.32E+04,0,0,0,2.82E+05,0,1.00:0:0.87:0:0:0:3.89:0,3.39E+04,7.05E+04,1.00:2.08,53912,Coronin-1B OS=Mus musculus GN=Coro1b PE=1 SV=1
Q921I6|SH3B4_MOUSE,1.29,1,1,1,NEM_LysineArginine,4.25E+05,3.52E+05,3.22E+05,4.81E+05,2.73E+05,3.52E+05,5.67E+05,3.11E+05,0.88:0.73:0.67:1.00:0.57:0.73:1.18:0.65,3.95E+05,3.48E+05,1.00:0.88,107583,SH3 domain-binding protein 4 OS=Mus musculus GN=Sh3bp4 PE=2 SV=1
P53026|RL10A_MOUSE,1.24,4,1,1,,6.49E+04,9.05E+04,1.28E+05,0,0,1.47E+05,4.28E+05,0,1.00:1.39:1.97:0:0:2.27:6.60:0,7.09E+04,1.44E+05,1.00:2.03,24916,60S ribosomal protein L10a OS=Mus musculus GN=Rpl10a PE=1 SV=3
Q64010|CRK_MOUSE,1.24,9,3,3,,1.63E+05,9.50E+04,1.51E+05,1.05E+05,8.80E+04,7.85E+04,6.20E+04,9.89E+04,1.55:0.90:1.43:1.00:0.83:0.75:0.59:0.94,1.29E+05,8.42E+04,1.00:0.65,33815,Adapter molecule crk OS=Mus musculus GN=Crk PE=1 SV=1
P16546|SPTA2_MOUSE,1.24,41,94,92,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,5.83E+06,6.03E+06,5.34E+06,5.67E+06,5.18E+06,5.13E+06,5.11E+06,4.65E+06,1.03:1.06:0.94:1.00:0.91:0.91:0.90:0.82,5.71E+06,5.02E+06,1.00:0.88,284596,Spectrin alpha chain  brain OS=Mus musculus GN=Sptan1 PE=1 SV=4
Q61508|ECM1_MOUSE,1.24,3,2,2,,0,1.69E+05,1.55E+05,8.43E+04,1.42E+05,1.40E+05,3.48E+05,0,0:2.01:1.84:1.00:1.68:1.66:4.13:0,1.02E+05,1.58E+05,1.00:1.54,62775,Extracellular matrix protein 1 OS=Mus musculus GN=Ecm1 PE=1 SV=1
P16858|G3P_MOUSE,1.23,58,18,18,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,6.49E+06,6.72E+06,5.58E+06,7.51E+06,5.86E+06,6.00E+06,7.64E+06,5.87E+06,0.86:0.89:0.74:1.00:0.78:0.80:1.02:0.78,6.57E+06,6.34E+06,1.00:0.96,35810,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gapdh PE=1 SV=2
P63242|IF5A1_MOUSE,1.23,15,1,1,,9.53E+05,1.54E+06,1.24E+06,1.46E+06,1.22E+06,1.39E+06,2.21E+06,1.00E+06,0.65:1.05:0.85:1.00:0.84:0.95:1.51:0.69,1.30E+06,1.45E+06,1.00:1.12,16832,Eukaryotic translation initiation factor 5A-1 OS=Mus musculus GN=Eif5a PE=1 SV=2
P30275|KCRU_MOUSE,1.22,20,8,4,N-ethylmaleimide on cysteines; NEM_LysineArginine,4.72E+05,5.59E+05,3.90E+05,5.47E+05,5.19E+05,5.07E+05,3.57E+05,3.97E+05,0.86:1.02:0.71:1.00:0.95:0.93:0.65:0.73,4.92E+05,4.38E+05,1.00:0.89,47004,Creatine kinase U-type  mitochondrial OS=Mus musculus GN=Ckmt1 PE=1 SV=1
Q8CGN5|PLIN1_MOUSE,1.22,2,1,1,,1.42E+05,0,1.79E+05,0,0,1.64E+05,4.34E+05,0,1.00:0:1.26:0:0:1.16:3.06:0,8.02E+04,1.49E+05,1.00:1.87,55596,Perilipin-1 OS=Mus musculus GN=Plin1 PE=1 SV=2
O35206|COFA1_MOUSE,1.21,16,18,17,Oxidation (M); D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,3.68E+06,4.06E+06,3.27E+06,4.09E+06,2.95E+06,3.42E+06,4.12E+06,3.59E+06,0.90:0.99:0.80:1.00:0.72:0.84:1.01:0.88,3.77E+06,3.52E+06,1.00:0.93,140472,Collagen alpha-1(XV) chain OS=Mus musculus GN=Col15a1 PE=1 SV=2
P01831|THY1_MOUSE,1.21,23,3,3,,1.68E+06,1.93E+06,1.79E+06,1.72E+06,1.78E+06,1.60E+06,2.00E+06,2.14E+06,0.98:1.13:1.04:1.00:1.04:0.93:1.17:1.25,1.78E+06,1.88E+06,1.00:1.06,18080,Thy-1 membrane glycoprotein OS=Mus musculus GN=Thy1 PE=1 SV=1
Q9Z0P4|PALM_MOUSE,1.19,9,3,3,NEM_LysineArginine,2.62E+05,3.43E+05,3.14E+05,2.97E+05,3.07E+05,2.77E+05,2.90E+05,2.74E+05,0.88:1.16:1.06:1.00:1.03:0.93:0.98:0.92,3.04E+05,2.87E+05,1.00:0.95,41614,Paralemmin OS=Mus musculus GN=Palm PE=1 SV=1
Q9D394|RUFY3_MOUSE,1.19,4,2,2,,9.99E+05,1.34E+06,1.09E+06,1.24E+06,9.32E+05,1.03E+06,1.09E+06,1.06E+06,0.81:1.08:0.88:1.00:0.75:0.84:0.88:0.86,1.17E+06,1.03E+06,1.00:0.88,53007,Protein RUFY3 OS=Mus musculus GN=Rufy3 PE=1 SV=1
Q3UV17|K22O_MOUSE,1.18,4,4,1,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,7.70E+05,-,7.84E+05,4.91E+05,2.43E+05,3.83E+05,3.90E+05,1.11E+06,1.57:-:1.60:1.00:0.49:0.78:0.79:2.27,6.82E+05,5.33E+05,1.00:0.78,62845,Keratin  type II cytoskeletal 2 oral OS=Mus musculus GN=Krt76 PE=2 SV=1
